# Chunk-averaged data for fix bowForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_bowComp
  2 42 -0.308842
  3 42 -1.37773
  4 42 -0.590932
  5 42 -1.37461
  6 42 -1.73174
  7 42 0.864773
  8 42 -0.0441671
  9 42 6.97542
  10 42 1.68321
  11 42 1.24126
  12 42 1.20208
  13 42 2.38424
  14 42 -0.882002
  15 42 0.880576
  16 42 -2.41445
  17 42 1.4333
  18 42 -2.82727
  19 42 0.566462
  20 42 -2.9662
6400 20 840
  1 42 1.51131
  2 42 1.6844
  3 42 1.51162
  4 42 0.904344
  5 42 4.27878
  6 42 -0.574843
  7 42 4.67422
  8 42 0.975548
  9 42 0.919271
  10 42 -1.60629
  11 42 2.47792
  12 42 -1.46904
  13 42 2.92111
  14 42 0.842029
  15 42 1.21079
  16 42 -1.47455
  17 42 1.17838
  18 42 -0.676638
  19 42 1.90218
  20 42 0.602789
6500 20 840
  1 42 0.328324
  2 42 -1.10276
  3 42 2.18535
  4 42 3.71729
  5 42 1.4825
  6 42 -1.26184
  7 42 -1.18727
  8 42 0.178118
  9 42 0.770943
  10 42 -1.07877
  11 42 1.5134
  12 42 -2.26676
  13 42 0.283889
  14 42 -0.047642
  15 42 -3.19361
  16 42 -0.481186
  17 42 0.608348
  18 42 0.758323
  19 42 -3.14132
  20 42 1.10861
6600 20 840
  1 42 3.54281
  2 42 1.38713
  3 42 -0.090388
  4 42 1.26219
  5 42 -1.72737
  6 42 0.965752
  7 42 0.742762
  8 42 1.22706
  9 42 2.36325
  10 42 0.730918
  11 42 1.71444
  12 42 0.318368
  13 42 0.740901
  14 42 -0.775962
  15 42 0.305108
  16 42 0.0752471
  17 42 0.406398
  18 42 3.01113
  19 42 -1.93852
  20 42 -1.4056
6700 20 840
  1 42 0.319482
  2 42 0.0428815
  3 42 5.95984
  4 42 -0.473611
  5 42 -1.37531
  6 42 2.28679
  7 42 -2.95015
  8 42 2.98546
  9 42 1.76628
  10 42 0.373736
  11 42 -0.355798
  12 42 -1.98137
  13 42 0.531746
  14 42 -1.05361
  15 42 -3.00168
  16 42 3.83734
  17 42 0.738354
  18 42 2.53131
  19 42 -0.749172
  20 42 4.89025
6800 20 840
  1 42 0.592855
  2 42 0.332733
  3 42 0.994663
  4 42 0.969157
  5 42 -0.481635
  6 42 -1.73801
  7 42 -0.483081
  8 42 1.99244
  9 42 1.45191
  10 42 -0.168493
  11 42 1.409
  12 42 -1.13814
  13 42 3.08623
  14 42 -1.14528
  15 42 -1.27763
  16 42 0.530475
  17 42 -0.341221
  18 42 2.28039
  19 42 1.57807
  20 42 0.8923
6900 20 840
  1 42 2.95824
  2 42 -0.205062
  3 42 3.59954
  4 42 0.782961
  5 42 3.09183
  6 42 3.41178
  7 42 -2.33211
  8 42 -0.918323
  9 42 -1.63613
  10 42 -1.59428
  11 42 0.875025
  12 42 0.141389
  13 42 1.72418
  14 42 0.37579
  15 42 0.690032
  16 42 -2.01821
  17 42 5.41961
  18 42 -1.01001
  19 42 1.95241
  20 42 0.0769728
7000 20 840
  1 42 -0.974869
  2 42 1.66616
  3 42 0.097443
  4 42 -0.363021
  5 42 -0.93389
  6 42 4.75109
  7 42 0.740513
  8 42 0.695103
  9 42 -1.01999
  10 42 -0.651379
  11 42 -1.10773
  12 42 -0.07627
  13 42 -0.128601
  14 42 1.54796
  15 42 -0.864755
  16 42 -1.14722
  17 42 -0.023511
  18 42 0.915897
  19 42 -1.39913
  20 42 1.295
7100 20 840
  1 42 -0.929219
  2 42 0.532985
  3 42 2.60428
  4 42 -3.46416
  5 42 -0.654701
  6 42 0.0129531
  7 42 -1.31289
  8 42 2.80321
  9 42 1.53546
  10 42 -1.98045
  11 42 2.95601
  12 42 0.857136
  13 42 -1.39088
  14 42 0.121542
  15 42 -0.282416
  16 42 1.52271
  17 42 -1.33359
  18 42 -1.6587
  19 42 -2.2267
  20 42 -0.63308
7200 20 840
  1 42 1.06978
  2 42 0.0559792
  3 42 2.495
  4 42 -3.56328
  5 42 1.01324
  6 42 -3.41435
  7 42 1.25149
  8 42 2.34534
  9 42 0.0920785
  10 42 1.11068
  11 42 -1.97229
  12 42 1.51373
  13 42 -0.0637073
  14 42 0.336138
  15 42 0.0781507
  16 42 -0.471976
  17 42 -1.69335
  18 42 -0.33674
  19 42 -0.139938
  20 42 -1.99637
7300 20 840
  1 42 -2.17017
  2 42 -1.1974
  3 42 -0.061209
  4 42 0.146627
  5 42 -1.16806
  6 42 0.210242
  7 42 -2.46423
  8 42 3.24008
  9 42 -1.65648
  10 42 0.714458
  11 42 -1.34973
  12 42 0.900893
  13 42 2.10127
  14 42 0.368796
  15 42 1.48786
  16 42 -1.20566
  17 42 0.308036
  18 42 -3.5494
  19 42 -3.66955
  20 42 1.59618
7400 20 840
  1 42 -2.39181
  2 42 1.51214
  3 42 1.04517
  4 42 -0.130119
  5 42 1.77935
  6 42 -2.63283
  7 42 0.451162
  8 42 0.49377
  9 42 0.329527
  10 42 0.47854
  11 42 3.70781
  12 42 3.7124
  13 42 0.0164486
  14 42 0.634528
  15 42 3.02516
  16 42 -1.0729
  17 42 -2.21952
  18 42 -5.44512
  19 42 0.820153
  20 42 0.327169
7500 20 840
  1 42 -1.49065
  2 42 -2.7457
  3 42 -1.24864
  4 42 -1.13472
  5 42 -1.96859
  6 42 -1.75608
  7 42 3.73744
  8 42 -0.181395
  9 42 3.98731
  10 42 0.65914
  11 42 -1.79848
  12 42 -0.182937
  13 42 0.729378
  14 42 -0.645272
  15 42 -1.61715
  16 42 3.09562
  17 42 -2.95552
  18 42 -0.16973
  19 42 -1.82941
  20 42 2.15496
7600 20 840
  1 42 0.420481
  2 42 -0.451816
  3 42 0.0845686
  4 42 -2.81476
  5 42 -2.65367
  6 42 -2.15891
  7 42 1.96151
  8 42 -1.1614
  9 42 1.25891
  10 42 0.967754
  11 42 -3.16707
  12 42 0.52386
  13 42 0.637404
  14 42 0.343896
  15 42 -0.13983
  16 42 1.282
  17 42 0.768109
  18 42 -2.39789
  19 42 -1.91543
  20 42 -0.38895
7700 20 840
  1 42 -1.45952
  2 42 -1.4201
  3 42 1.4026
  4 42 1.85999
  5 42 3.32078
  6 42 0.192535
  7 42 3.96397
  8 42 0.388018
  9 42 3.63435
  10 42 -1.78211
  11 42 -0.725066
  12 42 2.18147
  13 42 2.89134
  14 42 0.585602
  15 42 -1.19816
  16 42 0.0959987
  17 42 0.483097
  18 42 -0.340516
  19 42 4.50809
  20 42 -2.35662
7800 20 840
  1 42 0.264192
  2 42 -0.39965
  3 42 2.79243
  4 42 -0.595114
  5 42 2.9092
  6 42 -0.276039
  7 42 2.36778
  8 42 -0.131972
  9 42 -0.573734
  10 42 -1.87708
  11 42 -0.977213
  12 42 0.222038
  13 42 3.30853
  14 42 0.359002
  15 42 -1.56536
  16 42 -0.145278
  17 42 0.938887
  18 42 -0.472819
  19 42 -0.0319194
  20 42 0.513514
7900 20 840
  1 42 2.422
  2 42 3.68924
  3 42 0.276997
  4 42 2.5525
  5 42 -2.2846
  6 42 0.422331
  7 42 -1.99549
  8 42 -1.11988
  9 42 0.245431
  10 42 2.20417
  11 42 -2.21126
  12 42 0.241659
  13 42 -0.600652
  14 42 -1.29799
  15 42 0.737846
  16 42 -1.22614
  17 42 -0.236161
  18 42 1.4173
  19 42 -2.03038
  20 42 1.61175
8000 20 840
  1 42 0.802124
  2 42 0.322022
  3 42 2.42013
  4 42 -3.3964
  5 42 1.48886
  6 42 -0.635169
  7 42 1.04723
  8 42 0.930712
  9 42 0.532318
  10 42 -1.20833
  11 42 -0.168474
  12 42 -0.294298
  13 42 -2.49831
  14 42 -1.85504
  15 42 -2.50194
  16 42 5.55308
  17 42 -0.236682
  18 42 -0.280119
  19 42 -1.70412
  20 42 5.19837
8100 20 840
  1 42 3.61738
  2 42 -0.694933
  3 42 -1.81528
  4 42 1.0026
  5 42 -1.83459
  6 42 2.53664
  7 42 -1.6993
  8 42 -2.00167
  9 42 2.08125
  10 42 -4.16549
  11 42 -0.041243
  12 42 0.492168
  13 42 0.565549
  14 42 -1.12847
  15 42 -5.20991
  16 42 -1.0656
  17 42 -1.1199
  18 42 2.44543
  19 42 -1.31174
  20 42 1.85036
8200 20 840
  1 42 0.166352
  2 42 -0.378848
  3 42 2.38034
  4 42 2.56521
  5 42 1.71011
  6 42 3.20322
  7 42 -0.479147
  8 42 0.930691
  9 42 -1.6669
  10 42 -3.66305
  11 42 -5.32255
  12 42 0.0280158
  13 42 -0.338809
  14 42 2.02903
  15 42 -0.378684
  16 42 2.75101
  17 42 3.30943
  18 42 2.68232
  19 42 0.287275
  20 42 3.02107
8300 20 840
  1 42 -1.2554
  2 42 -2.54172
  3 42 -1.00815
  4 42 1.92608
  5 42 -0.60556
  6 42 -3.00102
  7 42 -0.219606
  8 42 1.20727
  9 42 -1.34022
  10 42 2.6866
  11 42 1.00483
  12 42 -0.296571
  13 42 -1.33299
  14 42 -1.62904
  15 42 -1.38835
  16 42 -3.75137
  17 42 1.01935
  18 42 0.931091
  19 42 1.23568
  20 42 1.12221
8400 20 840
  1 42 -1.13619
  2 42 0.643547
  3 42 4.32792
  4 42 -2.25826
  5 42 -0.332127
  6 42 -2.6966
  7 42 1.10966
  8 42 0.8183
  9 42 -3.12768
  10 42 -1.4646
  11 42 -1.51109
  12 42 0.158684
  13 42 -0.349262
  14 42 -3.04273
  15 42 -1.76008
  16 42 0.913568
  17 42 0.911662
  18 42 0.871118
  19 42 -2.75333
  20 42 -5.03794
8500 20 840
  1 42 1.84885
  2 42 -0.305586
  3 42 0.000568063
  4 42 -1.94628
  5 42 -0.270634
  6 42 -2.19917
  7 42 2.60842
  8 42 1.09761
  9 42 -0.97858
  10 42 0.181715
  11 42 -0.504727
  12 42 -1.24384
  13 42 -0.846883
  14 42 -0.430537
  15 42 -3.03703
  16 42 -1.83851
  17 42 -0.271933
  18 42 -0.845506
  19 42 1.73879
  20 42 1.29989
8600 20 840
  1 42 -1.3593
  2 42 0.721954
  3 42 1.2121
  4 42 0.863383
  5 42 1.09099
  6 42 -0.792675
  7 42 1.92392
  8 42 -0.848425
  9 42 1.42063
  10 42 -1.15287
  11 42 -2.949
  12 42 0.00274568
  13 42 -0.834297
  14 42 1.18636
  15 42 1.4888
  16 42 0.271594
  17 42 -4.63178
  18 42 -0.501035
  19 42 -0.70917
  20 42 -3.56938
8700 20 840
  1 42 -0.516049
  2 42 -1.90269
  3 42 -2.0983
  4 42 1.20333
  5 42 0.843954
  6 42 -0.956401
  7 42 -2.85175
  8 42 -0.169796
  9 42 2.71055
  10 42 -1.69822
  11 42 1.90347
  12 42 1.93611
  13 42 -0.397953
  14 42 0.476786
  15 42 2.81583
  16 42 -0.296567
  17 42 -0.082943
  18 42 -6.16181
  19 42 0.430791
  20 42 0.646653
8800 20 840
  1 42 1.51574
  2 42 -1.64773
  3 42 -0.993868
  4 42 -0.847586
  5 42 -2.59045
  6 42 -0.448554
  7 42 3.3092
  8 42 -1.85289
  9 42 -1.31895
  10 42 0.228901
  11 42 1.46987
  12 42 0.299554
  13 42 1.54361
  14 42 -1.04439
  15 42 -1.33816
  16 42 1.29596
  17 42 -0.619579
  18 42 -1.35779
  19 42 0.816076
  20 42 2.06352
8900 20 840
  1 42 -3.47074
  2 42 0.152222
  3 42 -1.64224
  4 42 1.52451
  5 42 -0.464208
  6 42 -2.60845
  7 42 0.160242
  8 42 -2.96722
  9 42 -0.947349
  10 42 -0.66971
  11 42 0.668791
  12 42 2.07032
  13 42 -0.308673
  14 42 -1.92382
  15 42 1.58197
  16 42 4.24085
  17 42 0.00544853
  18 42 -4.73175
  19 42 -2.02129
  20 42 3.89915
9000 20 840
  1 42 -0.841144
  2 42 0.55184
  3 42 -0.318965
  4 42 3.29665
  5 42 0.00547445
  6 42 -1.06614
  7 42 -0.976448
  8 42 -3.38256
  9 42 1.8199
  10 42 3.24187
  11 42 0.729118
  12 42 0.81858
  13 42 -0.206992
  14 42 -1.16876
  15 42 0.738032
  16 42 2.28234
  17 42 -2.72409
  18 42 2.18177
  19 42 0.964325
  20 42 0.89725
9100 20 840
  1 42 0.351089
  2 42 1.43342
  3 42 0.458544
  4 42 -0.62444
  5 42 -0.743238
  6 42 0.0653095
  7 42 -1.73377
  8 42 0.00228626
  9 42 1.01065
  10 42 -0.792799
  11 42 -0.0423909
  12 42 0.25708
  13 42 3.17806
  14 42 0.497254
  15 42 -0.026207
  16 42 0.861161
  17 42 4.11505
  18 42 -0.941681
  19 42 2.0251
  20 42 -1.12358
9200 20 840
  1 42 -0.910101
  2 42 2.77143
  3 42 2.72977
  4 42 -0.572245
  5 42 0.46458
  6 42 -1.98294
  7 42 -1.94834
  8 42 -1.24676
  9 42 0.2464
  10 42 -1.2259
  11 42 2.389
  12 42 2.96132
  13 42 -2.48475
  14 42 1.14355
  15 42 0.372277
  16 42 -0.506546
  17 42 2.68154
  18 42 2.30363
  19 42 0.968141
  20 42 -0.827145
9300 20 840
  1 42 1.84971
  2 42 -0.894904
  3 42 -1.07452
  4 42 -1.62365
  5 42 -1.67108
  6 42 -1.23878
  7 42 -2.30642
  8 42 -0.593696
  9 42 2.15695
  10 42 1.51823
  11 42 -1.70751
  12 42 -0.466964
  13 42 -1.68095
  14 42 -1.23637
  15 42 -2.93658
  16 42 -0.391916
  17 42 2.97688
  18 42 0.519862
  19 42 -1.40488
  20 42 2.37338
9400 20 840
  1 42 3.70055
  2 42 2.263
  3 42 -1.34091
  4 42 -0.921202
  5 42 -0.591849
  6 42 2.78209
  7 42 -2.7267
  8 42 -2.41489
  9 42 -2.31829
  10 42 -1.09099
  11 42 0.0698245
  12 42 -1.49187
  13 42 -0.951167
  14 42 0.298047
  15 42 0.0714134
  16 42 -0.0982886
  17 42 1.51612
  18 42 1.15431
  19 42 -4.00993
  20 42 2.97928
9500 20 840
  1 42 -1.41031
  2 42 2.02416
  3 42 1.61716
  4 42 0.471177
  5 42 -0.041953
  6 42 2.75222
  7 42 -3.61531
  8 42 -0.75164
  9 42 -2.3661
  10 42 -5.21413
  11 42 1.08559
  12 42 0.293607
  13 42 -2.59651
  14 42 -0.5794
  15 42 0.0230038
  16 42 1.14235
  17 42 -1.22083
  18 42 0.848028
  19 42 -1.24326
  20 42 0.953699
9600 20 840
  1 42 0.254969
  2 42 -3.54895
  3 42 4.70058
  4 42 -1.52646
  5 42 -1.46569
  6 42 -1.68355
  7 42 -1.88618
  8 42 2.46739
  9 42 -2.05778
  10 42 -1.98929
  11 42 2.22432
  12 42 0.694503
  13 42 1.35271
  14 42 -2.29312
  15 42 -1.04754
  16 42 -0.55171
  17 42 0.758351
  18 42 0.727431
  19 42 3.96468
  20 42 -2.23685
9700 20 840
  1 42 2.10033
  2 42 -1.50951
  3 42 2.2682
  4 42 2.7551
  5 42 -0.785476
  6 42 -1.61654
  7 42 -1.81821
  8 42 -1.75766
  9 42 -0.46174
  10 42 4.33906
  11 42 -0.825879
  12 42 -2.12691
  13 42 -0.416841
  14 42 -2.34067
  15 42 0.990456
  16 42 -1.85368
  17 42 -0.165874
  18 42 -1.06537
  19 42 -2.43016
  20 42 -3.17558
9800 20 840
  1 42 -1.81543
  2 42 -3.3166
  3 42 2.98253
  4 42 -1.40362
  5 42 -1.23928
  6 42 2.0301
  7 42 -1.2216
  8 42 0.867325
  9 42 0.711239
  10 42 0.372418
  11 42 -0.0370866
  12 42 -3.09601
  13 42 1.99969
  14 42 -0.693338
  15 42 1.80456
  16 42 -1.15859
  17 42 0.638848
  18 42 -0.984081
  19 42 -0.56109
  20 42 0.451391
9900 20 840
  1 42 -0.727384
  2 42 -0.882729
  3 42 1.10939
  4 42 1.29707
  5 42 0.557108
  6 42 0.787931
  7 42 0.528265
  8 42 -1.26532
  9 42 1.63455
  10 42 -1.23345
  11 42 3.3292
  12 42 -1.2093
  13 42 1.155
  14 42 0.442726
  15 42 -0.113399
  16 42 -3.80623
  17 42 -2.29924
  18 42 -2.27968
  19 42 0.410392
  20 42 -2.44471
10000 20 840
  1 42 -0.338952
  2 42 -0.812758
  3 42 -1.41421
  4 42 -1.02735
  5 42 -3.05885
  6 42 1.37195
  7 42 0.352831
  8 42 1.94686
  9 42 1.5657
  10 42 -0.917189
  11 42 0.164512
  12 42 -1.88613
  13 42 0.403968
  14 42 1.76113
  15 42 -0.263406
  16 42 3.12268
  17 42 -2.73056
  18 42 -1.79089
  19 42 -3.25886
  20 42 0.688185
10100 20 840
  1 42 1.05681
  2 42 -2.23599
  3 42 -0.314667
  4 42 0.0468057
  5 42 -5.47269
  6 42 -1.74472
  7 42 -0.918625
  8 42 0.690618
  9 42 4.26725
  10 42 1.50337
  11 42 0.626548
  12 42 -2.6145
  13 42 0.0390781
  14 42 -0.678136
  15 42 -1.35854
  16 42 -0.683934
  17 42 -1.64097
  18 42 -0.423093
  19 42 -0.474316
  20 42 -1.43021
10200 20 840
  1 42 -2.11754
  2 42 -0.421132
  3 42 -0.556151
  4 42 1.81464
  5 42 0.227282
  6 42 0.576539
  7 42 -1.68214
  8 42 1.34289
  9 42 0.592157
  10 42 -0.0485096
  11 42 3.30822
  12 42 2.30764
  13 42 2.08286
  14 42 1.17195
  15 42 0.704958
  16 42 1.29133
  17 42 -0.757772
  18 42 0.410819
  19 42 0.375244
  20 42 1.42545
10300 20 840
  1 42 -2.15385
  2 42 -0.16745
  3 42 0.640152
  4 42 1.62925
  5 42 -3.13634
  6 42 0.869511
  7 42 -0.292376
  8 42 0.0609207
  9 42 -1.44116
  10 42 3.27835
  11 42 -0.603793
  12 42 0.787004
  13 42 -0.773168
  14 42 -0.647492
  15 42 -0.052151
  16 42 -0.343646
  17 42 0.382898
  18 42 -0.408287
  19 42 -1.80779
  20 42 3.01268
10400 20 840
  1 42 -1.26572
  2 42 4.99065
  3 42 2.86926
  4 42 -1.55112
  5 42 -3.90663
  6 42 -0.623617
  7 42 -5.14262
  8 42 0.516353
  9 42 -0.511495
  10 42 1.39468
  11 42 1.77247
  12 42 1.75732
  13 42 -1.78429
  14 42 -1.28854
  15 42 3.68729
  16 42 -1.08196
  17 42 -2.53665
  18 42 -1.95766
  19 42 1.81386
  20 42 1.91729
10500 20 840
  1 42 -3.3171
  2 42 0.484824
  3 42 2.31247
  4 42 -1.6536
  5 42 0.753019
  6 42 -3.17933
  7 42 -1.00537
  8 42 1.07268
  9 42 3.93881
  10 42 -2.55206
  11 42 1.77545
  12 42 0.130532
  13 42 0.153239
  14 42 -0.901643
  15 42 1.30771
  16 42 2.42695
  17 42 0.0443321
  18 42 -2.61443
  19 42 1.24776
  20 42 2.79516
10600 20 840
  1 42 0.639798
  2 42 1.61164
  3 42 0.169461
  4 42 -2.33309
  5 42 -0.675168
  6 42 2.5545
  7 42 -1.75345
  8 42 0.0741033
  9 42 3.0491
  10 42 -2.90467
  11 42 -1.1977
  12 42 0.00631464
  13 42 0.819811
  14 42 2.98443
  15 42 -1.53929
  16 42 -6.00342
  17 42 1.22375
  18 42 0.826766
  19 42 0.856902
  20 42 -2.00188
10700 20 840
  1 42 -1.22732
  2 42 -0.180235
  3 42 1.59415
  4 42 -3.41323
  5 42 0.163463
  6 42 0.180611
  7 42 0.923332
  8 42 0.975101
  9 42 2.57
  10 42 -1.24199
  11 42 -1.79396
  12 42 3.06441
  13 42 -2.89734
  14 42 3.1977
  15 42 0.761558
  16 42 -1.15064
  17 42 4.51644
  18 42 0.388134
  19 42 -2.58443
  20 42 -1.79933
10800 20 840
  1 42 -1.6249
  2 42 -0.503462
  3 42 1.91365
  4 42 -1.60623
  5 42 -0.493853
  6 42 -2.16151
  7 42 -0.74926
  8 42 1.28892
  9 42 2.04736
  10 42 1.78652
  11 42 1.23777
  12 42 0.12709
  13 42 0.523193
  14 42 -0.196464
  15 42 -0.93789
  16 42 -2.0806
  17 42 -2.65766
  18 42 -0.045781
  19 42 -2.18662
  20 42 0.409731
10900 20 840
  1 42 2.12781
  2 42 -0.031992
  3 42 6.54697
  4 42 -2.9029
  5 42 -0.774537
  6 42 -3.14979
  7 42 1.33407
  8 42 3.03013
  9 42 -3.39982
  10 42 -1.96945
  11 42 -1.68452
  12 42 -1.34714
  13 42 2.76055
  14 42 -0.341598
  15 42 -2.50173
  16 42 2.83921
  17 42 -1.00248
  18 42 0.634048
  19 42 0.597852
  20 42 0.495464
11000 20 840
  1 42 2.24549
  2 42 -0.338117
  3 42 2.6812
  4 42 0.478303
  5 42 2.79123
  6 42 -2.52221
  7 42 1.16679
  8 42 0.745797
  9 42 1.34019
  10 42 -1.73899
  11 42 1.89887
  12 42 1.33027
  13 42 2.28576
  14 42 -0.314729
  15 42 2.43386
  16 42 -2.32233
  17 42 0.549412
  18 42 0.0310076
  19 42 1.97006
  20 42 -1.45808
11100 20 840
  1 42 -1.2166
  2 42 -2.34901
  3 42 6.12416
  4 42 1.24207
  5 42 -1.50649
  6 42 2.02985
  7 42 -1.50637
  8 42 0.609469
  9 42 2.90286
  10 42 -2.46236
  11 42 2.22593
  12 42 0.577581
  13 42 2.5049
  14 42 -1.43794
  15 42 0.513104
  16 42 -0.245962
  17 42 -0.637034
  18 42 -2.2
  19 42 1.37023
  20 42 -1.32259
11200 20 840
  1 42 1.06091
  2 42 -1.74428
  3 42 -3.3249
  4 42 1.08668
  5 42 -0.3239
  6 42 1.81528
  7 42 3.55306
  8 42 0.777082
  9 42 3.14327
  10 42 0.600243
  11 42 0.441615
  12 42 -1.4586
  13 42 2.59655
  14 42 -0.548937
  15 42 -2.73561
  16 42 -0.0618597
  17 42 0.772937
  18 42 -2.0079
  19 42 0.0873665
  20 42 1.49122
11300 20 840
  1 42 3.75299
  2 42 0.170213
  3 42 1.67337
  4 42 -3.48061
  5 42 1.64709
  6 42 -0.296149
  7 42 5.49982
  8 42 0.27215
  9 42 -1.17714
  10 42 -2.13492
  11 42 2.43155
  12 42 0.442956
  13 42 1.64524
  14 42 0.399734
  15 42 -2.78984
  16 42 1.64429
  17 42 -1.94772
  18 42 0.230514
  19 42 -0.371406
  20 42 -0.945981
11400 20 840
  1 42 -1.13592
  2 42 -0.141871
  3 42 -0.433439
  4 42 -1.87704
  5 42 -0.473213
  6 42 -1.3589
  7 42 2.53686
  8 42 1.85176
  9 42 -2.1516
  10 42 -2.15319
  11 42 1.08858
  12 42 1.80978
  13 42 1.98951
  14 42 0.541681
  15 42 -1.29722
  16 42 -0.329376
  17 42 -0.0573075
  18 42 -1.88971
  19 42 0.558315
  20 42 -0.180917
11500 20 840
  1 42 1.66224
  2 42 3.62607
  3 42 1.03507
  4 42 2.22542
  5 42 -0.110841
  6 42 0.274508
  7 42 -0.388272
  8 42 2.10146
  9 42 0.965692
  10 42 1.40797
  11 42 3.03776
  12 42 0.00231218
  13 42 0.799961
  14 42 1.55727
  15 42 -0.831244
  16 42 -1.174
  17 42 -1.82161
  18 42 0.996483
  19 42 0.634604
  20 42 0.717422
11600 20 840
  1 42 -0.815703
  2 42 -0.889176
  3 42 0.124877
  4 42 -0.428433
  5 42 -2.71147
  6 42 -0.271737
  7 42 -1.0515
  8 42 2.83504
  9 42 1.58917
  10 42 0.657739
  11 42 -1.22884
  12 42 2.35482
  13 42 1.29469
  14 42 0.226718
  15 42 -0.656181
  16 42 1.24133
  17 42 0.840854
  18 42 -0.66659
  19 42 -1.71161
  20 42 2.13018
11700 20 840
  1 42 -2.68289
  2 42 -0.0983243
  3 42 -0.686839
  4 42 0.16459
  5 42 -4.49913
  6 42 -4.30566
  7 42 -1.97565
  8 42 0.527624
  9 42 -2.66231
  10 42 2.03408
  11 42 3.19396
  12 42 3.96028
  13 42 -2.86742
  14 42 -0.783872
  15 42 -1.1595
  16 42 -0.703514
  17 42 1.02472
  18 42 -0.624558
  19 42 -0.164732
  20 42 2.75511
11800 20 840
  1 42 -0.374971
  2 42 -0.996588
  3 42 -3.18354
  4 42 -0.435029
  5 42 0.887362
  6 42 0.144989
  7 42 -0.865169
  8 42 0.212559
  9 42 0.465606
  10 42 -1.71249
  11 42 1.01643
  12 42 1.25307
  13 42 -0.237726
  14 42 -0.351477
  15 42 -0.866045
  16 42 1.02693
  17 42 1.20765
  18 42 -4.40288
  19 42 -2.19822
  20 42 1.83538
11900 20 840
  1 42 -1.06005
  2 42 2.23765
  3 42 0.666986
  4 42 1.11309
  5 42 1.03538
  6 42 -0.434156
  7 42 1.65588
  8 42 -2.8221
  9 42 1.72075
  10 42 -6.02893
  11 42 -0.739898
  12 42 -0.504863
  13 42 0.608372
  14 42 2.17696
  15 42 -0.242109
  16 42 -1.81865
  17 42 -3.37288
  18 42 0.0957259
  19 42 0.614784
  20 42 -2.60354
12000 20 840
  1 42 -2.40098
  2 42 0.926592
  3 42 0.717837
  4 42 0.510206
  5 42 3.27949
  6 42 1.24399
  7 42 -2.44906
  8 42 0.276375
  9 42 -0.733993
  10 42 -3.21612
  11 42 -1.01845
  12 42 3.01624
  13 42 -1.7114
  14 42 1.01437
  15 42 0.361395
  16 42 -1.77438
  17 42 0.827704
  18 42 -1.87578
  19 42 -0.540803
  20 42 -1.01472
12100 20 840
  1 42 0.454346
  2 42 -1.83747
  3 42 1.54271
  4 42 -1.13176
  5 42 -0.955508
  6 42 -0.63689
  7 42 4.06539
  8 42 1.78914
  9 42 -1.5784
  10 42 1.48778
  11 42 1.32816
  12 42 0.696938
  13 42 -0.329439
  14 42 -1.15635
  15 42 -0.972746
  16 42 -2.59086
  17 42 2.3519
  18 42 1.13442
  19 42 -0.258897
  20 42 -4.11994
12200 20 840
  1 42 -0.0660875
  2 42 0.00722809
  3 42 1.63695
  4 42 -1.62582
  5 42 3.87664
  6 42 0.320367
  7 42 0.552516
  8 42 -1.26254
  9 42 -4.6355
  10 42 -2.39125
  11 42 1.4854
  12 42 -0.164807
  13 42 -1.02265
  14 42 -2.14536
  15 42 -1.52685
  16 42 -0.370875
  17 42 0.321675
  18 42 -0.252862
  19 42 -2.71711
  20 42 -2.24456
12300 20 840
  1 42 2.7179
  2 42 -1.60663
  3 42 1.33351
  4 42 2.09164
  5 42 0.765115
  6 42 0.791904
  7 42 -0.356546
  8 42 0.824557
  9 42 1.55214
  10 42 -2.53766
  11 42 -0.78009
  12 42 0.708779
  13 42 3.93377
  14 42 -0.211741
  15 42 0.379323
  16 42 0.0732495
  17 42 0.367217
  18 42 2.76155
  19 42 2.59166
  20 42 1.99437
12400 20 840
  1 42 0.99808
  2 42 -0.261032
  3 42 1.06859
  4 42 3.57211
  5 42 -0.872531
  6 42 1.53141
  7 42 0.705239
  8 42 -0.0810279
  9 42 -1.29651
  10 42 -0.389064
  11 42 -0.942068
  12 42 -0.49449
  13 42 2.58392
  14 42 0.163628
  15 42 -0.101989
  16 42 2.32735
  17 42 -0.0878378
  18 42 -1.58881
  19 42 -0.304961
  20 42 2.71943
12500 20 840
  1 42 4.62681
  2 42 -2.24938
  3 42 1.01695
  4 42 0.882202
  5 42 -4.4772
  6 42 0.7369
  7 42 0.0267196
  8 42 -0.0432198
  9 42 0.0737195
  10 42 -1.50168
  11 42 1.6473
  12 42 0.468932
  13 42 -1.74807
  14 42 -1.6731
  15 42 -1.05686
  16 42 1.97497
  17 42 1.48992
  18 42 2.22998
  19 42 -1.34175
  20 42 -0.338465
12600 20 840
  1 42 2.74959
  2 42 -3.10139
  3 42 1.36794
  4 42 1.43677
  5 42 -0.823763
  6 42 0.762189
  7 42 0.0327181
  8 42 -1.27194
  9 42 1.87842
  10 42 0.683415
  11 42 3.10656
  12 42 0.877391
  13 42 1.63968
  14 42 -1.7858
  15 42 -2.86456
  16 42 0.653086
  17 42 3.66436
  18 42 1.60357
  19 42 -2.03283
  20 42 -1.28149
12700 20 840
  1 42 1.55061
  2 42 0.0449771
  3 42 -1.23464
  4 42 1.70811
