# Chunk-averaged data for fix netEndForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netEndForce
  17 42 1.02563
  18 42 0.446845
  19 42 -0.641268
  20 42 1.26918
49000 20 840
  1 42 0.738416
  2 42 -2.15477
  3 42 0.390136
  4 42 0.243206
  5 42 -0.806612
  6 42 0.736771
  7 42 -0.263494
  8 42 -0.249681
  9 42 0.542493
  10 42 0.68145
  11 42 1.7223
  12 42 0.0446462
  13 42 0.118636
  14 42 0.247457
  15 42 0.977291
  16 42 0.956853
  17 42 0.469723
  18 42 0.320992
  19 42 -0.0235794
  20 42 -0.143263
49100 20 840
  1 42 -0.403226
  2 42 -0.205978
  3 42 0.16019
  4 42 0.416443
  5 42 1.13158
  6 42 0.808106
  7 42 -1.13407
  8 42 0.634151
  9 42 2.24708
  10 42 -0.157752
  11 42 -1.40963
  12 42 0.682472
  13 42 -0.298015
  14 42 -0.141368
  15 42 -0.167526
  16 42 -0.245354
  17 42 -0.253101
  18 42 0.55593
  19 42 -0.736482
  20 42 -0.959494
49200 20 840
  1 42 0.329407
  2 42 -0.955017
  3 42 0.249308
  4 42 0.515259
  5 42 0.628633
  6 42 1.74873
  7 42 -0.623051
  8 42 0.585877
  9 42 -0.303083
  10 42 -0.177696
  11 42 -0.118875
  12 42 1.35436
  13 42 0.540709
  14 42 0.590899
  15 42 -0.299017
  16 42 0.584141
  17 42 0.214766
  18 42 -0.320407
  19 42 -1.43334
  20 42 -0.715556
49300 20 840
  1 42 0.381953
  2 42 -0.187139
  3 42 -1.74222
  4 42 0.530652
  5 42 -0.538965
  6 42 -0.704437
  7 42 0.101033
  8 42 -0.035724
  9 42 0.785243
  10 42 0.723106
  11 42 0.678942
  12 42 -2.17538
  13 42 -0.145597
  14 42 -0.276877
  15 42 -0.623028
  16 42 0.0984496
  17 42 0.811564
  18 42 -0.644645
  19 42 -0.810561
  20 42 1.56723
49400 20 840
  1 42 -0.0834527
  2 42 -0.807965
  3 42 -0.251551
  4 42 -1.44663
  5 42 -1.20789
  6 42 -0.0360196
  7 42 -1.48049
  8 42 -0.17212
  9 42 -0.297509
  10 42 -0.0448691
  11 42 1.09496
  12 42 -0.466391
  13 42 -0.121577
  14 42 0.153489
  15 42 -0.517039
  16 42 0.753199
  17 42 0.255706
  18 42 0.149975
  19 42 -0.755513
  20 42 0.989339
49500 20 840
  1 42 -0.389539
  2 42 -0.737222
  3 42 -0.622584
  4 42 0.654115
  5 42 0.530832
  6 42 -0.125731
  7 42 -0.763457
  8 42 -0.051239
  9 42 0.535855
  10 42 0.693706
  11 42 -0.110384
  12 42 -0.0666037
  13 42 1.14728
  14 42 -0.727481
  15 42 -0.0294408
  16 42 2.82579
  17 42 0.511101
  18 42 0.259927
  19 42 -1.45954
  20 42 -1.3732
49600 20 840
  1 42 0.258668
  2 42 1.11033
  3 42 -1.88573
  4 42 0.185454
  5 42 -0.283847
  6 42 -1.63804
  7 42 -0.0854225
  8 42 0.862357
  9 42 1.3172
  10 42 0.189162
  11 42 -0.170731
  12 42 -0.186826
  13 42 -0.1494
  14 42 0.0525574
  15 42 -0.709061
  16 42 2.4328
  17 42 0.487084
  18 42 0.123078
  19 42 -0.761534
  20 42 -0.835068
49700 20 840
  1 42 0.0876279
  2 42 0.0114255
  3 42 0.977411
  4 42 -0.709732
  5 42 -1.37744
  6 42 -0.196084
  7 42 1.32128
  8 42 0.821886
  9 42 0.542377
  10 42 -1.76509
  11 42 -1.61335
  12 42 -0.329486
  13 42 -0.999611
  14 42 0.769164
  15 42 -0.387555
  16 42 -1.7453
  17 42 0.188133
  18 42 -1.05277
  19 42 0.321537
  20 42 -0.261953
49800 20 840
  1 42 0.614297
  2 42 1.12906
  3 42 -2.43594
  4 42 -0.0462981
  5 42 -1.48444
  6 42 -1.1522
  7 42 0.339912
  8 42 0.404764
  9 42 -0.0330966
  10 42 -0.0596036
  11 42 -0.731248
  12 42 1.07389
  13 42 0.199979
  14 42 0.710529
  15 42 0.622589
  16 42 0.528499
  17 42 1.57755
  18 42 0.197332
  19 42 0.843198
  20 42 -0.780838
49900 20 840
  1 42 0.538655
  2 42 -0.611533
  3 42 -0.365801
  4 42 -0.226041
  5 42 0.309721
  6 42 0.84339
  7 42 -2.36535
  8 42 0.703693
  9 42 -1.76648
  10 42 -0.0708885
  11 42 -0.334238
  12 42 0.975347
  13 42 0.332237
  14 42 0.558447
  15 42 -0.051707
  16 42 0.702236
  17 42 -0.56922
  18 42 -0.329525
  19 42 -0.932526
  20 42 2.33788
50000 20 840
  1 42 -0.0254027
  2 42 -1.48193
  3 42 -1.40252
  4 42 -0.235945
  5 42 1.04071
  6 42 -1.32885
  7 42 0.704559
  8 42 1.07994
  9 42 0.35401
  10 42 0.531243
  11 42 0.190598
  12 42 0.146639
  13 42 0.0286703
  14 42 -0.39347
  15 42 0.171428
  16 42 -0.633287
  17 42 -0.0103089
  18 42 -0.742579
  19 42 1.19256
  20 42 3.43458
50100 20 840
  1 42 -0.691733
  2 42 0.438562
  3 42 -0.514052
  4 42 -0.630421
  5 42 1.93344
  6 42 0.160856
  7 42 -0.553324
  8 42 0.216585
  9 42 1.27776
  10 42 -0.77
  11 42 -1.26004
  12 42 -0.0637966
  13 42 -0.849034
  14 42 -0.492269
  15 42 -1.43572
  16 42 0.0388848
  17 42 -0.312434
  18 42 0.390558
  19 42 -0.209042
  20 42 -0.0406718
50200 20 840
  1 42 -1.08246
  2 42 -0.282212
  3 42 -1.08036
  4 42 -0.911904
  5 42 -0.735728
  6 42 -0.297683
  7 42 0.638387
  8 42 0.294437
  9 42 -0.469811
  10 42 0.623731
  11 42 0.565428
  12 42 1.23956
  13 42 0.870132
  14 42 0.291164
  15 42 0.0582917
  16 42 -0.904911
  17 42 -0.412919
  18 42 0.34677
  19 42 -1.10146
  20 42 -0.433448
50300 20 840
  1 42 -0.775904
  2 42 -0.273644
  3 42 0.798102
  4 42 -0.572738
  5 42 -0.878664
  6 42 -1.8917
  7 42 0.086446
  8 42 0.0608641
  9 42 1.34629
  10 42 0.463444
  11 42 0.0360602
  12 42 -0.673032
  13 42 0.145004
  14 42 -0.919751
  15 42 -0.942434
  16 42 -1.73563
  17 42 -0.16247
  18 42 0.0829934
  19 42 -1.00062
  20 42 0.080376
50400 20 840
  1 42 -0.80134
  2 42 -1.49144
  3 42 -1.24901
  4 42 -0.282682
  5 42 -0.856718
  6 42 -0.359437
  7 42 -1.07545
  8 42 0.359579
  9 42 -0.390611
  10 42 -0.30512
  11 42 -0.77552
  12 42 -0.0864631
  13 42 -0.401243
  14 42 0.50782
  15 42 -0.58541
  16 42 0.95962
  17 42 -0.251423
  18 42 1.18517
  19 42 -0.878062
  20 42 -0.334359
50500 20 840
  1 42 0.771314
  2 42 0.543256
  3 42 0.249455
  4 42 1.16089
  5 42 -0.946014
  6 42 -0.707171
  7 42 0.736388
  8 42 -0.0897865
  9 42 -0.979768
  10 42 1.54481
  11 42 -0.346701
  12 42 -1.82186
  13 42 0.336272
  14 42 -0.058333
  15 42 0.507696
  16 42 0.902757
  17 42 -0.18397
  18 42 -0.266993
  19 42 -0.0817233
  20 42 0.910472
50600 20 840
  1 42 -0.329946
  2 42 0.512668
  3 42 -0.0874346
  4 42 -1.06443
  5 42 -1.40091
  6 42 -0.31111
  7 42 0.169542
  8 42 -0.0120943
  9 42 0.166988
  10 42 0.200755
  11 42 -0.558933
  12 42 0.278612
  13 42 0.313233
  14 42 0.977563
  15 42 0.656737
  16 42 0.240027
  17 42 -0.234312
  18 42 0.242885
  19 42 0.595743
  20 42 -0.0694274
50700 20 840
  1 42 -0.772989
  2 42 -0.00643978
  3 42 1.06616
  4 42 -0.246473
  5 42 -1.17612
  6 42 0.698801
  7 42 -1.04775
  8 42 -0.0534472
  9 42 1.37251
  10 42 -1.30301
  11 42 -0.0880403
  12 42 0.457114
  13 42 -0.734124
  14 42 0.034271
  15 42 0.480225
  16 42 1.4018
  17 42 -1.41613
  18 42 -0.0282678
  19 42 -0.464325
  20 42 -1.62508
50800 20 840
  1 42 -0.456586
  2 42 0.193721
  3 42 -3.17177
  4 42 1.58967
  5 42 -1.25414
  6 42 -0.0751196
  7 42 -1.31804
  8 42 0.0155218
  9 42 1.63794
  10 42 0.0588361
  11 42 -0.134654
  12 42 0.0472969
  13 42 -0.880975
  14 42 -0.00734449
  15 42 0.918994
  16 42 1.53525
  17 42 0.0109766
  18 42 0.188312
  19 42 -0.00242845
  20 42 -0.620794
50900 20 840
  1 42 -0.457286
  2 42 -0.519071
  3 42 0.886069
  4 42 -0.809769
  5 42 0.378147
  6 42 1.05851
  7 42 -0.75057
  8 42 0.411625
  9 42 -0.136392
  10 42 0.875915
  11 42 -0.993147
  12 42 -0.202357
  13 42 -1.34559
  14 42 -0.111666
  15 42 0.47739
  16 42 -0.939826
  17 42 -0.679621
  18 42 -0.166571
  19 42 -0.8924
  20 42 -0.836133
51000 20 840
  1 42 -0.20848
  2 42 -1.77396
  3 42 -1.86207
  4 42 0.867398
  5 42 -0.0659989
  6 42 -0.732125
  7 42 0.427673
  8 42 1.53283
  9 42 -2.84106
  10 42 1.85455
  11 42 0.0560406
  12 42 -0.088095
  13 42 -0.109543
  14 42 -0.48088
  15 42 0.014505
  16 42 2.02596
  17 42 -0.221231
  18 42 -0.734744
  19 42 0.849399
  20 42 -1.14307
51100 20 840
  1 42 0.740439
  2 42 -0.301622
  3 42 0.825181
  4 42 1.3862
  5 42 0.984469
  6 42 1.05621
  7 42 1.57296
  8 42 0.614793
  9 42 -3.3733
  10 42 -0.731343
  11 42 1.42769
  12 42 -0.0239166
  13 42 -0.447032
  14 42 -0.514422
  15 42 -0.740361
  16 42 0.223767
  17 42 -1.12961
  18 42 -0.240085
  19 42 0.891397
  20 42 0.518086
51200 20 840
  1 42 0.00516951
  2 42 -0.0526006
  3 42 0.062555
  4 42 0.110276
  5 42 0.540268
  6 42 0.852514
  7 42 -0.510635
  8 42 -0.672327
  9 42 -0.693089
  10 42 0.131968
  11 42 3.1305
  12 42 -0.644023
  13 42 0.612874
  14 42 -0.145572
  15 42 1.56431
  16 42 -0.438106
  17 42 -0.19297
  18 42 0.174088
  19 42 -1.6123
  20 42 -1.20624
51300 20 840
  1 42 0.153796
  2 42 -0.077856
  3 42 -0.487948
  4 42 0.555004
  5 42 0.693432
  6 42 1.03798
  7 42 -1.05021
  8 42 -0.775917
  9 42 1.02841
  10 42 -1.16786
  11 42 -0.00420511
  12 42 -2.20633
  13 42 -0.300053
  14 42 -0.626274
  15 42 -0.0113653
  16 42 -1.04243
  17 42 1.1605
  18 42 0.994699
  19 42 0.716076
  20 42 1.86801
51400 20 840
  1 42 0.0801103
  2 42 -1.25381
  3 42 -2.38972
  4 42 0.72907
  5 42 -0.558794
  6 42 2.3703
  7 42 -0.0561866
  8 42 -0.470594
  9 42 -1.99989
  10 42 -0.922348
  11 42 0.960937
  12 42 0.244068
  13 42 0.724813
  14 42 0.821508
  15 42 -0.0503052
  16 42 0.100848
  17 42 0.171267
  18 42 -0.206984
  19 42 0.307475
  20 42 -0.517786
51500 20 840
  1 42 0.768655
  2 42 -0.156571
  3 42 -0.482337
  4 42 0.657542
  5 42 1.14073
  6 42 1.14989
  7 42 1.663
  8 42 -0.0414062
  9 42 -2.46243
  10 42 1.43998
  11 42 -0.569657
  12 42 1.18622
  13 42 0.0734228
  14 42 0.219778
  15 42 1.10136
  16 42 -2.21324
  17 42 0.0236254
  18 42 -0.7605
  19 42 -0.35687
  20 42 -1.29889
51600 20 840
  1 42 -1.55757
  2 42 0.145804
  3 42 -0.425855
  4 42 0.709838
  5 42 0.0603162
  6 42 1.60829
  7 42 0.440834
  8 42 -0.683933
  9 42 -0.925887
  10 42 -0.205139
  11 42 -0.746553
  12 42 2.52421
  13 42 -0.357272
  14 42 0.142263
  15 42 -0.27646
  16 42 -0.111402
  17 42 0.363904
  18 42 -1.0913
  19 42 1.76864
  20 42 0.655589
51700 20 840
  1 42 1.39329
  2 42 0.555201
  3 42 -0.952932
  4 42 1.24362
  5 42 0.972433
  6 42 0.757297
  7 42 -1.27511
  8 42 -0.534231
  9 42 0.460953
  10 42 -0.0279902
  11 42 0.00693952
  12 42 -0.626381
  13 42 -0.596987
  14 42 -0.32492
  15 42 0.0157758
  16 42 -0.00466286
  17 42 -1.27244
  18 42 0.764807
  19 42 1.75193
  20 42 0.948451
51800 20 840
  1 42 0.0430498
  2 42 0.110767
  3 42 -0.28898
  4 42 -1.06145
  5 42 -0.362797
  6 42 -0.205968
  7 42 -2.57061
  8 42 -0.568797
  9 42 1.79232
  10 42 -0.0152486
  11 42 0.287435
  12 42 0.234255
  13 42 0.282529
  14 42 0.274548
  15 42 0.118339
  16 42 -1.20969
  17 42 1.18986
  18 42 2.17568
  19 42 -0.807744
  20 42 -0.274419
51900 20 840
  1 42 -1.84058
  2 42 -0.615224
  3 42 -0.243258
  4 42 -0.912096
  5 42 0.589713
  6 42 0.329572
  7 42 -2.12411
  8 42 0.56337
  9 42 2.61855
  10 42 0.59319
  11 42 1.61287
  12 42 1.63107
  13 42 0.570437
  14 42 0.192017
  15 42 -1.08143
  16 42 1.79243
  17 42 -0.498892
  18 42 3.10099
  19 42 -1.34431
  20 42 -1.13171
52000 20 840
  1 42 -0.67952
  2 42 -0.413905
  3 42 -0.457337
  4 42 1.63236
  5 42 -0.649673
  6 42 -1.69377
  7 42 -0.710434
  8 42 2.07217
  9 42 0.968986
  10 42 -0.483464
  11 42 0.24812
  12 42 -0.114003
  13 42 0.440162
  14 42 -0.462113
  15 42 -0.768262
  16 42 -0.405443
  17 42 1.68759
  18 42 0.506998
  19 42 1.36878
  20 42 -1.38848
52100 20 840
  1 42 0.0322969
  2 42 0.998122
  3 42 0.84519
  4 42 -0.529556
  5 42 -0.482045
  6 42 1.13036
  7 42 -0.639416
  8 42 0.551613
  9 42 0.169324
  10 42 -2.03292
  11 42 0.924409
  12 42 -0.576981
  13 42 -0.78016
  14 42 0.400477
  15 42 -1.08728
  16 42 -1.10601
  17 42 1.19809
  18 42 1.10826
  19 42 -1.82647
  20 42 -0.222267
52200 20 840
  1 42 0.977749
  2 42 -0.490036
  3 42 -0.642623
  4 42 -1.32377
  5 42 -2.38596
  6 42 -0.359507
  7 42 1.16233
  8 42 -0.418525
  9 42 1.69918
  10 42 0.585378
  11 42 0.135409
  12 42 0.176502
  13 42 0.0241727
  14 42 0.755613
  15 42 0.781938
  16 42 0.570925
  17 42 1.73148
  18 42 -0.705741
  19 42 -1.433
  20 42 -0.543378
52300 20 840
  1 42 0.943285
  2 42 0.554867
  3 42 0.236221
  4 42 0.815523
  5 42 0.992691
  6 42 0.334573
  7 42 -2.06518
  8 42 -0.142836
  9 42 0.82914
  10 42 1.01047
  11 42 -0.686211
  12 42 -1.01406
  13 42 -0.791023
  14 42 -0.57701
  15 42 0.322067
  16 42 0.520087
  17 42 0.393154
  18 42 0.704573
  19 42 0.992743
  20 42 -0.35575
52400 20 840
  1 42 0.406121
  2 42 0.0900638
  3 42 -0.655598
  4 42 -0.55111
  5 42 0.935809
  6 42 0.462214
  7 42 -0.895608
  8 42 -0.241246
  9 42 -0.197904
  10 42 -0.566099
  11 42 0.216018
  12 42 0.290814
  13 42 0.316558
  14 42 0.149635
  15 42 0.0523
  16 42 0.272891
  17 42 -1.64926
  18 42 -1.52707
  19 42 -2.41314
  20 42 -1.31225
52500 20 840
  1 42 0.263413
  2 42 1.24718
  3 42 -0.456678
  4 42 0.466221
  5 42 -0.238153
  6 42 -0.862584
  7 42 1.64631
  8 42 -0.314348
  9 42 0.321173
  10 42 -0.559872
  11 42 -3.67425
  12 42 0.155219
  13 42 0.161488
  14 42 -0.395219
  15 42 0.432929
  16 42 0.104377
  17 42 0.0503598
  18 42 -1.02357
  19 42 0.386866
  20 42 1.43653
52600 20 840
  1 42 0.572679
  2 42 0.270514
  3 42 -2.17997
  4 42 -1.13615
  5 42 -0.358445
  6 42 -0.808065
  7 42 0.475291
  8 42 0.0339586
  9 42 -2.52934
  10 42 -0.375126
  11 42 -0.782492
  12 42 0.0810475
  13 42 -0.321017
  14 42 0.311067
  15 42 -0.545903
  16 42 2.05863
  17 42 0.0635546
  18 42 -1.2659
  19 42 0.359873
  20 42 1.95529
52700 20 840
  1 42 0.769225
  2 42 0.0354203
  3 42 -0.0145613
  4 42 -1.15089
  5 42 -0.336638
  6 42 -1.98447
  7 42 0.31996
  8 42 1.67303
  9 42 -1.48529
  10 42 1.58642
  11 42 -0.0979063
  12 42 -1.30315
  13 42 -0.65147
  14 42 -0.244384
  15 42 -0.481844
  16 42 -0.677457
  17 42 -1.25701
  18 42 -0.792377
  19 42 -2.02356
  20 42 1.86024
52800 20 840
  1 42 0.156772
  2 42 -0.230401
  3 42 0.289641
  4 42 -0.558062
  5 42 -1.61743
  6 42 -0.66999
  7 42 -1.69108
  8 42 0.813946
  9 42 -1.14545
  10 42 1.26176
  11 42 -1.77021
  12 42 0.969526
  13 42 0.313875
  14 42 -0.0163486
  15 42 -0.262435
  16 42 3.42198
  17 42 0.520942
  18 42 -0.373806
  19 42 -1.31608
  20 42 1.40064
52900 20 840
  1 42 -0.0258639
  2 42 -0.478721
  3 42 0.0613476
  4 42 -0.145119
  5 42 0.618106
  6 42 0.957708
  7 42 -0.260636
  8 42 0.67942
  9 42 -0.852816
  10 42 0.259725
  11 42 0.552357
  12 42 -0.153203
  13 42 -0.4739
  14 42 -0.684687
  15 42 -1.86171
  16 42 0.975712
  17 42 -1.51001
  18 42 1.72716
  19 42 -0.520975
  20 42 -0.0395287
53000 20 840
  1 42 -2.57648
  2 42 0.411828
  3 42 -0.128937
  4 42 0.681837
  5 42 -1.45599
  6 42 -1.42608
  7 42 0.165971
  8 42 0.499842
  9 42 -0.108567
  10 42 -0.536331
  11 42 1.36988
  12 42 -1.65385
  13 42 -0.392751
  14 42 -0.62988
  15 42 -1.13552
  16 42 -2.68507
  17 42 -0.223517
  18 42 -0.599747
  19 42 1.01226
  20 42 0.840974
53100 20 840
  1 42 -1.29758
  2 42 1.2115
  3 42 0.170402
  4 42 -1.95409
  5 42 -1.51876
  6 42 0.513571
  7 42 0.532505
  8 42 -1.61315
  9 42 0.459369
  10 42 -1.5124
  11 42 0.758203
  12 42 1.56694
  13 42 -0.435624
  14 42 0.268412
  15 42 -0.49291
  16 42 1.81849
  17 42 -0.69613
  18 42 2.08447
  19 42 0.770225
  20 42 0.934481
53200 20 840
  1 42 -1.43037
  2 42 0.00695587
  3 42 1.05995
  4 42 0.190062
  5 42 -2.99532
  6 42 -0.193803
  7 42 0.710702
  8 42 -0.353052
  9 42 -0.932146
  10 42 0.404193
  11 42 -1.09362
  12 42 1.24321
  13 42 -0.404134
  14 42 -0.380448
  15 42 -0.374174
  16 42 -1.26725
  17 42 0.29906
  18 42 0.481111
  19 42 -0.830215
  20 42 -0.498502
53300 20 840
  1 42 -0.314458
  2 42 -0.158999
  3 42 0.564362
  4 42 0.0919125
  5 42 -0.326036
  6 42 0.420866
  7 42 0.156194
  8 42 0.216748
  9 42 1.76977
  10 42 0.605704
  11 42 -1.17273
  12 42 -0.303184
  13 42 -1.85772
  14 42 -0.667725
  15 42 -2.16903
  16 42 -0.00303224
  17 42 -1.34891
  18 42 -1.35534
  19 42 1.15693
  20 42 -0.325936
53400 20 840
  1 42 -2.40295
  2 42 -1.03514
  3 42 0.0411626
  4 42 -1.00486
  5 42 -1.2182
  6 42 -0.109512
  7 42 -1.852
  8 42 -0.803488
  9 42 1.12033
  10 42 0.83365
  11 42 0.485954
  12 42 1.19427
  13 42 0.0801839
  14 42 -0.0515008
  15 42 -0.00548071
  16 42 -0.427939
  17 42 -1.14429
  18 42 0.0858413
  19 42 -0.107325
  20 42 -3.47057
53500 20 840
  1 42 0.302186
  2 42 -0.0261242
  3 42 0.38444
  4 42 1.30003
  5 42 -1.58152
  6 42 -1.00835
  7 42 -0.312868
  8 42 -1.03399
  9 42 -0.131042
  10 42 0.426208
  11 42 -0.989284
  12 42 1.00242
  13 42 -0.923017
  14 42 -0.711354
  15 42 0.883964
  16 42 1.15662
  17 42 0.449646
  18 42 1.70619
  19 42 1.13602
  20 42 -1.47337
53600 20 840
  1 42 -0.504232
  2 42 -0.915187
  3 42 0.600084
  4 42 -0.642152
  5 42 -0.549812
  6 42 -0.303267
  7 42 -0.633881
  8 42 -1.10552
  9 42 -0.182193
  10 42 -1.16367
  11 42 1.31884
  12 42 0.234879
  13 42 0.102769
  14 42 -0.352713
  15 42 1.12171
  16 42 -1.79678
  17 42 -0.304029
  18 42 -0.336339
  19 42 -0.701771
  20 42 1.13737
53700 20 840
  1 42 0.95769
  2 42 -0.619699
  3 42 -0.24432
  4 42 -0.756722
  5 42 0.498417
  6 42 -2.21443
  7 42 -1.80694
  8 42 0.498694
  9 42 0.747171
  10 42 0.144384
  11 42 1.08251
  12 42 -1.23293
  13 42 -1.11807
  14 42 -0.118798
  15 42 1.76399
  16 42 3.40772
  17 42 -0.667224
  18 42 0.527107
  19 42 -0.899595
  20 42 0.971051
53800 20 840
  1 42 0.246908
  2 42 -0.723959
  3 42 -0.839404
  4 42 0.336464
  5 42 -0.3915
  6 42 -0.96545
  7 42 -0.0293493
  8 42 -0.182838
  9 42 -1.18709
  10 42 -0.530107
  11 42 -0.597078
  12 42 0.993536
  13 42 0.220593
  14 42 0.773302
  15 42 0.893239
  16 42 0.0738818
  17 42 1.61594
  18 42 -0.47572
  19 42 -1.36875
  20 42 1.18964
53900 20 840
  1 42 -0.0547063
  2 42 -0.195443
  3 42 -0.741363
  4 42 0.977712
  5 42 0.0258458
  6 42 1.84466
  7 42 1.09648
  8 42 1.12156
  9 42 -0.948897
  10 42 0.560601
  11 42 1.52762
  12 42 -0.596626
  13 42 0.16894
  14 42 0.587673
  15 42 -1.11622
  16 42 -0.88934
  17 42 -1.11586
  18 42 -0.817449
  19 42 0.161472
  20 42 -1.82423
54000 20 840
  1 42 1.086
  2 42 0.372219
  3 42 -0.682282
  4 42 1.32537
  5 42 -0.341032
  6 42 0.796214
  7 42 -0.488589
  8 42 0.407262
  9 42 -1.35944
  10 42 -0.426466
  11 42 0.951696
  12 42 -0.916395
  13 42 -0.483667
  14 42 0.205628
  15 42 0.031979
  16 42 -0.474553
  17 42 0.672986
  18 42 -0.626517
  19 42 1.01738
  20 42 -0.959014
54100 20 840
  1 42 1.36784
  2 42 0.167543
  3 42 -0.758145
  4 42 2.07489
  5 42 1.77287
  6 42 3.76283
  7 42 -1.33543
  8 42 -1.76996
  9 42 -1.28075
  10 42 -1.07552
  11 42 2.39716
  12 42 0.691348
  13 42 0.154493
  14 42 0.740198
  15 42 0.83792
  16 42 0.954126
  17 42 -0.727431
  18 42 0.72571
  19 42 0.218199
  20 42 0.649713
54200 20 840
  1 42 1.19164
  2 42 -1.08095
  3 42 0.0875373
  4 42 0.13999
  5 42 0.994442
  6 42 -1.04104
  7 42 0.607124
  8 42 -0.263203
  9 42 -2.44332
  10 42 -0.168213
  11 42 0.465323
  12 42 -1.43373
  13 42 0.340826
  14 42 -0.798101
  15 42 1.70126
  16 42 -0.7329
  17 42 -0.447894
  18 42 -0.608352
  19 42 0.614145
  20 42 1.38683
54300 20 840
  1 42 1.58456
  2 42 -1.11603
  3 42 -1.23309
  4 42 1.64492
  5 42 -0.152235
  6 42 -0.909817
  7 42 0.159324
  8 42 0.204952
  9 42 -0.971019
  10 42 0.105224
  11 42 -1.12464
  12 42 -0.62869
  13 42 -0.115856
  14 42 -0.145266
  15 42 -0.448234
  16 42 2.15939
  17 42 -0.313105
  18 42 -0.777047
  19 42 1.65017
  20 42 0.664801
54400 20 840
  1 42 -0.380179
  2 42 0.444176
  3 42 2.39047
  4 42 0.764241
  5 42 -1.0661
  6 42 -1.47106
  7 42 1.55694
  8 42 -0.117871
  9 42 -0.877006
  10 42 0.608562
  11 42 -1.10002
  12 42 1.11078
  13 42 1.42666
  14 42 0.0670347
  15 42 0.422717
  16 42 -0.429131
  17 42 0.204423
  18 42 0.870417
  19 42 -0.020711
  20 42 0.310688
54500 20 840
  1 42 -1.08919
  2 42 0.395603
  3 42 1.87439
  4 42 0.0929289
  5 42 0.830941
  6 42 -1.92235
  7 42 1.18145
  8 42 0.567557
  9 42 0.96301
  10 42 0.0906184
  11 42 -1.73372
  12 42 -0.276271
  13 42 -0.487924
  14 42 0.168588
  15 42 -0.403984
  16 42 -1.70502
  17 42 1.73388
  18 42 0.834353
  19 42 0.247751
  20 42 -1.38097
54600 20 840
  1 42 -1.35658
  2 42 -1.32399
  3 42 0.667796
  4 42 -1.24001
  5 42 -0.351721
  6 42 -0.0907815
  7 42 -0.0197704
  8 42 -0.358316
  9 42 3.05724
  10 42 0.0314909
  11 42 0.168256
  12 42 -1.11682
  13 42 -0.130718
  14 42 0.261008
  15 42 0.593373
  16 42 0.472279
  17 42 1.05442
  18 42 1.90012
  19 42 -0.153363
  20 42 1.35285
54700 20 840
  1 42 1.2571
  2 42 -1.44387
  3 42 -1.40749
  4 42 0.230833
  5 42 1.26362
  6 42 -0.270212
  7 42 -0.220838
  8 42 0.407502
  9 42 1.26977
  10 42 0.0284533
  11 42 0.276132
  12 42 -0.158237
  13 42 0.00806626
  14 42 0.744133
  15 42 0.995906
  16 42 3.09563
  17 42 0.141039
  18 42 1.64636
  19 42 0.865242
  20 42 0.697209
54800 20 840
  1 42 -2.00662
  2 42 -0.00143988
  3 42 -0.113715
  4 42 0.979456
  5 42 0.503192
  6 42 1.25413
  7 42 -1.36224
  8 42 -0.422857
  9 42 -0.282971
  10 42 -0.328965
  11 42 0.460567
  12 42 2.25027
  13 42 2.22526
  14 42 0.810825
  15 42 -0.187803
  16 42 -1.21314
  17 42 0.622037
  18 42 0.692792
  19 42 -0.573614
  20 42 -0.382826
54900 20 840
  1 42 -1.27449
  2 42 0.694934
  3 42 -0.510314
  4 42 -0.129483
  5 42 -0.274047
  6 42 0.77254
  7 42 -0.379494
  8 42 0.750719
  9 42 1.78503
  10 42 -0.701537
  11 42 1.89173
  12 42 0.319506
  13 42 0.0359244
  14 42 0.284891
  15 42 0.327435
  16 42 2.01642
  17 42 -0.960733
  18 42 -0.649695
  19 42 -0.588329
  20 42 -0.159957
55000 20 840
  1 42 -0.856187
  2 42 0.546394
  3 42 -0.770235
  4 42 1.07272
  5 42 -0.697055
  6 42 -0.496345
  7 42 0.575952
  8 42 -0.558459
  9 42 1.49185
  10 42 -0.90849
  11 42 -1.30747
  12 42 0.125852
  13 42 -0.049444
  14 42 0.050005
  15 42 -0.0103957
  16 42 -2.23172
  17 42 2.35734
  18 42 1.21486
  19 42 0.801513
  20 42 -0.0481441
55100 20 840
  1 42 0.436801
  2 42 0.722959
  3 42 -0.520775
  4 42 -0.287687
  5 42 1.78054
  6 42 1.19619
  7 42 -1.54147
  8 42 -1.23195
  9 42 0.232647
  10 42 1.48109
  11 42 0.308452
  12 42 0.779366
  13 42 0.511029
  14 42 0.274411
  15 42 -1.63589
  16 42 -0.434292
  17 42 0.101466
  18 42 0.437444
  19 42 -2.35591
  20 42 -1.43182
55200 20 840
  1 42 -0.112073
  2 42 0.00396918
  3 42 -1.30991
  4 42 -1.09982
  5 42 -0.601917
  6 42 -1.69649
  7 42 -0.375761
  8 42 0.89615
  9 42 -1.88005
  10 42 1.76592
  11 42 -1.49901
  12 42 -0.830776
  13 42 0.354939
  14 42 -0.884372
  15 42 0.223742
  16 42 0.14927
  17 42 0.408101
  18 42 -1.12012
  19 42 -0.0403697
  20 42 0.804503
55300 20 840
  1 42 1.89505
  2 42 0.426177
  3 42 -1.17297
  4 42 -0.298222
  5 42 -0.0284841
  6 42 -0.0883699
  7 42 -0.580636
  8 42 -0.0144805
