# Chunk-averaged data for fix netEndForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netEndForce
  20 42 0.197834
22600 20 840
  1 42 0.171237
  2 42 -0.558003
  3 42 -1.32549
  4 42 0.620462
  5 42 0.141525
  6 42 0.446831
  7 42 1.11624
  8 42 0.25689
  9 42 0.17294
  10 42 -0.717781
  11 42 1.95541
  12 42 -1.12795
  13 42 0.181185
  14 42 -0.348194
  15 42 1.15141
  16 42 1.13751
  17 42 1.44005
  18 42 0.0130773
  19 42 0.483325
  20 42 -1.41131
22700 20 840
  1 42 1.49716
  2 42 0.86205
  3 42 -0.193307
  4 42 0.022447
  5 42 0.323328
  6 42 2.60135
  7 42 0.121121
  8 42 0.704146
  9 42 2.11728
  10 42 0.954653
  11 42 1.09109
  12 42 0.267696
  13 42 0.693786
  14 42 0.581501
  15 42 -0.541896
  16 42 0.758043
  17 42 -1.15655
  18 42 -0.781004
  19 42 -0.186833
  20 42 -0.680753
22800 20 840
  1 42 -0.55947
  2 42 0.568243
  3 42 -0.371646
  4 42 -0.733263
  5 42 0.0502903
  6 42 -0.103059
  7 42 -0.70177
  8 42 0.627648
  9 42 0.0725802
  10 42 0.491837
  11 42 -0.612076
  12 42 0.606657
  13 42 -0.899447
  14 42 0.63706
  15 42 -0.399378
  16 42 -1.37248
  17 42 -0.238215
  18 42 -0.623747
  19 42 0.327611
  20 42 1.55604
22900 20 840
  1 42 -0.0219
  2 42 1.16272
  3 42 -0.639518
  4 42 2.14442
  5 42 1.75149
  6 42 -1.32296
  7 42 1.25888
  8 42 0.0596916
  9 42 -0.593035
  10 42 0.904235
  11 42 -1.71899
  12 42 -2.63326
  13 42 -0.65974
  14 42 -0.971062
  15 42 -0.961792
  16 42 -0.731367
  17 42 -0.891614
  18 42 -0.311424
  19 42 -0.801549
  20 42 3.02006
23000 20 840
  1 42 -1.73591
  2 42 1.07417
  3 42 0.891247
  4 42 -0.0226894
  5 42 0.223016
  6 42 -0.502739
  7 42 -3.77786
  8 42 -0.226215
  9 42 -1.46176
  10 42 1.07976
  11 42 0.122735
  12 42 -0.94397
  13 42 1.34342
  14 42 -0.360422
  15 42 -0.372053
  16 42 1.69768
  17 42 -0.087387
  18 42 0.356623
  19 42 -0.219203
  20 42 0.442801
23100 20 840
  1 42 -0.949116
  2 42 -0.333148
  3 42 2.75691
  4 42 -0.227308
  5 42 1.76744
  6 42 -0.445953
  7 42 -1.07762
  8 42 0.471244
  9 42 -1.48148
  10 42 -0.347549
  11 42 -0.488933
  12 42 -0.643516
  13 42 -0.0378784
  14 42 -0.896238
  15 42 -0.753699
  16 42 -2.49144
  17 42 0.0539078
  18 42 -0.43125
  19 42 0.889624
  20 42 -0.0485576
23200 20 840
  1 42 -1.41162
  2 42 -0.585849
  3 42 1.21816
  4 42 0.0871249
  5 42 0.82251
  6 42 -0.249283
  7 42 1.13213
  8 42 0.391834
  9 42 -0.966154
  10 42 -0.34298
  11 42 -0.0297813
  12 42 0.155111
  13 42 0.398096
  14 42 0.0977106
  15 42 -1.25949
  16 42 0.057687
  17 42 0.298282
  18 42 0.546597
  19 42 1.18388
  20 42 0.31919
23300 20 840
  1 42 0.705082
  2 42 1.02704
  3 42 2.28332
  4 42 1.71519
  5 42 -0.437491
  6 42 -0.730281
  7 42 -0.718271
  8 42 -0.952687
  9 42 -0.7367
  10 42 -2.12362
  11 42 -0.365427
  12 42 -0.25674
  13 42 -1.17483
  14 42 0.154948
  15 42 1.19065
  16 42 0.22314
  17 42 -0.508356
  18 42 -0.143238
  19 42 1.20269
  20 42 1.0529
23400 20 840
  1 42 -0.744867
  2 42 -0.320094
  3 42 1.01937
  4 42 -0.323763
  5 42 -2.1046
  6 42 0.0920675
  7 42 -0.724501
  8 42 -2.01529
  9 42 -1.68462
  10 42 -0.692842
  11 42 -0.261231
  12 42 1.44824
  13 42 0.18049
  14 42 0.93514
  15 42 0.813813
  16 42 0.210497
  17 42 1.55922
  18 42 0.725828
  19 42 -0.334524
  20 42 1.11644
23500 20 840
  1 42 -0.744876
  2 42 -1.57749
  3 42 -0.113179
  4 42 0.548499
  5 42 -1.36455
  6 42 -0.00207788
  7 42 -0.757797
  8 42 -0.466904
  9 42 -0.122141
  10 42 1.07684
  11 42 -0.0895916
  12 42 -0.472802
  13 42 -0.68574
  14 42 0.909331
  15 42 -0.426119
  16 42 1.9257
  17 42 -0.570239
  18 42 0.472695
  19 42 -0.517428
  20 42 0.38626
23600 20 840
  1 42 -2.93448
  2 42 -0.63582
  3 42 1.07864
  4 42 1.73559
  5 42 -0.0268227
  6 42 -0.235354
  7 42 -0.650869
  8 42 0.405794
  9 42 -1.77662
  10 42 -0.656951
  11 42 -0.974531
  12 42 -0.158563
  13 42 0.0422338
  14 42 -0.402574
  15 42 2.18192
  16 42 -0.529324
  17 42 0.587586
  18 42 0.484806
  19 42 1.36637
  20 42 -2.61717
23700 20 840
  1 42 -0.278748
  2 42 0.515488
  3 42 -1.37839
  4 42 -0.477937
  5 42 0.203852
  6 42 0.658722
  7 42 -0.750261
  8 42 0.232428
  9 42 -0.965176
  10 42 -0.00762813
  11 42 0.100346
  12 42 -0.00981352
  13 42 -0.019827
  14 42 -0.0112167
  15 42 -0.340187
  16 42 -1.44723
  17 42 0.221951
  18 42 1.86355
  19 42 -2.19541
  20 42 -1.06639
23800 20 840
  1 42 -0.186402
  2 42 -0.338659
  3 42 -2.35101
  4 42 -1.00771
  5 42 0.0979411
  6 42 0.142919
  7 42 1.02571
  8 42 0.580031
  9 42 -0.615441
  10 42 -1.2187
  11 42 1.8671
  12 42 -0.182122
  13 42 -0.00365052
  14 42 -0.359634
  15 42 0.61699
  16 42 -0.839389
  17 42 0.27941
  18 42 -0.319776
  19 42 0.0881038
  20 42 -0.189542
23900 20 840
  1 42 1.15738
  2 42 -0.482611
  3 42 0.214534
  4 42 -0.0586476
  5 42 0.78009
  6 42 -0.230386
  7 42 -0.806191
  8 42 -0.412594
  9 42 1.12084
  10 42 0.28602
  11 42 1.94961
  12 42 -0.601929
  13 42 0.320834
  14 42 -0.422878
  15 42 0.966123
  16 42 1.28382
  17 42 -0.765987
  18 42 -0.31255
  19 42 -0.629184
  20 42 -0.973812
24000 20 840
  1 42 -0.0985115
  2 42 0.415295
  3 42 -0.301957
  4 42 -1.27911
  5 42 -0.413209
  6 42 0.402881
  7 42 -0.371202
  8 42 -0.851096
  9 42 0.949474
  10 42 1.1652
  11 42 -0.194628
  12 42 2.18861
  13 42 0.737151
  14 42 0.156254
  15 42 0.757547
  16 42 -0.345964
  17 42 0.41829
  18 42 1.31181
  19 42 -2.82038
  20 42 -0.597398
24100 20 840
  1 42 1.1133
  2 42 -0.639398
  3 42 1.22176
  4 42 -0.139686
  5 42 2.36771
  6 42 0.788716
  7 42 1.75032
  8 42 -0.923048
  9 42 -1.1439
  10 42 -0.715141
  11 42 -0.63814
  12 42 1.07561
  13 42 0.800061
  14 42 0.339067
  15 42 0.780575
  16 42 0.286933
  17 42 1.213
  18 42 0.560829
  19 42 0.215256
  20 42 -1.68227
24200 20 840
  1 42 0.754972
  2 42 0.117675
  3 42 -1.09265
  4 42 -1.25417
  5 42 1.35575
  6 42 -0.0542094
  7 42 1.80227
  8 42 -0.0752396
  9 42 -0.799262
  10 42 0.0599059
  11 42 -0.0943142
  12 42 0.62309
  13 42 0.774402
  14 42 0.922942
  15 42 -0.664411
  16 42 0.534915
  17 42 1.1133
  18 42 -1.91527
  19 42 -0.00873099
  20 42 0.215245
24300 20 840
  1 42 1.58946
  2 42 0.891851
  3 42 0.0870388
  4 42 -0.651121
  5 42 -1.48367
  6 42 0.124419
  7 42 0.112514
  8 42 -0.928298
  9 42 0.917415
  10 42 -2.17039
  11 42 0.428705
  12 42 1.9778
  13 42 -1.23142
  14 42 0.299112
  15 42 0.8758
  16 42 -0.684529
  17 42 0.406543
  18 42 0.408444
  19 42 -1.09822
  20 42 -0.624439
24400 20 840
  1 42 1.01065
  2 42 -0.640066
  3 42 -1.86302
  4 42 0.166185
  5 42 -1.60844
  6 42 0.0558981
  7 42 1.41499
  8 42 -1.03394
  9 42 1.97555
  10 42 0.360953
  11 42 0.32757
  12 42 1.53748
  13 42 -0.585166
  14 42 -0.189837
  15 42 0.870147
  16 42 1.17934
  17 42 1.40956
  18 42 -0.594625
  19 42 0.0792143
  20 42 0.688066
24500 20 840
  1 42 -0.735397
  2 42 -0.194374
  3 42 0.034127
  4 42 -0.627789
  5 42 -0.682927
  6 42 0.715563
  7 42 -0.24675
  8 42 0.990655
  9 42 2.48826
  10 42 -0.0579591
  11 42 -0.845623
  12 42 -1.36616
  13 42 -1.15331
  14 42 -0.663342
  15 42 -1.09908
  16 42 1.12297
  17 42 -1.3011
  18 42 0.103821
  19 42 -0.636413
  20 42 2.00239
24600 20 840
  1 42 -0.788992
  2 42 0.27866
  3 42 -1.21043
  4 42 -0.826402
  5 42 -1.67856
  6 42 -1.18858
  7 42 -0.733335
  8 42 0.965556
  9 42 -1.72198
  10 42 0.0676875
  11 42 0.128487
  12 42 0.469271
  13 42 0.512475
  14 42 -0.158526
  15 42 1.08522
  16 42 -0.0920333
  17 42 1.51507
  18 42 0.333957
  19 42 -0.742031
  20 42 -0.599176
24700 20 840
  1 42 -0.275964
  2 42 1.13595
  3 42 -1.43609
  4 42 -0.634356
  5 42 -0.222923
  6 42 -0.674308
  7 42 -0.427519
  8 42 1.47048
  9 42 -1.64496
  10 42 1.37989
  11 42 -0.448119
  12 42 -0.352615
  13 42 0.452751
  14 42 0.466104
  15 42 -0.538145
  16 42 0.0155672
  17 42 0.412084
  18 42 1.05366
  19 42 -0.505433
  20 42 0.182644
24800 20 840
  1 42 -0.34213
  2 42 -0.156558
  3 42 -0.0108797
  4 42 0.42221
  5 42 -0.436515
  6 42 -0.862003
  7 42 -2.54271
  8 42 1.82352
  9 42 -0.607952
  10 42 -1.4585
  11 42 0.0363629
  12 42 -2.28306
  13 42 -0.748859
  14 42 -0.526799
  15 42 -0.469021
  16 42 1.89711
  17 42 0.996379
  18 42 -0.444938
  19 42 1.46212
  20 42 0.901064
24900 20 840
  1 42 1.64467
  2 42 -0.452535
  3 42 -0.103595
  4 42 0.225585
  5 42 -1.38776
  6 42 -0.373583
  7 42 -0.72069
  8 42 0.661964
  9 42 2.16633
  10 42 -0.133044
  11 42 -0.606396
  12 42 -1.19489
  13 42 -0.121536
  14 42 0.103601
  15 42 -0.161187
  16 42 0.528193
  17 42 -0.254634
  18 42 0.803018
  19 42 0.792695
  20 42 0.438917
25000 20 840
  1 42 -0.060974
  2 42 -1.0998
  3 42 0.411246
  4 42 -1.47947
  5 42 -0.748716
  6 42 1.49967
  7 42 -0.850567
  8 42 0.483974
  9 42 0.997611
  10 42 -0.615141
  11 42 0.497244
  12 42 0.765015
  13 42 -0.0875984
  14 42 0.513517
  15 42 -0.530957
  16 42 0.774173
  17 42 0.784007
  18 42 1.15943
  19 42 -1.66398
  20 42 -0.241925
25100 20 840
  1 42 0.58238
  2 42 -0.444382
  3 42 2.75553
  4 42 1.44275
  5 42 1.36338
  6 42 -0.00629958
  7 42 1.59265
  8 42 0.206553
  9 42 -0.236082
  10 42 -0.384916
  11 42 0.0889179
  12 42 -0.097378
  13 42 -0.219842
  14 42 0.0911198
  15 42 -0.530013
  16 42 1.56612
  17 42 -0.969431
  18 42 -1.27531
  19 42 -0.190253
  20 42 1.11172
25200 20 840
  1 42 -0.890069
  2 42 -0.687298
  3 42 -0.480713
  4 42 -0.50694
  5 42 -0.771553
  6 42 -0.301359
  7 42 -0.03105
  8 42 0.379393
  9 42 -0.989252
  10 42 0.397517
  11 42 -0.439313
  12 42 1.13482
  13 42 0.0204963
  14 42 0.241442
  15 42 -0.617404
  16 42 -2.20264
  17 42 -0.401862
  18 42 -0.898061
  19 42 -0.673377
  20 42 0.83187
25300 20 840
  1 42 1.49278
  2 42 0.0840945
  3 42 0.512024
  4 42 0.00636121
  5 42 1.11217
  6 42 0.327154
  7 42 0.760915
  8 42 -0.452701
  9 42 -2.0926
  10 42 -0.851519
  11 42 -0.293525
  12 42 0.667653
  13 42 -1.92443
  14 42 -0.308887
  15 42 -0.74056
  16 42 0.941452
  17 42 -0.542935
  18 42 0.223116
  19 42 -1.2499
  20 42 0.396472
25400 20 840
  1 42 -1.04374
  2 42 -0.726954
  3 42 -1.9762
  4 42 0.694644
  5 42 0.632791
  6 42 -1.04434
  7 42 0.498624
  8 42 0.46384
  9 42 0.254464
  10 42 1.74096
  11 42 0.19146
  12 42 -2.30341
  13 42 0.253837
  14 42 -0.886498
  15 42 -0.405656
  16 42 -0.805042
  17 42 -0.310716
  18 42 -0.79153
  19 42 -0.12023
  20 42 0.105084
25500 20 840
  1 42 -0.601202
  2 42 -0.243499
  3 42 0.232533
  4 42 -0.833339
  5 42 0.835138
  6 42 -0.929496
  7 42 -1.77471
  8 42 2.48824
  9 42 1.7059
  10 42 -0.174501
  11 42 1.05518
  12 42 -2.06717
  13 42 0.0806672
  14 42 -0.889681
  15 42 -1.22533
  16 42 -0.266636
  17 42 -1.88265
  18 42 -0.975885
  19 42 0.237785
  20 42 0.0251338
25600 20 840
  1 42 -2.15966
  2 42 0.81245
  3 42 0.679354
  4 42 1.02407
  5 42 0.56381
  6 42 0.828905
  7 42 0.450786
  8 42 -0.486257
  9 42 -0.688084
  10 42 -0.17177
  11 42 1.86255
  12 42 1.50969
  13 42 0.330795
  14 42 -0.531667
  15 42 -0.148486
  16 42 -2.07705
  17 42 0.0799173
  18 42 0.038313
  19 42 -1.72308
  20 42 -1.39645
25700 20 840
  1 42 -1.5423
  2 42 1.40275
  3 42 -1.68073
  4 42 1.32319
  5 42 1.02672
  6 42 0.946325
  7 42 0.0645536
  8 42 -0.402443
  9 42 -0.328013
  10 42 -0.363727
  11 42 0.0650879
  12 42 0.178632
  13 42 -0.682651
  14 42 -0.665721
  15 42 -0.664288
  16 42 0.241786
  17 42 -0.550141
  18 42 0.208724
  19 42 0.200697
  20 42 1.07015
25800 20 840
  1 42 -0.396618
  2 42 -0.252828
  3 42 0.639309
  4 42 -0.0196372
  5 42 0.00548172
  6 42 -0.00670991
  7 42 -1.51516
  8 42 -0.177444
  9 42 -1.34433
  10 42 -0.708829
  11 42 -0.857234
  12 42 -0.870817
  13 42 -0.386823
  14 42 -0.565164
  15 42 0.63559
  16 42 -0.118879
  17 42 0.241102
  18 42 -0.574125
  19 42 1.26171
  20 42 -0.896998
25900 20 840
  1 42 -0.506805
  2 42 -0.0310525
  3 42 -1.90457
  4 42 0.225422
  5 42 0.0292654
  6 42 -0.119346
  7 42 0.734089
  8 42 -0.373294
  9 42 -0.249591
  10 42 0.969379
  11 42 -0.172342
  12 42 1.37358
  13 42 0.0464816
  14 42 0.505303
  15 42 -0.219152
  16 42 2.38784
  17 42 -0.36529
  18 42 -0.278096
  19 42 -0.0390801
  20 42 0.0202338
26000 20 840
  1 42 -0.98988
  2 42 0.532776
  3 42 1.54611
  4 42 1.18287
  5 42 0.987438
  6 42 1.20087
  7 42 -1.51379
  8 42 0.16093
  9 42 -1.14358
  10 42 -0.802915
  11 42 -0.260164
  12 42 1.23644
  13 42 0.748693
  14 42 0.12093
  15 42 -1.29411
  16 42 0.624778
  17 42 0.00366435
  18 42 0.425129
  19 42 1.31732
  20 42 -0.156779
26100 20 840
  1 42 -0.429906
  2 42 -0.340811
  3 42 2.25027
  4 42 0.950799
  5 42 0.850238
  6 42 0.528475
  7 42 0.129042
  8 42 -0.237596
  9 42 0.227942
  10 42 -0.426113
  11 42 -1.08454
  12 42 -0.543828
  13 42 -0.595299
  14 42 -0.569458
  15 42 -0.507565
  16 42 -1.50161
  17 42 -1.06528
  18 42 -2.3041
  19 42 1.87344
  20 42 0.131541
26200 20 840
  1 42 -0.415814
  2 42 -0.40552
  3 42 0.242785
  4 42 -1.39967
  5 42 -1.97763
  6 42 -0.0374118
  7 42 -0.30316
  8 42 -0.698655
  9 42 -0.96315
  10 42 0.0906609
  11 42 -0.0820843
  12 42 0.506366
  13 42 -2.02749
  14 42 -0.299414
  15 42 0.241909
  16 42 -0.0149003
  17 42 1.24767
  18 42 0.532257
  19 42 0.53236
  20 42 3.79738
26300 20 840
  1 42 -0.0220685
  2 42 -1.16524
  3 42 0.0287324
  4 42 -0.0120191
  5 42 -0.22075
  6 42 -0.025675
  7 42 -1.15528
  8 42 -0.539447
  9 42 -1.44001
  10 42 -0.0931444
  11 42 -0.431858
  12 42 0.453432
  13 42 -0.0385064
  14 42 0.126772
  15 42 1.38688
  16 42 1.98841
  17 42 -0.517953
  18 42 0.814367
  19 42 -1.06285
  20 42 -0.612719
26400 20 840
  1 42 -0.248257
  2 42 -3.32263
  3 42 -2.37967
  4 42 -0.315181
  5 42 -0.443662
  6 42 -2.1735
  7 42 -1.66139
  8 42 -0.348416
  9 42 -0.22397
  10 42 1.55679
  11 42 -0.487417
  12 42 -0.478637
  13 42 0.673178
  14 42 -0.0558003
  15 42 1.72727
  16 42 0.823426
  17 42 0.532597
  18 42 -0.0332141
  19 42 -0.731198
  20 42 1.07402
26500 20 840
  1 42 0.591909
  2 42 -1.17062
  3 42 -0.145165
  4 42 0.0347246
  5 42 0.725304
  6 42 0.18111
  7 42 0.364048
  8 42 0.926841
  9 42 -0.0479111
  10 42 -1.17668
  11 42 -0.669496
  12 42 0.00941764
  13 42 0.167359
  14 42 0.299924
  15 42 -0.551608
  16 42 1.51194
  17 42 -0.519073
  18 42 1.3262
  19 42 0.501482
  20 42 0.113238
26600 20 840
  1 42 0.149018
  2 42 0.226926
  3 42 -0.382175
  4 42 1.12982
  5 42 1.88486
  6 42 1.46674
  7 42 0.784137
  8 42 0.339693
  9 42 -0.243378
  10 42 -1.23404
  11 42 0.393234
  12 42 -0.610937
  13 42 0.877518
  14 42 0.830611
  15 42 2.2934
  16 42 -0.476439
  17 42 2.47294
  18 42 1.06922
  19 42 -0.326181
  20 42 -0.413222
26700 20 840
  1 42 0.541384
  2 42 -0.1601
  3 42 -1.91248
  4 42 -1.05034
  5 42 0.0886199
  6 42 0.287728
  7 42 0.123671
  8 42 0.46583
  9 42 0.551203
  10 42 -0.520714
  11 42 1.02093
  12 42 -0.771353
  13 42 0.0844988
  14 42 1.1119
  15 42 0.339651
  16 42 -0.375949
  17 42 0.878772
  18 42 -0.258703
  19 42 -2.24637
  20 42 0.517722
26800 20 840
  1 42 0.115708
  2 42 -1.73833
  3 42 -0.193338
  4 42 -1.57782
  5 42 -0.937057
  6 42 0.0223665
  7 42 2.12128
  8 42 -0.29373
  9 42 0.748308
  10 42 -1.072
  11 42 0.329548
  12 42 0.503735
  13 42 0.203118
  14 42 0.57537
  15 42 0.139749
  16 42 -0.605534
  17 42 0.981528
  18 42 0.81314
  19 42 0.956096
  20 42 -1.84958
26900 20 840
  1 42 1.4696
  2 42 0.562447
  3 42 -1.04588
  4 42 0.704832
  5 42 0.366676
  6 42 0.480487
  7 42 0.209028
  8 42 0.110901
  9 42 1.52057
  10 42 0.817335
  11 42 -0.29734
  12 42 1.0846
  13 42 -0.148693
  14 42 0.121944
  15 42 0.316873
  16 42 0.876619
  17 42 0.442612
  18 42 -0.836461
  19 42 0.752786
  20 42 -1.30616
27000 20 840
  1 42 0.362733
  2 42 0.192596
  3 42 -0.234366
  4 42 -0.934306
  5 42 -0.745732
  6 42 0.00801921
  7 42 -0.816624
  8 42 0.588823
  9 42 0.19114
  10 42 -0.764312
  11 42 0.155929
  12 42 0.53399
  13 42 0.439702
  14 42 0.59126
  15 42 0.497014
  16 42 -0.799012
  17 42 -0.532834
  18 42 -0.662172
  19 42 -0.29252
  20 42 -0.117706
27100 20 840
  1 42 1.45321
  2 42 -0.687084
  3 42 -1.21307
  4 42 0.100957
  5 42 0.240352
  6 42 -2.68736
  7 42 1.95846
  8 42 0.251004
  9 42 -0.260406
  10 42 1.05698
  11 42 -0.588826
  12 42 0.434279
  13 42 -0.12534
  14 42 0.506457
  15 42 0.475298
  16 42 1.30739
  17 42 0.457658
  18 42 -1.45346
  19 42 -0.0507948
  20 42 2.75245
27200 20 840
  1 42 -1.01214
  2 42 0.391458
  3 42 0.178892
  4 42 -0.0533313
  5 42 -1.40411
  6 42 -1.40502
  7 42 -1.34481
  8 42 0.0550177
  9 42 0.556446
  10 42 -0.781516
  11 42 2.29908
  12 42 0.429769
  13 42 -0.247055
  14 42 0.100722
  15 42 0.652769
  16 42 0.419121
  17 42 1.23601
  18 42 1.08263
  19 42 -1.4378
  20 42 0.971394
27300 20 840
  1 42 -0.204115
  2 42 -0.483509
  3 42 -0.757656
  4 42 -0.254358
  5 42 -1.43568
  6 42 -0.214477
  7 42 -0.968718
  8 42 0.915693
  9 42 1.2749
  10 42 -1.0688
  11 42 1.36228
  12 42 0.439306
  13 42 0.379386
  14 42 -0.104986
  15 42 1.21302
  16 42 -0.296348
  17 42 -0.349952
  18 42 0.207246
  19 42 -2.51959
  20 42 -1.17847
27400 20 840
  1 42 -0.433802
  2 42 0.131277
  3 42 -1.37592
  4 42 -0.0760328
  5 42 -0.768127
  6 42 0.0240065
  7 42 0.369699
  8 42 0.819462
  9 42 1.89842
  10 42 0.926927
  11 42 0.248306
  12 42 -0.694956
  13 42 -0.171691
  14 42 -0.458931
  15 42 0.23985
  16 42 -0.59316
  17 42 0.977814
  18 42 1.63448
  19 42 0.438491
  20 42 0.0678464
27500 20 840
  1 42 0.608627
  2 42 -0.151493
  3 42 -1.29726
  4 42 -0.0416018
  5 42 1.16266
  6 42 1.4725
  7 42 -0.0909779
  8 42 0.245555
  9 42 -0.0107588
  10 42 -1.01929
  11 42 1.01196
  12 42 1.35226
  13 42 0.460223
  14 42 0.574084
  15 42 -0.921868
  16 42 0.220202
  17 42 -0.235315
  18 42 0.501119
  19 42 -0.0783388
  20 42 -0.343836
27600 20 840
  1 42 0.322657
  2 42 1.74034
  3 42 0.398875
  4 42 0.716509
  5 42 0.883598
  6 42 0.0749552
  7 42 -0.691044
  8 42 -0.852095
  9 42 -0.192223
  10 42 0.284052
  11 42 -0.10491
  12 42 0.0850283
  13 42 0.932229
  14 42 0.134726
  15 42 1.36862
  16 42 -0.136445
  17 42 0.687667
  18 42 0.967653
  19 42 -0.0812003
  20 42 0.0759651
27700 20 840
  1 42 0.107222
  2 42 0.980904
  3 42 0.866633
  4 42 -0.0197232
  5 42 -0.497374
  6 42 0.225181
  7 42 -0.110793
  8 42 0.359541
  9 42 0.69998
  10 42 -0.132915
  11 42 -0.573711
  12 42 -0.0563631
  13 42 -0.620368
  14 42 -0.34165
  15 42 -1.27466
  16 42 -0.398495
  17 42 -0.589513
  18 42 0.213191
  19 42 0.90012
  20 42 1.67348
27800 20 840
  1 42 -0.406677
  2 42 0.0989019
  3 42 0.412643
  4 42 0.556441
  5 42 0.969072
  6 42 1.53711
  7 42 0.415532
  8 42 0.557533
  9 42 -1.98484
  10 42 0.454532
  11 42 -1.23447
  12 42 -1.51087
  13 42 -0.91564
  14 42 -0.317916
  15 42 -0.762956
  16 42 -1.04932
  17 42 -0.502611
  18 42 -0.339326
  19 42 1.46541
  20 42 0.177217
27900 20 840
  1 42 -0.41891
  2 42 2.09426
  3 42 -0.300237
  4 42 0.373365
  5 42 0.681738
  6 42 0.0805287
  7 42 -0.334482
  8 42 1.07593
  9 42 -2.04027
  10 42 0.641603
  11 42 1.20877
  12 42 -0.184399
  13 42 0.310398
  14 42 -0.3535
  15 42 -0.766098
  16 42 -1.3122
  17 42 -1.26872
  18 42 -1.10629
  19 42 -1.61861
  20 42 -1.00672
28000 20 840
  1 42 -1.21337
  2 42 0.451454
  3 42 1.738
  4 42 -0.600048
  5 42 -0.503778
  6 42 0.251879
  7 42 -0.218912
  8 42 0.0911714
  9 42 -0.984814
  10 42 0.155429
  11 42 0.177765
  12 42 1.33654
  13 42 0.153828
  14 42 0.0941039
  15 42 -0.521698
  16 42 0.150689
  17 42 -1.6838
  18 42 -0.816073
  19 42 -0.725385
  20 42 -1.43818
28100 20 840
  1 42 0.0200536
  2 42 -0.319968
  3 42 1.07041
  4 42 1.21316
  5 42 1.21497
  6 42 -0.174798
  7 42 0.681147
  8 42 -0.236274
  9 42 -0.631223
  10 42 1.30403
  11 42 -0.999905
  12 42 -0.259426
  13 42 -1.46245
  14 42 -1.33835
  15 42 -1.20173
  16 42 1.32433
  17 42 -0.831489
  18 42 -1.32002
  19 42 -0.118337
  20 42 1.05825
28200 20 840
  1 42 0.254799
  2 42 -0.431689
  3 42 1.22105
  4 42 -0.476685
  5 42 0.758237
  6 42 -0.0138902
  7 42 -2.48887
  8 42 0.436491
  9 42 -0.261339
  10 42 -0.465775
  11 42 0.297775
  12 42 -1.4081
  13 42 -0.337237
  14 42 -1.10519
  15 42 -0.135965
  16 42 0.811818
  17 42 -0.114689
  18 42 0.885822
  19 42 -0.15704
  20 42 0.0729151
28300 20 840
  1 42 0.701581
  2 42 -0.250374
  3 42 -0.871585
  4 42 -0.451893
  5 42 1.13911
  6 42 1.20755
  7 42 -0.967515
  8 42 0.671751
  9 42 -0.796837
  10 42 -0.102686
  11 42 -0.5311
  12 42 -0.545123
  13 42 0.413315
  14 42 0.758271
  15 42 -0.240448
  16 42 0.394276
  17 42 -0.482896
  18 42 -0.691429
  19 42 -1.76283
  20 42 -0.902612
28400 20 840
  1 42 -1.93023
  2 42 0.0443125
  3 42 -0.066755
  4 42 0.652488
  5 42 1.07806
  6 42 0.292694
  7 42 0.996239
  8 42 1.34111
  9 42 0.191584
  10 42 0.139664
  11 42 0.966258
  12 42 -1.30061
  13 42 0.181725
  14 42 0.0940398
  15 42 -0.947749
  16 42 -0.997478
  17 42 0.306866
  18 42 -0.350067
  19 42 1.68184
  20 42 0.793786
28500 20 840
  1 42 -0.702343
  2 42 0.0522414
  3 42 -1.11219
  4 42 0.825299
  5 42 0.423614
  6 42 2.46113
  7 42 -0.539219
  8 42 -0.0492733
  9 42 -0.839945
  10 42 -1.60992
  11 42 1.27538
  12 42 0.9118
  13 42 0.29625
  14 42 -0.372335
  15 42 -0.817035
  16 42 -1.00391
  17 42 -1.25121
  18 42 -0.446027
  19 42 0.187696
  20 42 -2.10678
28600 20 840
  1 42 -0.943761
  2 42 0.517502
  3 42 0.283888
  4 42 0.403232
  5 42 -0.0619673
  6 42 0.643392
  7 42 0.884408
  8 42 -1.20099
  9 42 0.496149
  10 42 0.724195
  11 42 -0.22394
  12 42 -0.232846
  13 42 -1.23125
  14 42 -0.861122
  15 42 0.654371
  16 42 -1.38508
  17 42 0.803134
  18 42 -0.271089
  19 42 0.77511
  20 42 -0.066117
28700 20 840
  1 42 -0.195017
  2 42 -0.511595
  3 42 -0.2384
  4 42 -1.15392
  5 42 -0.0226745
  6 42 -0.494588
  7 42 -0.310846
  8 42 -0.800341
  9 42 0.445262
  10 42 0.980202
  11 42 -0.454088
  12 42 0.799304
  13 42 -1.90888
  14 42 -0.509417
  15 42 -2.12068
  16 42 0.0817271
  17 42 -0.0469876
  18 42 0.332178
  19 42 0.159247
  20 42 -0.0733489
28800 20 840
  1 42 -0.713123
  2 42 -1.10702
  3 42 -0.74535
  4 42 0.151139
  5 42 0.381964
  6 42 -0.939352
  7 42 0.274251
  8 42 -0.0496317
  9 42 -1.3879
  10 42 1.05688
  11 42 -0.0480908
  12 42 -0.496229
  13 42 0.366997
  14 42 -0.148518
  15 42 0.216457
  16 42 0.697222
  17 42 -0.913249
  18 42 -1.3467
  19 42 0.329953
  20 42 -0.661845
28900 20 840
  1 42 -0.363196
  2 42 0.180265
  3 42 1.02146
  4 42 0.286855
  5 42 -0.935458
  6 42 -2.19477
  7 42 -0.87365
  8 42 0.277635
  9 42 -2.18728
  10 42 -0.647392
  11 42 1.18589
