# Chunk-averaged data for fix sternForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_sternComp
  1 42 -0.303064
  2 42 -0.778575
  3 42 -1.27234
  4 42 -0.136715
  5 42 1.83103
  6 42 -1.37354
  7 42 -0.77218
  8 42 -1.29317
  9 42 1.03867
  10 42 1.51818
  11 42 -0.172485
  12 42 0.397173
  13 42 -0.338814
  14 42 -1.9068
  15 42 1.45982
  16 42 2.61794
  17 42 0.579475
  18 42 -1.89292
  19 42 -0.542698
  20 42 2.72855
6300 20 840
  1 42 1.07221
  2 42 -2.11826
  3 42 1.91576
  4 42 0.707773
  5 42 2.41183
  6 42 0.319228
  7 42 -0.655459
  8 42 -0.68302
  9 42 -1.55925
  10 42 0.233113
  11 42 0.217865
  12 42 -0.733682
  13 42 -0.520166
  14 42 -0.775697
  15 42 0.0026588
  16 42 2.4787
  17 42 -1.36519
  18 42 -1.74661
  19 42 1.25687
  20 42 -1.00318
6400 20 840
  1 42 1.55526
  2 42 -0.419776
  3 42 0.353865
  4 42 0.979861
  5 42 -1.1263
  6 42 1.12927
  7 42 -0.488515
  8 42 -1.84733
  9 42 -0.307656
  10 42 0.157276
  11 42 -0.857214
  12 42 -3.01287
  13 42 -0.152308
  14 42 -2.69037
  15 42 -0.924582
  16 42 -0.623999
  17 42 0.858669
  18 42 -1.25882
  19 42 0.151525
  20 42 -1.22715
6500 20 840
  1 42 0.184968
  2 42 0.618283
  3 42 0.346365
  4 42 -1.14892
  5 42 0.946248
  6 42 0.0543463
  7 42 0.0237138
  8 42 1.15987
  9 42 -0.381166
  10 42 -1.09661
  11 42 0.168964
  12 42 0.162174
  13 42 0.288831
  14 42 1.14073
  15 42 -0.967464
  16 42 0.184291
  17 42 0.318544
  18 42 0.0583331
  19 42 0.466293
  20 42 -0.139948
6600 20 840
  1 42 -1.03323
  2 42 -0.479878
  3 42 -1.62431
  4 42 0.380179
  5 42 -2.44897
  6 42 0.239152
  7 42 0.938446
  8 42 -0.81383
  9 42 0.328097
  10 42 -3.86832
  11 42 -0.65253
  12 42 1.64361
  13 42 -0.761915
  14 42 0.975838
  15 42 -0.863313
  16 42 -1.6399
  17 42 -0.220851
  18 42 -0.872793
  19 42 -0.33481
  20 42 -1.2087
6700 20 840
  1 42 -0.46205
  2 42 0.795403
  3 42 -1.66844
  4 42 -0.607805
  5 42 0.930105
  6 42 0.655584
  7 42 -0.471999
  8 42 -1.97287
  9 42 0.597143
  10 42 -1.5901
  11 42 -1.30495
  12 42 1.50891
  13 42 0.0638938
  14 42 0.976156
  15 42 0.429442
  16 42 -0.40517
  17 42 -0.544008
  18 42 0.0613667
  19 42 1.44061
  20 42 -1.47697
6800 20 840
  1 42 -0.624543
  2 42 1.54291
  3 42 -1.28247
  4 42 -1.21152
  5 42 -3.04933
  6 42 -0.913341
  7 42 0.0596847
  8 42 -0.299522
  9 42 -0.756661
  10 42 0.683674
  11 42 0.809566
  12 42 0.412709
  13 42 1.10141
  14 42 -0.395956
  15 42 2.49466
  16 42 -3.0363
  17 42 0.968172
  18 42 -0.20148
  19 42 1.64122
  20 42 -1.65583
6900 20 840
  1 42 -1.38825
  2 42 -1.03687
  3 42 -1.42801
  4 42 -2.34427
  5 42 -1.30646
  6 42 -2.39487
  7 42 0.0253355
  8 42 1.67909
  9 42 -1.49944
  10 42 -0.0335502
  11 42 0.89135
  12 42 -0.270074
  13 42 -0.0378532
  14 42 0.712971
  15 42 0.366276
  16 42 0.261698
  17 42 -0.204319
  18 42 0.670117
  19 42 -1.365
  20 42 0.236696
7000 20 840
  1 42 -0.974318
  2 42 -0.416246
  3 42 -1.61564
  4 42 -0.697194
  5 42 -0.658845
  6 42 0.802429
  7 42 -0.283227
  8 42 -0.76985
  9 42 0.158692
  10 42 2.21302
  11 42 0.548542
  12 42 0.423021
  13 42 0.859508
  14 42 1.17436
  15 42 -1.71976
  16 42 -0.0261223
  17 42 2.75489
  18 42 -1.97675
  19 42 -2.92488
  20 42 1.67913
7100 20 840
  1 42 -1.01411
  2 42 0.015143
  3 42 0.586334
  4 42 -1.00952
  5 42 -0.373643
  6 42 -1.06268
  7 42 -1.03107
  8 42 -0.13215
  9 42 0.903092
  10 42 0.699372
  11 42 -1.00818
  12 42 -0.252337
  13 42 -0.325254
  14 42 -0.0591927
  15 42 -0.352319
  16 42 -1.3105
  17 42 -1.16173
  18 42 -2.2861
  19 42 -0.325902
  20 42 0.843566
7200 20 840
  1 42 0.668142
  2 42 -0.581528
  3 42 0.586936
  4 42 0.245568
  5 42 -2.31513
  6 42 -2.08168
  7 42 -2.48871
  8 42 0.460664
  9 42 0.684823
  10 42 0.19724
  11 42 -1.11194
  12 42 -1.63734
  13 42 -0.52973
  14 42 -0.985408
  15 42 0.19038
  16 42 0.206392
  17 42 -0.31394
  18 42 -0.335677
  19 42 -2.5703
  20 42 -1.00669
7300 20 840
  1 42 0.542137
  2 42 0.565182
  3 42 1.87459
  4 42 -0.0938882
  5 42 1.12172
  6 42 -1.98816
  7 42 -0.303097
  8 42 -0.226178
  9 42 -0.687162
  10 42 -2.50742
  11 42 -0.193692
  12 42 -2.27663
  13 42 -0.80018
  14 42 -1.7103
  15 42 -0.391502
  16 42 -1.11945
  17 42 0.88652
  18 42 0.176503
  19 42 -0.555514
  20 42 -0.433436
7400 20 840
  1 42 1.51963
  2 42 -1.77454
  3 42 -0.0701575
  4 42 -1.33213
  5 42 2.55426
  6 42 1.32285
  7 42 0.301265
  8 42 -0.668117
  9 42 -0.551276
  10 42 -1.87443
  11 42 -0.0473804
  12 42 -0.0665959
  13 42 -0.45293
  14 42 -0.535811
  15 42 -1.19842
  16 42 1.45845
  17 42 -0.108842
  18 42 0.808315
  19 42 1.93662
  20 42 -1.17757
7500 20 840
  1 42 0.954528
  2 42 -0.0112005
  3 42 0.550813
  4 42 1.7498
  5 42 -0.596032
  6 42 0.16101
  7 42 1.93505
  8 42 -1.673
  9 42 0.422256
  10 42 0.294772
  11 42 -2.439
  12 42 1.50986
  13 42 -1.8494
  14 42 0.135759
  15 42 -1.41106
  16 42 -1.84038
  17 42 -1.24865
  18 42 0.0378431
  19 42 1.47669
  20 42 0.112953
7600 20 840
  1 42 0.907277
  2 42 -1.0463
  3 42 -1.78262
  4 42 -0.710508
  5 42 -0.852105
  6 42 -0.482703
  7 42 1.72693
  8 42 -0.0258858
  9 42 0.146077
  10 42 -1.27068
  11 42 0.206967
  12 42 -0.201337
  13 42 0.032109
  14 42 -1.32055
  15 42 0.338136
  16 42 0.824532
  17 42 1.13016
  18 42 -1.06986
  19 42 1.30422
  20 42 1.60517
7700 20 840
  1 42 0.814686
  2 42 0.712977
  3 42 -0.986579
  4 42 -3.38381
  5 42 0.739758
  6 42 0.624888
  7 42 0.656904
  8 42 -0.0444843
  9 42 -0.00403869
  10 42 0.236615
  11 42 1.96059
  12 42 0.27534
  13 42 -0.0517826
  14 42 1.56926
  15 42 0.705134
  16 42 3.28853
  17 42 0.154984
  18 42 0.409256
  19 42 1.20933
  20 42 -1.4797
7800 20 840
  1 42 0.411719
  2 42 -0.283157
  3 42 0.308439
  4 42 1.16798
  5 42 -0.60729
  6 42 1.17121
  7 42 -0.767243
  8 42 -1.65997
  9 42 -0.425525
  10 42 1.60012
  11 42 -1.26874
  12 42 -2.32095
  13 42 -1.0858
  14 42 0.55698
  15 42 -0.58034
  16 42 0.36294
  17 42 0.592759
  18 42 -1.98348
  19 42 -0.484831
  20 42 -0.644486
7900 20 840
  1 42 0.339996
  2 42 -0.585372
  3 42 -0.326268
  4 42 -0.486074
  5 42 -1.02561
  6 42 -0.445973
  7 42 -1.67242
  8 42 2.21827
  9 42 -0.226337
  10 42 0.632773
  11 42 -0.731363
  12 42 -0.0997942
  13 42 1.21898
  14 42 -1.11032
  15 42 0.632041
  16 42 0.733745
  17 42 -0.784609
  18 42 0.815239
  19 42 -0.841252
  20 42 0.764272
8000 20 840
  1 42 -1.46747
  2 42 0.00556178
  3 42 -0.131966
  4 42 -1.42823
  5 42 -2.34002
  6 42 -0.495482
  7 42 -1.31465
  8 42 0.998689
  9 42 0.275503
  10 42 0.616668
  11 42 -0.589749
  12 42 1.52785
  13 42 -0.422574
  14 42 -0.322347
  15 42 -0.398404
  16 42 0.94351
  17 42 1.32325
  18 42 -1.33406
  19 42 0.779318
  20 42 2.65567
8100 20 840
  1 42 0.573336
  2 42 -0.972995
  3 42 -1.19546
  4 42 0.327518
  5 42 0.898969
  6 42 1.01654
  7 42 -0.809125
  8 42 0.334577
  9 42 -0.25449
  10 42 -1.23316
  11 42 -0.129749
  12 42 1.49877
  13 42 -1.5051
  14 42 1.06849
  15 42 0.212928
  16 42 1.40597
  17 42 -1.35979
  18 42 -1.44967
  19 42 -0.651048
  20 42 -3.91406
8200 20 840
  1 42 -1.01585
  2 42 0.625759
  3 42 0.189029
  4 42 -0.199485
  5 42 -1.13204
  6 42 1.21523
  7 42 -1.53397
  8 42 -1.08104
  9 42 -0.47975
  10 42 0.481576
  11 42 -0.759986
  12 42 0.373432
  13 42 0.511876
  14 42 0.0366669
  15 42 -0.307684
  16 42 -3.47966
  17 42 1.74677
  18 42 -1.13438
  19 42 -0.426111
  20 42 -1.69991
8300 20 840
  1 42 -0.454797
  2 42 -0.392215
  3 42 0.584699
  4 42 -1.78727
  5 42 0.556243
  6 42 -0.654139
  7 42 0.878377
  8 42 -0.235984
  9 42 -1.29345
  10 42 -0.846508
  11 42 0.517818
  12 42 0.575162
  13 42 -1.02377
  14 42 -1.12681
  15 42 1.18169
  16 42 -0.17511
  17 42 1.19935
  18 42 -0.74576
  19 42 0.219623
  20 42 -0.562638
8400 20 840
  1 42 -2.49604
  2 42 -0.587492
  3 42 -1.06889
  4 42 0.124223
  5 42 0.66565
  6 42 -0.0666303
  7 42 0.382335
  8 42 0.124545
  9 42 -0.843228
  10 42 -0.689273
  11 42 -2.3003
  12 42 -0.852757
  13 42 0.298133
  14 42 -0.756411
  15 42 -0.461
  16 42 -3.86374
  17 42 2.74966
  18 42 -1.44974
  19 42 -1.32095
  20 42 0.173149
8500 20 840
  1 42 -0.98034
  2 42 1.70786
  3 42 -0.291889
  4 42 -0.577856
  5 42 1.58491
  6 42 2.00569
  7 42 0.814974
  8 42 -1.85473
  9 42 0.762947
  10 42 -2.45462
  11 42 -0.704968
  12 42 1.66555
  13 42 1.73535
  14 42 1.15107
  15 42 0.380237
  16 42 1.15955
  17 42 0.473511
  18 42 -0.482981
  19 42 0.445376
  20 42 -1.99434
8600 20 840
  1 42 -0.431183
  2 42 -0.28999
  3 42 -0.810143
  4 42 0.0904562
  5 42 -1.16467
  6 42 -1.09768
  7 42 1.20242
  8 42 -1.29524
  9 42 -0.0200272
  10 42 -1.67683
  11 42 -0.508015
  12 42 0.531134
  13 42 -0.721555
  14 42 0.333707
  15 42 -0.661201
  16 42 1.15953
  17 42 1.28598
  18 42 -0.644719
  19 42 -0.417273
  20 42 -1.6949
8700 20 840
  1 42 -1.43061
  2 42 0.438687
  3 42 -0.916951
  4 42 0.304061
  5 42 -1.46986
  6 42 -0.542152
  7 42 -0.662483
  8 42 1.11852
  9 42 -0.765199
  10 42 -0.498485
  11 42 -1.56423
  12 42 -2.10551
  13 42 -1.86186
  14 42 -0.305386
  15 42 -0.423005
  16 42 0.0755234
  17 42 -0.45211
  18 42 2.13874
  19 42 -0.12109
  20 42 -1.61676
8800 20 840
  1 42 0.803138
  2 42 -1.9572
  3 42 0.341319
  4 42 0.777703
  5 42 0.453266
  6 42 0.838506
  7 42 -0.814836
  8 42 0.689095
  9 42 -0.884405
  10 42 -0.108256
  11 42 1.40286
  12 42 -1.98041
  13 42 -1.31682
  14 42 -1.1925
  15 42 -0.268618
  16 42 0.471875
  17 42 1.16392
  18 42 1.46215
  19 42 -0.777779
  20 42 1.21391
8900 20 840
  1 42 1.3719
  2 42 -0.51766
  3 42 -0.331705
  4 42 -0.752034
  5 42 -1.001
  6 42 0.876291
  7 42 -0.354944
  8 42 0.230635
  9 42 0.479894
  10 42 1.1752
  11 42 0.729569
  12 42 -0.778373
  13 42 -0.657373
  14 42 -0.713175
  15 42 -0.381929
  16 42 -2.95786
  17 42 -0.804028
  18 42 0.606986
  19 42 -0.756791
  20 42 0.0566273
9000 20 840
  1 42 0.0671306
  2 42 -1.03232
  3 42 -0.316819
  4 42 0.661743
  5 42 -0.500308
  6 42 -2.0329
  7 42 -0.045237
  8 42 0.798889
  9 42 1.12477
  10 42 0.676317
  11 42 0.0664291
  12 42 -1.37813
  13 42 -0.017361
  14 42 0.507107
  15 42 0.398911
  16 42 0.531396
  17 42 0.75422
  18 42 -0.0975664
  19 42 0.0308816
  20 42 0.872174
9100 20 840
  1 42 -0.228032
  2 42 -1.43481
  3 42 -0.429238
  4 42 -0.617525
  5 42 -1.73037
  6 42 -2.56701
  7 42 -1.29005
  8 42 -0.490164
  9 42 -0.713064
  10 42 1.34221
  11 42 1.43766
  12 42 -0.32853
  13 42 1.44038
  14 42 -1.46401
  15 42 0.247661
  16 42 -0.26564
  17 42 1.54584
  18 42 0.913045
  19 42 0.853353
  20 42 -1.70884
9200 20 840
  1 42 -0.697211
  2 42 2.16316
  3 42 0.426084
  4 42 -4.42842
  5 42 -0.386481
  6 42 2.14356
  7 42 0.410615
  8 42 -0.265012
  9 42 -0.646337
  10 42 1.21294
  11 42 -0.531036
  12 42 -0.394005
  13 42 0.471904
  14 42 0.199802
  15 42 -0.533686
  16 42 -0.604708
  17 42 0.463449
  18 42 -1.85558
  19 42 1.64153
  20 42 -0.342996
9300 20 840
  1 42 0.236915
  2 42 -0.367829
  3 42 -0.318493
  4 42 1.50542
  5 42 -1.1274
  6 42 1.54246
  7 42 -1.12731
  8 42 -0.0328364
  9 42 -0.74171
  10 42 0.015749
  11 42 0.370276
  12 42 1.01619
  13 42 -0.0403667
  14 42 0.23045
  15 42 -0.1591
  16 42 -1.74978
  17 42 0.452615
  18 42 -1.08672
  19 42 0.281787
  20 42 -1.32464
9400 20 840
  1 42 0.0108857
  2 42 1.39915
  3 42 -0.526236
  4 42 1.15256
  5 42 -3.40629
  6 42 2.18342
  7 42 0.101321
  8 42 1.78382
  9 42 -0.63255
  10 42 -2.15303
  11 42 -0.396672
  12 42 0.556725
  13 42 1.32581
  14 42 -0.494655
  15 42 0.348144
  16 42 -0.721238
  17 42 2.02694
  18 42 -1.83851
  19 42 0.892784
  20 42 -1.74355
9500 20 840
  1 42 -0.031966
  2 42 0.819893
  3 42 -0.0140614
  4 42 -3.00565
  5 42 1.35982
  6 42 1.34802
  7 42 -0.0720378
  8 42 0.194633
  9 42 -0.724638
  10 42 -1.40513
  11 42 -2.50023
  12 42 3.51891
  13 42 -1.43428
  14 42 0.0640966
  15 42 0.641825
  16 42 2.18927
  17 42 -1.26672
  18 42 -1.09209
  19 42 -0.416223
  20 42 -3.10443
9600 20 840
  1 42 0.0436633
  2 42 -0.512505
  3 42 -0.435124
  4 42 2.06729
  5 42 -1.99153
  6 42 1.94223
  7 42 -0.715308
  8 42 -0.611071
  9 42 -0.529859
  10 42 -0.222405
  11 42 -2.46357
  12 42 -0.155051
  13 42 -0.116535
  14 42 1.2055
  15 42 -0.150873
  16 42 -0.557968
  17 42 0.630302
  18 42 -2.07847
  19 42 -0.290607
  20 42 -2.28705
9700 20 840
  1 42 0.00126882
  2 42 -1.96275
  3 42 -0.200636
  4 42 -2.11419
  5 42 0.496644
  6 42 -1.41366
  7 42 -0.18751
  8 42 -1.91597
  9 42 0.407766
  10 42 -1.63341
  11 42 -0.669381
  12 42 0.198861
  13 42 -0.687567
  14 42 -0.924809
  15 42 0.0836828
  16 42 0.830959
  17 42 -0.589668
  18 42 0.363398
  19 42 -0.533216
  20 42 0.313479
9800 20 840
  1 42 0.230368
  2 42 -0.907956
  3 42 -0.237597
  4 42 0.337936
  5 42 0.180725
  6 42 -1.89036
  7 42 -0.129212
  8 42 0.0649963
  9 42 -0.489829
  10 42 1.43288
  11 42 -1.0874
  12 42 -0.786845
  13 42 -0.580818
  14 42 -1.54491
  15 42 -0.17844
  16 42 1.57016
  17 42 2.95163
  18 42 0.0841541
  19 42 -0.267888
  20 42 2.12116
9900 20 840
  1 42 0.221738
  2 42 -1.956
  3 42 -1.25168
  4 42 0.505823
  5 42 2.70053
  6 42 -0.427173
  7 42 -0.20397
  8 42 -0.804541
  9 42 0.928679
  10 42 1.38352
  11 42 0.364987
  12 42 -2.44659
  13 42 0.308961
  14 42 1.40105
  15 42 0.0705244
  16 42 -1.01963
  17 42 -0.14725
  18 42 0.0122168
  19 42 -0.280523
  20 42 -2.21876
10000 20 840
  1 42 -0.944386
  2 42 0.510131
  3 42 -0.0241157
  4 42 -3.65145
  5 42 0.0289377
  6 42 -0.202548
  7 42 0.757347
  8 42 -0.140425
  9 42 0.634325
  10 42 1.34655
  11 42 -0.00163805
  12 42 0.380922
  13 42 -0.908793
  14 42 -0.615035
  15 42 -0.859246
  16 42 0.446747
  17 42 0.298252
  18 42 -0.222499
  19 42 1.0069
  20 42 0.604067
