# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
  11 42 1.00103
  12 42 0.796355
  13 42 -3.55646
  14 42 1.04888
  15 42 1.85628
  16 42 0.0497462
  17 42 -1.8346
  18 42 -0.382044
  19 42 -0.798483
  20 42 -1.45752
54700 20 840
  1 42 -0.61482
  2 42 -1.64309
  3 42 0.199911
  4 42 0.506059
  5 42 -1.63714
  6 42 0.998205
  7 42 0.175066
  8 42 -1.21852
  9 42 -2.45489
  10 42 0.0188834
  11 42 0.54301
  12 42 1.36901
  13 42 -0.995744
  14 42 0.753368
  15 42 0.411007
  16 42 -2.13681
  17 42 1.22133
  18 42 -1.51285
  19 42 -0.32744
  20 42 -0.108803
54800 20 840
  1 42 -1.87825
  2 42 -3.21738
  3 42 -0.700395
  4 42 0.223611
  5 42 -0.907865
  6 42 0.199984
  7 42 0.64926
  8 42 0.119946
  9 42 -2.75297
  10 42 0.766427
  11 42 -0.930679
  12 42 -0.549286
  13 42 1.33978
  14 42 -0.615814
  15 42 -0.932764
  16 42 2.04885
  17 42 1.22867
  18 42 -1.70899
  19 42 0.0202159
  20 42 1.51267
54900 20 840
  1 42 0.16764
  2 42 1.50456
  3 42 -0.416715
  4 42 -0.0297286
  5 42 0.101231
  6 42 0.059194
  7 42 -0.697479
  8 42 2.31268
  9 42 0.959474
  10 42 -0.935869
  11 42 -0.172481
  12 42 0.28952
  13 42 -1.17554
  14 42 0.545427
  15 42 -1.95663
  16 42 1.22332
  17 42 -0.778035
  18 42 2.93071
  19 42 -0.379148
  20 42 -0.961928
55000 20 840
  1 42 0.980874
  2 42 0.685826
  3 42 -2.15856
  4 42 0.919945
  5 42 1.54957
  6 42 0.509408
  7 42 1.62895
  8 42 1.03027
  9 42 2.4965
  10 42 -2.19534
  11 42 0.680335
  12 42 1.25893
  13 42 -1.43991
  14 42 0.705601
  15 42 0.0666625
  16 42 -0.456239
  17 42 2.45295
  18 42 0.403043
  19 42 0.305481
  20 42 -0.813125
55100 20 840
  1 42 -1.20139
  2 42 -1.17158
  3 42 -1.06451
  4 42 0.255663
  5 42 -1.40298
  6 42 -0.192051
  7 42 -0.313363
  8 42 -1.84001
  9 42 0.848088
  10 42 0.690196
  11 42 1.73945
  12 42 1.34926
  13 42 -2.10297
  14 42 -2.17427
  15 42 0.674217
  16 42 -1.32578
  17 42 -2.11606
  18 42 0.368955
  19 42 1.32048
  20 42 -1.69837
55200 20 840
  1 42 -0.535354
  2 42 0.513623
  3 42 1.03213
  4 42 -0.0337079
  5 42 -2.60186
  6 42 0.898682
  7 42 -0.348415
  8 42 0.504411
  9 42 -0.420082
  10 42 0.334374
  11 42 0.856671
  12 42 0.950515
  13 42 -1.04721
  14 42 -0.8216
  15 42 1.56855
  16 42 0.719192
  17 42 -1.88228
  18 42 1.43106
  19 42 2.17015
  20 42 -4.04141
55300 20 840
  1 42 0.90032
  2 42 0.403537
  3 42 -1.0423
  4 42 -2.08443
  5 42 0.422561
  6 42 -0.119661
  7 42 -2.82295
  8 42 0.53018
  9 42 1.02452
  10 42 1.27697
  11 42 -0.947156
  12 42 1.7506
  13 42 2.43175
  14 42 1.34181
  15 42 0.735753
  16 42 -0.909581
  17 42 0.717673
  18 42 -1.33918
  19 42 0.963489
  20 42 -0.452034
55400 20 840
  1 42 -0.495181
  2 42 -0.899384
  3 42 -1.25238
  4 42 -2.21158
  5 42 1.82218
  6 42 -1.79293
  7 42 -0.827543
  8 42 -0.214735
  9 42 1.27395
  10 42 -0.5945
  11 42 2.4884
  12 42 -0.6461
  13 42 1.39135
  14 42 -1.80926
  15 42 -2.31312
  16 42 1.06938
  17 42 -1.68357
  18 42 -2.65447
  19 42 -0.492757
  20 42 1.77515
55500 20 840
  1 42 -0.0509396
  2 42 1.31783
  3 42 -2.81913
  4 42 -0.26573
  5 42 2.05628
  6 42 -0.629097
  7 42 -1.11777
  8 42 -0.946864
  9 42 0.253686
  10 42 -0.859394
  11 42 -0.563735
  12 42 -1.89455
  13 42 -0.894842
  14 42 2.94489
  15 42 0.883715
  16 42 -0.0256538
  17 42 -0.556519
  18 42 0.699211
  19 42 0.680829
  20 42 1.29157
55600 20 840
  1 42 -0.686484
  2 42 -0.00673019
  3 42 -0.446306
  4 42 1.0699
  5 42 0.308338
  6 42 -2.062
  7 42 0.768356
  8 42 -1.13802
  9 42 1.10503
  10 42 -2.23946
  11 42 -3.61696
  12 42 -2.27997
  13 42 0.650902
  14 42 -2.06171
  15 42 1.49022
  16 42 2.15899
  17 42 0.902798
  18 42 1.65844
  19 42 2.74576
  20 42 1.55904
55700 20 840
  1 42 0.956158
  2 42 -1.06993
  3 42 -1.47623
  4 42 1.39179
  5 42 -0.316781
  6 42 -0.473189
  7 42 -0.0659313
  8 42 -3.09443
  9 42 -0.284705
  10 42 1.81875
  11 42 -2.40628
  12 42 0.920131
  13 42 1.30826
  14 42 -2.75832
  15 42 0.098203
  16 42 1.58112
  17 42 1.42574
  18 42 -2.02742
  19 42 0.141048
  20 42 3.28814
55800 20 840
  1 42 0.3693
  2 42 0.502142
  3 42 2.01062
  4 42 -0.378067
  5 42 -0.658368
  6 42 0.349758
  7 42 -0.369041
  8 42 -3.20881
  9 42 -1.22471
  10 42 0.655619
  11 42 -0.127575
  12 42 2.92055
  13 42 1.11318
  14 42 0.794735
  15 42 -0.807415
  16 42 -0.761025
  17 42 -1.71667
  18 42 0.554784
  19 42 -1.06673
  20 42 -0.879232
55900 20 840
  1 42 2.07134
  2 42 1.69503
  3 42 -0.490822
  4 42 -1.99631
  5 42 1.82504
  6 42 -0.531204
  7 42 1.26712
  8 42 0.307751
  9 42 -0.037574
  10 42 0.617138
  11 42 0.328926
  12 42 0.932841
  13 42 -0.662722
  14 42 4.87601
  15 42 3.67553
  16 42 0.188053
  17 42 1.43865
  18 42 -0.707224
  19 42 -3.50144
  20 42 -0.578153
56000 20 840
  1 42 -1.53755
  2 42 -0.467721
  3 42 0.0930267
  4 42 -1.45727
  5 42 1.2064
  6 42 -2.21288
  7 42 1.72341
  8 42 -0.0467077
  9 42 0.0705511
  10 42 -2.82871
  11 42 3.22578
  12 42 -2.01292
  13 42 -1.29979
  14 42 -3.21927
  15 42 1.99078
  16 42 1.48354
  17 42 -2.41909
  18 42 0.67261
  19 42 0.0348769
  20 42 0.988694
56100 20 840
  1 42 -1.43414
  2 42 0.610533
  3 42 -4.26715
  4 42 -2.2739
  5 42 0.126501
  6 42 -2.21932
  7 42 0.291847
  8 42 0.90174
  9 42 0.0238812
  10 42 -1.37913
  11 42 -0.796279
  12 42 -1.30153
  13 42 -0.799305
  14 42 0.256452
  15 42 2.24436
  16 42 -0.767488
  17 42 0.755913
  18 42 1.7996
  19 42 0.895692
  20 42 -0.455179
56200 20 840
  1 42 -1.81272
  2 42 -1.06536
  3 42 -1.6487
  4 42 2.49003
  5 42 1.47887
  6 42 0.397102
  7 42 3.99684
  8 42 -0.645224
  9 42 -0.0039642
  10 42 -1.56621
  11 42 -1.84068
  12 42 -1.55498
  13 42 1.30179
  14 42 -0.16646
  15 42 -1.27529
  16 42 -1.99699
  17 42 1.31551
  18 42 0.00753928
  19 42 0.219712
  20 42 -1.31394
56300 20 840
  1 42 -0.73523
  2 42 -0.511653
  3 42 1.27712
  4 42 0.241126
  5 42 -0.847828
  6 42 -0.416601
  7 42 -0.462561
  8 42 1.01629
  9 42 0.671733
  10 42 -0.815555
  11 42 1.44636
  12 42 1.01162
  13 42 1.33463
  14 42 1.5083
  15 42 -0.484454
  16 42 0.575456
  17 42 0.916146
  18 42 0.300545
  19 42 -1.67251
  20 42 -1.16864
56400 20 840
  1 42 -0.616906
  2 42 2.43361
  3 42 2.08293
  4 42 2.22176
  5 42 -1.75852
  6 42 1.24199
  7 42 1.68025
  8 42 -1.45298
  9 42 -0.0802149
  10 42 -2.03832
  11 42 -0.283663
  12 42 -0.0772807
  13 42 -0.963854
  14 42 2.15148
  15 42 -1.54838
  16 42 1.3916
  17 42 -1.29553
  18 42 -0.278873
  19 42 -0.40193
  20 42 -1.3469
56500 20 840
  1 42 0.642993
  2 42 0.536416
  3 42 -0.607019
  4 42 -2.87895
  5 42 -3.55742
  6 42 -1.24717
  7 42 -1.32148
  8 42 2.9445
  9 42 -0.158862
  10 42 3.31132
  11 42 -1.14483
  12 42 2.56378
  13 42 -2.21538
  14 42 -0.77443
  15 42 -0.855826
  16 42 -0.0870768
  17 42 0.34647
  18 42 -2.01944
  19 42 -0.414029
  20 42 1.70355
56600 20 840
  1 42 0.129307
  2 42 -2.19832
  3 42 -1.02084
  4 42 0.0649771
  5 42 -0.696813
  6 42 0.486842
  7 42 -2.18996
  8 42 2.08891
  9 42 -1.86516
  10 42 2.95434
  11 42 1.34208
  12 42 -0.144911
  13 42 -2.98084
  14 42 -3.5832
  15 42 1.05781
  16 42 0.259859
  17 42 -1.67586
  18 42 -1.69602
  19 42 1.45826
  20 42 1.80795
56700 20 840
  1 42 0.295794
  2 42 0.951925
  3 42 -1.18259
  4 42 0.204402
  5 42 1.98808
  6 42 -0.82143
  7 42 -1.60961
  8 42 3.44912
  9 42 0.0722251
  10 42 0.356838
  11 42 -1.84857
  12 42 1.75659
  13 42 1.15042
  14 42 -2.2813
  15 42 -0.51168
  16 42 -2.54643
  17 42 -1.53172
  18 42 2.66064
  19 42 1.49385
  20 42 -0.375241
56800 20 840
  1 42 -0.951748
  2 42 1.43756
  3 42 0.295107
  4 42 1.94524
  5 42 3.33719
  6 42 -0.0246669
  7 42 0.484739
  8 42 -1.44928
  9 42 0.636605
  10 42 -1.77918
  11 42 0.257582
  12 42 -0.823277
  13 42 1.38705
  14 42 -2.7404
  15 42 -1.39246
  16 42 -0.983149
  17 42 2.52862
  18 42 -1.96027
  19 42 1.2726
  20 42 -0.563128
56900 20 840
  1 42 -0.597444
  2 42 0.0673659
  3 42 0.744102
  4 42 -0.781268
  5 42 -1.99745
  6 42 -0.31366
  7 42 0.68246
  8 42 -2.55666
  9 42 2.1776
  10 42 -1.35955
  11 42 2.03813
  12 42 1.2603
  13 42 1.64454
  14 42 0.407714
  15 42 -3.25238
  16 42 -0.00352201
  17 42 0.482302
  18 42 0.336851
  19 42 -2.78812
  20 42 -0.568611
57000 20 840
  1 42 0.833204
  2 42 0.439465
  3 42 -0.432526
  4 42 0.450776
  5 42 -2.25279
  6 42 -0.123976
  7 42 0.579922
  8 42 -2.021
  9 42 0.741206
  10 42 0.0500981
  11 42 1.33922
  12 42 -0.303593
  13 42 -1.45822
  14 42 1.80858
  15 42 -1.95152
  16 42 0.7027
  17 42 0.915803
  18 42 0.187391
  19 42 -0.0597964
  20 42 0.0211062
57100 20 840
  1 42 0.157529
  2 42 -0.340777
  3 42 -0.75901
  4 42 -0.270417
  5 42 -2.07347
  6 42 -1.53417
  7 42 -1.60153
  8 42 -1.09074
  9 42 0.0965445
  10 42 2.12284
  11 42 -0.570899
  12 42 0.670107
  13 42 -1.0866
  14 42 -0.528142
  15 42 1.82385
  16 42 -2.55249
  17 42 -0.884615
  18 42 -0.595804
  19 42 -0.564324
  20 42 1.31816
57200 20 840
  1 42 -0.958183
  2 42 0.409577
  3 42 0.439459
  4 42 2.2263
  5 42 -1.85807
  6 42 0.400854
  7 42 -3.93797
  8 42 -1.69147
  9 42 -2.26031
  10 42 -0.477991
  11 42 2.12765
  12 42 1.48044
  13 42 1.19466
  14 42 -0.509577
  15 42 2.95987
  16 42 -1.71142
  17 42 -1.74304
  18 42 0.326695
  19 42 1.88729
  20 42 1.61154
57300 20 840
  1 42 1.92492
  2 42 0.726635
  3 42 0.0110425
  4 42 -1.22389
  5 42 0.0691198
  6 42 0.392086
  7 42 -0.265053
  8 42 -0.235861
  9 42 1.87683
  10 42 -0.843909
  11 42 -0.653206
  12 42 1.28157
  13 42 1.62016
  14 42 -1.63683
  15 42 0.817174
  16 42 -1.79042
  17 42 0.184877
  18 42 2.00447
  19 42 -0.327024
  20 42 -3.02823
57400 20 840
  1 42 0.842774
  2 42 -2.31865
  3 42 0.279527
  4 42 -0.859354
  5 42 2.01625
  6 42 1.17661
  7 42 0.998022
  8 42 1.46528
  9 42 -0.190659
  10 42 -0.957729
  11 42 -1.61377
  12 42 1.34038
  13 42 -0.505118
  14 42 -2.40464
  15 42 -1.3384
  16 42 -1.62602
  17 42 2.16616
  18 42 -1.46353
  19 42 -0.565018
  20 42 1.23201
57500 20 840
  1 42 -0.746859
  2 42 0.588207
  3 42 -0.735859
  4 42 -0.114621
  5 42 1.32046
  6 42 -2.6377
  7 42 -0.94656
  8 42 -1.80927
  9 42 1.62698
  10 42 0.210627
  11 42 0.367857
  12 42 1.36325
  13 42 -0.854294
  14 42 -1.63635
  15 42 -1.56976
  16 42 0.0626956
  17 42 -0.540408
  18 42 -1.74771
  19 42 -1.16027
  20 42 -0.55665
57600 20 840
  1 42 -0.0232997
  2 42 0.0297247
  3 42 -0.864423
  4 42 0.669199
  5 42 2.2763
  6 42 -1.11288
  7 42 -1.55766
  8 42 -1.34943
  9 42 0.718256
  10 42 0.285978
  11 42 -0.484446
  12 42 0.61461
  13 42 0.0849639
  14 42 2.9166
  15 42 -0.101505
  16 42 -0.0745122
  17 42 0.226963
  18 42 0.741378
  19 42 -0.545125
  20 42 -2.19189
57700 20 840
  1 42 -0.615023
  2 42 0.780555
  3 42 -0.893724
  4 42 -0.765967
  5 42 0.155744
  6 42 -1.94542
  7 42 -0.169098
  8 42 -2.03091
  9 42 1.4432
  10 42 0.704651
  11 42 -2.50633
  12 42 -0.0216812
  13 42 -1.30721
  14 42 -0.935341
  15 42 0.305486
  16 42 1.21164
  17 42 1.11885
  18 42 1.01909
  19 42 0.295402
  20 42 1.13034
57800 20 840
  1 42 1.46721
  2 42 -2.07631
  3 42 2.12009
  4 42 1.64226
  5 42 -0.350686
  6 42 -0.9828
  7 42 -0.754593
  8 42 2.10196
  9 42 -0.324072
  10 42 -0.873917
  11 42 -0.0112866
  12 42 1.40827
  13 42 -0.764489
  14 42 -0.924235
  15 42 -0.928433
  16 42 1.1642
  17 42 -0.529571
  18 42 3.38954
  19 42 -0.303248
  20 42 -0.45424
57900 20 840
  1 42 1.10431
  2 42 0.596357
  3 42 -0.162619
  4 42 -1.69067
  5 42 1.42301
  6 42 0.0919343
  7 42 -0.108607
  8 42 2.23305
  9 42 -1.18043
  10 42 -0.27919
  11 42 0.128171
  12 42 -2.0536
  13 42 -2.85649
  14 42 -2.43995
  15 42 0.840024
  16 42 -1.40841
  17 42 -1.27009
  18 42 -0.0531609
  19 42 -0.630701
  20 42 -2.48658
58000 20 840
  1 42 -1.31013
  2 42 -2.18633
  3 42 -0.21643
  4 42 -0.773981
  5 42 2.49842
  6 42 0.703826
  7 42 1.9734
  8 42 1.66314
  9 42 -1.90426
  10 42 1.00494
  11 42 -1.69796
  12 42 -1.02758
  13 42 0.451758
  14 42 1.03142
  15 42 -0.300856
  16 42 1.03959
  17 42 -0.648574
  18 42 0.0472764
  19 42 -1.30903
  20 42 -0.00306706
58100 20 840
  1 42 0.225727
  2 42 -0.111325
  3 42 -0.228499
  4 42 1.09046
  5 42 -0.895402
  6 42 -1.38863
  7 42 0.770967
  8 42 -1.68264
  9 42 -1.24706
  10 42 -1.21816
  11 42 -0.400687
  12 42 1.64396
  13 42 -0.31222
  14 42 1.78881
  15 42 -1.92539
  16 42 0.725006
  17 42 -1.52322
  18 42 -0.37259
  19 42 0.28577
  20 42 -0.302952
58200 20 840
  1 42 -0.0628057
  2 42 0.278427
  3 42 -0.626032
  4 42 1.56952
  5 42 -0.813196
  6 42 0.390014
  7 42 -1.06449
  8 42 -3.54324
  9 42 3.00858
  10 42 -0.158804
  11 42 0.568841
  12 42 0.133892
  13 42 -2.10048
  14 42 1.60632
  15 42 -2.18941
  16 42 0.407633
  17 42 0.01151
  18 42 -1.69665
  19 42 0.708454
  20 42 -0.0164637
58300 20 840
  1 42 -1.2016
  2 42 -1.96752
  3 42 -0.625701
  4 42 -0.0249455
  5 42 -2.29895
  6 42 -0.110876
  7 42 -1.80785
  8 42 -1.5389
  9 42 0.793997
  10 42 1.04848
  11 42 2.47076
  12 42 -0.0332848
  13 42 2.47857
  14 42 -0.013527
  15 42 -1.65054
  16 42 -0.97302
  17 42 1.89802
  18 42 -2.21924
  19 42 -1.55953
  20 42 3.29347
58400 20 840
  1 42 -0.718781
  2 42 1.77768
  3 42 1.34236
  4 42 0.158786
  5 42 -1.72046
  6 42 3.06735
  7 42 -0.197385
  8 42 0.0615585
  9 42 -1.53702
  10 42 2.32157
  11 42 1.81963
  12 42 0.650375
  13 42 -1.53282
  14 42 1.00635
  15 42 -1.50139
  16 42 -1.30321
  17 42 -1.52579
  18 42 -0.265151
  19 42 -0.745097
  20 42 -1.16555
58500 20 840
  1 42 0.919965
  2 42 -0.797502
  3 42 -1.911
  4 42 -0.997519
  5 42 1.47827
  6 42 1.05485
  7 42 0.0594453
  8 42 1.21861
  9 42 -0.980745
  10 42 0.0380221
  11 42 0.0184502
  12 42 -0.00261272
  13 42 -1.40726
  14 42 -0.907451
  15 42 2.48443
  16 42 2.45411
  17 42 1.27402
  18 42 0.30143
  19 42 -1.04809
  20 42 -0.555783
58600 20 840
  1 42 1.16103
  2 42 -0.500951
  3 42 -0.348172
  4 42 0.868427
  5 42 1.36049
  6 42 -0.147475
  7 42 -0.107676
  8 42 -0.298384
  9 42 0.336283
  10 42 -0.34445
  11 42 -2.11354
  12 42 -2.16622
  13 42 -0.925986
  14 42 -0.878366
  15 42 2.37573
  16 42 0.958792
  17 42 0.275107
  18 42 0.934639
  19 42 2.07912
  20 42 1.76778
58700 20 840
  1 42 0.0568456
  2 42 -1.07794
  3 42 -2.46236
  4 42 0.824402
  5 42 -0.790911
  6 42 -3.8929
  7 42 -2.01219
  8 42 1.61766
  9 42 0.482032
  10 42 -1.16554
  11 42 -0.334055
  12 42 -1.87222
  13 42 2.90226
  14 42 -1.40755
  15 42 -0.833517
  16 42 -1.60229
  17 42 0.447547
  18 42 2.11429
  19 42 -0.360748
  20 42 0.917902
58800 20 840
  1 42 -1.24854
  2 42 1.23233
  3 42 -1.92515
  4 42 0.914655
  5 42 0.981374
  6 42 -0.365654
  7 42 -0.801271
  8 42 -0.72579
  9 42 -0.110973
  10 42 0.255374
  11 42 -0.0811227
  12 42 2.68228
  13 42 -0.780416
  14 42 1.58392
  15 42 0.284069
  16 42 -1.27343
  17 42 -0.304967
  18 42 1.10612
  19 42 -1.03014
  20 42 -4.60637
58900 20 840
  1 42 -2.74234
  2 42 -1.00539
  3 42 -1.31392
  4 42 -0.417551
  5 42 0.717637
  6 42 0.877277
  7 42 1.14658
  8 42 0.158129
  9 42 -0.924731
  10 42 2.58075
  11 42 0.873976
  12 42 0.664576
  13 42 1.61172
  14 42 -3.7418
  15 42 0.0430461
  16 42 -0.944435
  17 42 2.64407
  18 42 -2.79478
  19 42 -1.58636
  20 42 3.03944
59000 20 840
  1 42 1.53909
  2 42 1.0192
  3 42 2.78096
  4 42 0.0249419
  5 42 1.14484
  6 42 1.11731
  7 42 2.10206
  8 42 -1.01138
  9 42 -3.34258
  10 42 0.317863
  11 42 -0.248338
  12 42 -1.17007
  13 42 -0.706029
  14 42 0.0214317
  15 42 2.28538
  16 42 -0.0534241
  17 42 -1.68038
  18 42 -0.159713
  19 42 0.0201325
  20 42 0.908626
59100 20 840
  1 42 2.18483
  2 42 1.05195
  3 42 -1.27623
  4 42 -2.37801
  5 42 1.4019
  6 42 -0.162068
  7 42 -0.252424
  8 42 0.354283
  9 42 -2.75738
  10 42 -1.59383
  11 42 2.43008
  12 42 -1.13109
  13 42 1.00965
  14 42 0.395902
  15 42 0.230404
  16 42 1.29204
  17 42 1.00084
  18 42 1.64125
  19 42 1.29975
  20 42 -2.58874
59200 20 840
  1 42 0.0150574
  2 42 1.36556
  3 42 -2.74801
  4 42 -1.88675
  5 42 -0.474109
  6 42 0.412969
  7 42 -1.10837
  8 42 -0.480988
  9 42 -0.616938
  10 42 -1.85224
  11 42 2.27025
  12 42 0.345041
  13 42 -0.909305
  14 42 -1.51086
  15 42 -1.19051
  16 42 1.12581
  17 42 -1.21842
  18 42 0.761297
  19 42 1.66148
  20 42 0.717792
59300 20 840
  1 42 -2.09095
  2 42 0.238757
  3 42 -0.547617
  4 42 -0.791124
  5 42 1.48699
  6 42 -0.127082
  7 42 -1.80079
  8 42 0.0428988
  9 42 0.607979
  10 42 -1.76919
  11 42 0.485587
  12 42 -2.0964
  13 42 -1.91793
  14 42 1.25756
  15 42 -2.03803
  16 42 0.998629
  17 42 -2.70604
  18 42 0.450156
  19 42 1.67902
  20 42 0.449605
59400 20 840
  1 42 -2.38562
  2 42 0.0899114
  3 42 1.66211
  4 42 1.09758
  5 42 1.63136
  6 42 -1.94258
  7 42 0.344153
  8 42 -2.21173
  9 42 2.01393
  10 42 -0.793423
  11 42 -2.90305
  12 42 -0.777403
  13 42 -1.36862
  14 42 0.646918
  15 42 1.35821
  16 42 1.82605
  17 42 0.0911136
  18 42 1.19688
  19 42 -1.87867
  20 42 0.504826
59500 20 840
  1 42 -1.55252
  2 42 -2.72128
  3 42 1.27754
  4 42 -0.746375
  5 42 -0.322847
  6 42 0.170123
  7 42 -0.533431
  8 42 0.653851
  9 42 -1.66166
  10 42 0.896192
  11 42 -0.680693
  12 42 0.234003
  13 42 3.33565
  14 42 -0.229461
  15 42 1.69905
  16 42 3.39382
  17 42 0.761679
  18 42 -1.15874
  19 42 -1.50107
  20 42 0.930382
59600 20 840
  1 42 -0.303824
  2 42 1.40507
  3 42 0.732315
  4 42 -1.13429
  5 42 -1.27296
  6 42 -0.878152
  7 42 -0.917917
  8 42 0.356509
  9 42 -0.699841
  10 42 -1.20249
  11 42 1.00538
  12 42 2.68449
  13 42 -0.6506
  14 42 2.63157
  15 42 -0.482638
  16 42 -1.27998
  17 42 -1.66607
  18 42 3.27424
  19 42 -1.98498
  20 42 -1.17456
59700 20 840
  1 42 0.714739
  2 42 -0.477347
  3 42 -3.03533
  4 42 -1.46497
  5 42 -1.54421
  6 42 -0.290814
  7 42 -0.806604
  8 42 -0.148292
  9 42 0.908546
  10 42 1.14932
  11 42 0.784391
  12 42 -1.14755
  13 42 0.666459
  14 42 1.18898
  15 42 -0.173568
  16 42 -3.38034
  17 42 -0.86579
  18 42 2.05055
  19 42 0.545187
  20 42 -1.22711
59800 20 840
  1 42 -0.8988
  2 42 -1.64578
  3 42 0.866688
  4 42 -1.81342
  5 42 1.39295
  6 42 -0.343253
  7 42 1.2194
  8 42 -0.701722
  9 42 -0.158563
  10 42 0.248218
  11 42 1.29254
  12 42 -0.600946
  13 42 -1.15092
  14 42 -1.10507
  15 42 -0.119734
  16 42 0.491432
  17 42 0.447361
  18 42 3.24865
  19 42 -1.42858
  20 42 2.20137
59900 20 840
  1 42 1.56978
  2 42 -0.765168
  3 42 0.0965834
  4 42 1.50691
  5 42 -0.655312
  6 42 1.32585
  7 42 0.566021
  8 42 -0.594581
  9 42 0.524589
  10 42 0.403059
  11 42 0.580599
  12 42 0.446059
  13 42 -0.330851
  14 42 0.77323
  15 42 -1.14932
  16 42 2.38512
  17 42 -1.99568
  18 42 -0.171162
  19 42 0.00368043
  20 42 0.16139
60000 20 840
  1 42 -0.302832
  2 42 -1.7928
  3 42 2.00842
  4 42 2.32251
  5 42 1.83004
  6 42 -0.693732
  7 42 -1.14153
  8 42 -1.09362
  9 42 0.19186
  10 42 -1.4709
  11 42 -0.313693
  12 42 0.341615
  13 42 0.798147
  14 42 -1.99665
  15 42 -1.78977
  16 42 -0.915703
  17 42 0.987504
  18 42 -0.634295
  19 42 -1.88798
  20 42 0.574586
60100 20 840
  1 42 -0.520693
  2 42 -1.59332
  3 42 -0.310197
  4 42 1.136
  5 42 -2.77096
  6 42 -1.78095
  7 42 -1.72104
  8 42 0.104585
  9 42 0.659189
  10 42 0.484807
  11 42 0.913402
  12 42 0.811306
  13 42 1.05507
  14 42 -1.23863
  15 42 1.57945
  16 42 0.299576
  17 42 0.530291
  18 42 -1.47575
  19 42 1.2917
  20 42 0.445987
60200 20 840
  1 42 0.66086
  2 42 -1.21547
  3 42 -0.789937
  4 42 0.919889
  5 42 -0.983053
  6 42 -0.601715
  7 42 -2.48716
  8 42 0.0894717
  9 42 -1.65412
  10 42 0.819114
  11 42 3.20462
  12 42 1.74786
  13 42 0.11899
  14 42 1.67951
  15 42 -1.59817
  16 42 0.368669
  17 42 -0.944593
  18 42 0.807576
  19 42 1.81047
  20 42 -1.54173
60300 20 840
  1 42 0.767913
  2 42 1.33899
  3 42 -3.25318
  4 42 -2.67247
  5 42 -1.11573
  6 42 1.2203
  7 42 -0.34278
  8 42 0.131468
  9 42 -2.69011
  10 42 0.898224
  11 42 -1.96396
  12 42 0.592035
  13 42 -0.993747
  14 42 0.464705
  15 42 0.411422
  16 42 -0.214555
  17 42 1.10242
  18 42 -0.160736
  19 42 -0.838084
  20 42 2.36598
60400 20 840
  1 42 0.138594
  2 42 0.950317
  3 42 -1.16836
  4 42 -2.91803
  5 42 1.58912
  6 42 -0.748423
  7 42 -0.235884
  8 42 -1.01261
  9 42 -1.25176
  10 42 0.0136226
  11 42 0.097396
  12 42 -1.11161
  13 42 -0.700019
  14 42 -1.70924
  15 42 1.14133
  16 42 1.07143
  17 42 1.1404
  18 42 -1.44905
  19 42 -2.92894
  20 42 3.0386
60500 20 840
  1 42 1.18661
  2 42 0.785019
  3 42 -2.27485
  4 42 -0.271216
  5 42 0.219002
  6 42 -0.922486
  7 42 2.74068
  8 42 0.943799
  9 42 -0.884764
  10 42 -0.703136
  11 42 -2.28813
  12 42 -0.375535
  13 42 -0.0517823
  14 42 -1.7527
  15 42 -0.540717
  16 42 2.00911
  17 42 -2.58971
  18 42 2.43534
  19 42 -0.0356544
  20 42 -0.0287503
60600 20 840
  1 42 -0.250076
  2 42 -1.27955
  3 42 -0.570595
  4 42 3.44794
  5 42 0.258726
  6 42 -1.44083
  7 42 2.25842
  8 42 -0.537868
  9 42 -0.425627
  10 42 -0.401897
  11 42 -4.91654
  12 42 0.0788227
  13 42 0.331765
  14 42 -0.677509
  15 42 -1.0094
  16 42 -0.808179
  17 42 0.354431
  18 42 -0.0753297
  19 42 0.94705
  20 42 -0.619892
60700 20 840
  1 42 -0.299607
  2 42 1.07098
  3 42 -0.859057
  4 42 0.403082
  5 42 -2.51487
  6 42 -1.78413
  7 42 -1.90888
  8 42 -0.824116
  9 42 0.0125484
  10 42 0.1126
  11 42 -1.38169
  12 42 1.33043
  13 42 0.700083
  14 42 -2.21923
  15 42 -2.4729
  16 42 -0.394009
  17 42 1.28169
  18 42 -0.506223
  19 42 -1.58928
  20 42 -0.223094
60800 20 840
  1 42 -0.530683
  2 42 1.19429
  3 42 -0.605876
  4 42 0.478808
  5 42 -0.0560237
  6 42 -2.62517
  7 42 -2.91223
  8 42 -1.5261
  9 42 0.668438
  10 42 -2.23335
  11 42 1.95119
  12 42 1.21421
  13 42 -0.23648
  14 42 1.25015
  15 42 -0.304846
  16 42 0.879767
  17 42 1.41661
  18 42 -1.12627
  19 42 -0.368117
  20 42 -2.5532
60900 20 840
  1 42 2.21135
  2 42 1.2112
  3 42 -1.69656
  4 42 -1.37806
  5 42 0.403007
  6 42 2.13278
  7 42 -1.17545
  8 42 0.373744
  9 42 -3.36458
  10 42 0.482704
  11 42 1.15272
  12 42 0.449886
  13 42 -2.61009
  14 42 -0.100611
  15 42 0.166695
  16 42 1.60147
  17 42 2.58497
  18 42 -0.398111
  19 42 0.246452
  20 42 -0.664038
61000 20 840
  1 42 0.763881
  2 42 -2.52983
  3 42 0.409048
  4 42 1.34357
  5 42 0.42733
  6 42 1.72927
