# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
  11 42 -0.742893
  12 42 1.44113
  13 42 -2.45454
  14 42 0.682188
  15 42 -0.350028
  16 42 0.969563
  17 42 -1.44169
  18 42 -0.980687
  19 42 -1.68374
  20 42 1.13047
17700 20 840
  1 42 -2.31226
  2 42 -0.193161
  3 42 -2.61043
  4 42 -0.604883
  5 42 -1.20639
  6 42 -0.246516
  7 42 0.731305
  8 42 0.394182
  9 42 -1.55468
  10 42 0.497038
  11 42 1.08564
  12 42 1.11237
  13 42 -2.50365
  14 42 1.44172
  15 42 -1.93438
  16 42 -2.32743
  17 42 -0.70279
  18 42 -1.4417
  19 42 0.254978
  20 42 -1.62609
17800 20 840
  1 42 -2.10187
  2 42 -0.222359
  3 42 0.76385
  4 42 -0.780238
  5 42 -2.91312
  6 42 -1.38176
  7 42 2.09884
  8 42 -1.93132
  9 42 1.40976
  10 42 0.887235
  11 42 0.446458
  12 42 0.686496
  13 42 -0.88579
  14 42 0.0437801
  15 42 3.1841
  16 42 0.171784
  17 42 -0.614291
  18 42 -0.307818
  19 42 -0.174897
  20 42 -2.67317
17900 20 840
  1 42 -0.395051
  2 42 0.389424
  3 42 -0.308779
  4 42 -0.109386
  5 42 -1.35542
  6 42 -0.632376
  7 42 -1.14352
  8 42 0.847816
  9 42 -0.390494
  10 42 -1.07873
  11 42 -0.891582
  12 42 -2.96909
  13 42 -1.28799
  14 42 -3.66862
  15 42 0.363951
  16 42 -0.60329
  17 42 -1.04995
  18 42 0.538942
  19 42 -0.326043
  20 42 1.94216
18000 20 840
  1 42 2.0767
  2 42 -1.34096
  3 42 3.68191
  4 42 1.50586
  5 42 -0.062417
  6 42 0.0874078
  7 42 -0.721739
  8 42 0.551403
  9 42 1.81393
  10 42 -0.823926
  11 42 -1.58268
  12 42 -0.0793931
  13 42 1.40707
  14 42 1.08733
  15 42 -3.28787
  16 42 0.194633
  17 42 -0.374338
  18 42 1.22901
  19 42 -0.15032
  20 42 2.62511
18100 20 840
  1 42 1.38887
  2 42 3.04209
  3 42 -1.39288
  4 42 -0.299671
  5 42 1.88099
  6 42 1.61114
  7 42 -0.714596
  8 42 0.189902
  9 42 -1.29196
  10 42 0.733315
  11 42 -0.773187
  12 42 0.198768
  13 42 2.83875
  14 42 2.49225
  15 42 1.30742
  16 42 -0.799218
  17 42 0.740136
  18 42 -1.40891
  19 42 1.10062
  20 42 -0.679946
18200 20 840
  1 42 0.12855
  2 42 -1.80368
  3 42 -0.0848891
  4 42 1.99944
  5 42 1.94358
  6 42 -0.582039
  7 42 0.181377
  8 42 -1.68122
  9 42 -1.51718
  10 42 2.49828
  11 42 -0.426837
  12 42 -0.868502
  13 42 -2.28159
  14 42 1.84387
  15 42 -0.297138
  16 42 0.264406
  17 42 -0.57057
  18 42 -0.511289
  19 42 -1.05937
  20 42 -0.326632
18300 20 840
  1 42 -0.215638
  2 42 0.144052
  3 42 -0.486862
  4 42 1.50001
  5 42 -1.26076
  6 42 -0.202755
  7 42 2.55778
  8 42 -0.361535
  9 42 0.334472
  10 42 1.31681
  11 42 0.984492
  12 42 0.627103
  13 42 -2.22905
  14 42 -1.6806
  15 42 0.146404
  16 42 0.161226
  17 42 0.399508
  18 42 0.587687
  19 42 -0.462974
  20 42 -1.05524
18400 20 840
  1 42 -0.319091
  2 42 0.587755
  3 42 0.762232
  4 42 0.869057
  5 42 -1.93125
  6 42 1.84394
  7 42 0.279629
  8 42 0.315948
  9 42 0.826944
  10 42 -1.08569
  11 42 -0.289199
  12 42 2.59572
  13 42 0.629284
  14 42 1.33159
  15 42 -1.71619
  16 42 1.11947
  17 42 1.21943
  18 42 -1.34994
  19 42 -3.2007
  20 42 -1.97871
18500 20 840
  1 42 -1.05336
  2 42 0.518986
  3 42 -0.777101
  4 42 -0.0814332
  5 42 1.96823
  6 42 0.300616
  7 42 -1.98217
  8 42 2.60469
  9 42 0.19532
  10 42 -2.29516
  11 42 -0.515741
  12 42 -1.47488
  13 42 1.30797
  14 42 -0.616149
  15 42 1.33058
  16 42 1.33205
  17 42 -2.35085
  18 42 -5.76927
  19 42 0.34366
  20 42 3.26097
18600 20 840
  1 42 -0.365103
  2 42 -0.52345
  3 42 -0.742858
  4 42 -0.248189
  5 42 -0.700615
  6 42 -1.12076
  7 42 -0.893757
  8 42 -0.885647
  9 42 2.40726
  10 42 -1.11311
  11 42 0.607336
  12 42 -0.87234
  13 42 2.45501
  14 42 -0.198727
  15 42 -1.72545
  16 42 -1.19807
  17 42 1.30059
  18 42 1.77445
  19 42 1.45059
  20 42 0.824096
18700 20 840
  1 42 -0.225655
  2 42 -0.197834
  3 42 -1.04729
  4 42 -1.11465
  5 42 -0.717126
  6 42 2.01397
  7 42 1.69204
  8 42 0.428767
  9 42 -0.513318
  10 42 2.28556
  11 42 1.11351
  12 42 0.802926
  13 42 1.88771
  14 42 -1.43357
  15 42 1.75245
  16 42 -2.09167
  17 42 1.23677
  18 42 0.457598
  19 42 2.7809
  20 42 -1.39816
18800 20 840
  1 42 -0.754525
  2 42 -2.59182
  3 42 -0.151031
  4 42 0.212944
  5 42 -0.519671
  6 42 -1.50113
  7 42 2.7886
  8 42 -1.60414
  9 42 -3.87466
  10 42 1.2777
  11 42 -2.21865
  12 42 0.486202
  13 42 0.831326
  14 42 -0.830723
  15 42 -1.64781
  16 42 0.859225
  17 42 0.376504
  18 42 1.78218
  19 42 -0.483313
  20 42 0.245103
18900 20 840
  1 42 -1.25807
  2 42 -1.40887
  3 42 -0.599425
  4 42 0.725952
  5 42 -1.82038
  6 42 1.49782
  7 42 0.0865934
  8 42 -0.839823
  9 42 0.677418
  10 42 0.236877
  11 42 -1.01802
  12 42 -0.544355
  13 42 -0.0745944
  14 42 0.840696
  15 42 0.682314
  16 42 -3.35921
  17 42 -0.832415
  18 42 0.247539
  19 42 -0.601009
  20 42 -1.50322
19000 20 840
  1 42 0.176174
  2 42 -0.535297
  3 42 -1.85954
  4 42 1.11536
  5 42 0.180105
  6 42 -0.343626
  7 42 -0.729944
  8 42 -1.76926
  9 42 0.568673
  10 42 -1.21406
  11 42 -0.337588
  12 42 -1.10482
  13 42 -2.17186
  14 42 -0.480469
  15 42 -0.209972
  16 42 -1.9337
  17 42 -0.523444
  18 42 0.903567
  19 42 -0.86737
  20 42 0.473952
19100 20 840
  1 42 -0.462749
  2 42 -1.04542
  3 42 -2.92038
  4 42 0.482936
  5 42 -0.315556
  6 42 -2.0117
  7 42 -1.55966
  8 42 -0.171282
  9 42 -1.04748
  10 42 -1.01367
  11 42 -1.92413
  12 42 -2.58955
  13 42 -0.647875
  14 42 -2.40288
  15 42 3.0679
  16 42 1.22487
  17 42 -0.668493
  18 42 -2.28901
  19 42 1.35709
  20 42 0.50168
19200 20 840
  1 42 1.03952
  2 42 0.116505
  3 42 -0.528571
  4 42 -1.52175
  5 42 -1.56117
  6 42 -0.848046
  7 42 1.18045
  8 42 -1.82044
  9 42 -3.52152
  10 42 -1.06393
  11 42 0.32045
  12 42 -0.276319
  13 42 0.88029
  14 42 1.06518
  15 42 -2.23394
  16 42 0.206168
  17 42 -0.569353
  18 42 2.35255
  19 42 0.668349
  20 42 0.631987
19300 20 840
  1 42 -1.5569
  2 42 3.56874
  3 42 0.0892515
  4 42 -2.98726
  5 42 -1.8726
  6 42 -0.327604
  7 42 0.189799
  8 42 -2.11511
  9 42 -1.85159
  10 42 1.40357
  11 42 1.58341
  12 42 -0.0963877
  13 42 -0.214985
  14 42 -0.00970101
  15 42 -0.966065
  16 42 0.322616
  17 42 -0.297094
  18 42 2.09418
  19 42 -0.15906
  20 42 -0.736764
19400 20 840
  1 42 0.761538
  2 42 0.538616
  3 42 1.07097
  4 42 -1.56968
  5 42 2.17914
  6 42 0.0948335
  7 42 -0.470392
  8 42 -0.0278952
  9 42 0.774793
  10 42 0.0510961
  11 42 -2.56056
  12 42 -0.0693286
  13 42 0.961606
  14 42 0.451614
  15 42 -2.88274
  16 42 -0.108068
  17 42 -1.04906
  18 42 -0.409026
  19 42 -2.67096
  20 42 1.52723
19500 20 840
  1 42 1.28324
  2 42 -0.0156841
  3 42 3.60668
  4 42 -0.329763
  5 42 -1.04452
  6 42 1.17758
  7 42 0.620309
  8 42 0.379509
  9 42 0.533034
  10 42 -0.979527
  11 42 1.24987
  12 42 0.0188147
  13 42 3.21702
  14 42 0.266554
  15 42 -0.0445127
  16 42 -0.638554
  17 42 -1.44526
  18 42 -0.241318
  19 42 0.885626
  20 42 -0.314717
19600 20 840
  1 42 0.397251
  2 42 0.61347
  3 42 1.65893
  4 42 -0.472365
  5 42 0.997101
  6 42 1.9538
  7 42 0.135289
  8 42 -1.24942
  9 42 1.37116
  10 42 -1.79475
  11 42 2.56322
  12 42 1.11392
  13 42 1.763
  14 42 0.935594
  15 42 3.44625
  16 42 1.61771
  17 42 0.208882
  18 42 -0.554696
  19 42 -1.29197
  20 42 1.76469
19700 20 840
  1 42 -1.68937
  2 42 1.7342
  3 42 2.13842
  4 42 0.688308
  5 42 -1.57845
  6 42 0.963422
  7 42 1.20745
  8 42 0.423307
  9 42 -1.18803
  10 42 -0.385574
  11 42 -2.01086
  12 42 -0.745146
  13 42 -1.44099
  14 42 -0.537412
  15 42 2.43262
  16 42 4.06286
  17 42 -1.42894
  18 42 -1.90715
  19 42 1.1706
  20 42 0.785218
19800 20 840
  1 42 -0.608095
  2 42 3.35192
  3 42 0.69352
  4 42 -1.29118
  5 42 1.8941
  6 42 1.12555
  7 42 1.62946
  8 42 -1.53851
  9 42 1.07264
  10 42 -0.583219
  11 42 0.469512
  12 42 1.90187
  13 42 -0.0627918
  14 42 -0.919722
  15 42 0.859943
  16 42 -2.12692
  17 42 0.11264
  18 42 -2.43491
  19 42 0.324353
  20 42 0.977996
19900 20 840
  1 42 -0.166881
  2 42 1.62215
  3 42 1.38513
  4 42 -0.924192
  5 42 1.10525
  6 42 -0.109455
  7 42 -0.787943
  8 42 1.0294
  9 42 1.38675
  10 42 1.11742
  11 42 0.116533
  12 42 0.565033
  13 42 -0.385716
  14 42 -1.34042
  15 42 2.33796
  16 42 -2.05861
  17 42 2.22117
  18 42 -0.054763
  19 42 0.234113
  20 42 -0.395512
20000 20 840
  1 42 -0.0342751
  2 42 -1.05471
  3 42 -3.71485
  4 42 -2.37153
  5 42 2.22295
  6 42 -0.54414
  7 42 0.643738
  8 42 1.77859
  9 42 -0.473405
  10 42 0.55334
  11 42 -2.9692
  12 42 -1.10415
  13 42 -0.66512
  14 42 -1.10726
  15 42 -0.786231
  16 42 0.905205
  17 42 -0.807348
  18 42 -1.88539
  19 42 -1.49315
  20 42 1.19213
20100 20 840
  1 42 0.968624
  2 42 -0.384183
  3 42 -2.89573
  4 42 -0.654939
  5 42 -4.52722
  6 42 0.760256
  7 42 1.46022
  8 42 -0.313526
  9 42 -0.873423
  10 42 1.23144
  11 42 -1.08084
  12 42 -0.712512
  13 42 0.82557
  14 42 0.73478
  15 42 -2.5799
  16 42 0.220713
  17 42 0.538925
  18 42 0.108966
  19 42 0.607964
  20 42 -0.201173
20200 20 840
  1 42 0.38803
  2 42 -0.336918
  3 42 -1.94182
  4 42 -0.632511
  5 42 -0.384185
  6 42 -0.809879
  7 42 -1.93625
  8 42 -1.61668
  9 42 -0.718498
  10 42 -1.45747
  11 42 2.14682
  12 42 1.71282
  13 42 1.10419
  14 42 1.44521
  15 42 -0.0244055
  16 42 0.728013
  17 42 0.27283
  18 42 -1.01279
  19 42 0.129676
  20 42 1.78359
20300 20 840
  1 42 1.16304
  2 42 -0.287693
  3 42 1.35638
  4 42 0.437948
  5 42 -0.567666
  6 42 -0.969358
  7 42 1.003
  8 42 1.11656
  9 42 1.1578
  10 42 -0.403957
  11 42 -0.577018
  12 42 -0.313534
  13 42 0.896159
  14 42 -1.00752
  15 42 -0.990692
  16 42 1.33648
  17 42 -2.03975
  18 42 -1.42672
  19 42 -0.0337235
  20 42 1.09538
20400 20 840
  1 42 1.07386
  2 42 1.08924
  3 42 1.03017
  4 42 0.410161
  5 42 -0.888403
  6 42 -0.71971
  7 42 2.62965
  8 42 0.0913568
  9 42 0.676673
  10 42 -2.49928
  11 42 1.34533
  12 42 1.08288
  13 42 0.402476
  14 42 -0.935218
  15 42 1.50206
  16 42 -2.70336
  17 42 -0.675546
  18 42 -1.45165
  19 42 1.63265
  20 42 0.930976
20500 20 840
  1 42 0.599566
  2 42 0.320475
  3 42 2.88873
  4 42 0.315756
  5 42 -1.42215
  6 42 -1.68319
  7 42 2.66166
  8 42 -0.362251
  9 42 -0.0709472
  10 42 -0.894626
  11 42 2.45135
  12 42 -1.87004
  13 42 0.510378
  14 42 -3.3377
  15 42 -0.308615
  16 42 1.09035
  17 42 2.40024
  18 42 -0.0652984
  19 42 -0.478936
  20 42 -1.83806
20600 20 840
  1 42 0.616728
  2 42 0.137306
  3 42 -0.85263
  4 42 -0.223829
  5 42 0.0616049
  6 42 -0.382668
  7 42 -0.0845581
  8 42 -1.51993
  9 42 -0.368451
  10 42 0.065948
  11 42 -2.66236
  12 42 -0.96643
  13 42 0.209081
  14 42 -0.730128
  15 42 -2.82861
  16 42 1.5405
  17 42 -0.984989
  18 42 -0.610587
  19 42 -1.20282
  20 42 0.0203775
20700 20 840
  1 42 -0.208596
  2 42 1.10953
  3 42 0.97742
  4 42 -0.907219
  5 42 -2.90816
  6 42 0.506536
  7 42 0.645355
  8 42 -0.251489
  9 42 1.09189
  10 42 0.630422
  11 42 1.39624
  12 42 2.78173
  13 42 3.53187
  14 42 -0.301688
  15 42 -2.94998
  16 42 -1.45185
  17 42 -0.661399
  18 42 -0.0863549
  19 42 -0.708691
  20 42 -0.369396
20800 20 840
  1 42 -0.2011
  2 42 -0.954469
  3 42 -0.109589
  4 42 -2.78378
  5 42 -2.59767
  6 42 0.582846
  7 42 -1.48622
  8 42 1.31261
  9 42 -0.915829
  10 42 1.99338
  11 42 -1.03716
  12 42 1.20605
  13 42 1.03108
  14 42 -0.0255253
  15 42 0.389319
  16 42 -1.85862
  17 42 -0.964358
  18 42 0.304655
  19 42 -0.167763
  20 42 1.041
20900 20 840
  1 42 0.809979
  2 42 -2.3185
  3 42 -0.0669735
  4 42 -0.340981
  5 42 -1.14084
  6 42 -0.202594
  7 42 0.380083
  8 42 -0.801021
  9 42 -0.961389
  10 42 -0.406035
  11 42 -1.59945
  12 42 -0.472552
  13 42 -1.52355
  14 42 -1.48492
  15 42 -0.300584
  16 42 0.986681
  17 42 0.283655
  18 42 -0.873291
  19 42 0.358293
  20 42 0.791874
21000 20 840
  1 42 -1.07772
  2 42 1.47909
  3 42 0.0322146
  4 42 -0.133747
  5 42 0.283183
  6 42 1.15111
  7 42 1.75794
  8 42 -1.37982
  9 42 -2.50077
  10 42 0.15926
  11 42 1.884
  12 42 -0.67132
  13 42 -0.138577
  14 42 0.610034
  15 42 1.88098
  16 42 -0.984395
  17 42 0.569972
  18 42 0.246154
  19 42 2.12848
  20 42 -0.052897
21100 20 840
  1 42 0.452548
  2 42 -2.1787
  3 42 -1.79915
  4 42 0.932724
  5 42 -1.36983
  6 42 -1.33746
  7 42 -1.39753
  8 42 -1.37059
  9 42 0.230449
  10 42 -0.982997
  11 42 1.66855
  12 42 0.15082
  13 42 0.225347
  14 42 -1.40724
  15 42 1.43718
  16 42 0.599826
  17 42 1.48965
  18 42 -0.16465
  19 42 0.522332
  20 42 2.24092
21200 20 840
  1 42 1.63153
  2 42 -0.831281
  3 42 0.309707
  4 42 0.487176
  5 42 0.8001
  6 42 -0.204328
  7 42 -1.50129
  8 42 1.45868
  9 42 1.38771
  10 42 0.699706
  11 42 -0.65718
  12 42 0.950454
  13 42 1.00561
  14 42 -0.785546
  15 42 1.58769
  16 42 1.68686
  17 42 -1.13297
  18 42 -1.7421
  19 42 -0.436116
  20 42 0.455398
21300 20 840
  1 42 2.23273
  2 42 0.437011
  3 42 1.08574
  4 42 0.234558
  5 42 -4.4017
  6 42 0.63138
  7 42 -0.355569
  8 42 -1.50045
  9 42 1.23236
  10 42 -0.579107
  11 42 -1.59216
  12 42 2.17129
  13 42 1.72412
  14 42 1.0265
  15 42 -1.28211
  16 42 -1.34344
  17 42 -0.413877
  18 42 1.6376
  19 42 -0.324468
  20 42 -1.48382
21400 20 840
  1 42 0.476152
  2 42 1.37829
  3 42 1.01049
  4 42 -0.125529
  5 42 0.184889
  6 42 -1.75663
  7 42 1.3515
  8 42 -1.88127
  9 42 -0.816151
  10 42 -0.176302
  11 42 -1.16619
  12 42 -0.438669
  13 42 -0.346064
  14 42 0.787033
  15 42 -2.4625
  16 42 -1.25496
  17 42 -0.53799
  18 42 0.328908
  19 42 0.252319
  20 42 -0.686869
21500 20 840
  1 42 -1.77366
  2 42 -0.389883
  3 42 4.46656
  4 42 2.38251
  5 42 -1.83829
  6 42 -0.837474
  7 42 2.07136
  8 42 -1.25474
  9 42 0.88121
  10 42 -0.646885
  11 42 -2.64033
  12 42 0.839462
  13 42 -2.81884
  14 42 -0.786213
  15 42 -1.42856
  16 42 -0.884769
  17 42 0.619003
  18 42 -0.571897
  19 42 1.29914
  20 42 -1.68915
21600 20 840
  1 42 -0.183195
  2 42 1.97529
  3 42 0.594367
  4 42 0.0259026
  5 42 -1.6493
  6 42 -0.555329
  7 42 1.34591
  8 42 0.720331
  9 42 0.053268
  10 42 0.667052
  11 42 0.0412061
  12 42 2.24741
  13 42 0.104329
  14 42 0.754272
  15 42 0.76808
  16 42 -0.0349257
  17 42 0.0156375
  18 42 1.76999
  19 42 1.79366
  20 42 -0.985231
21700 20 840
  1 42 -1.39303
  2 42 1.73827
  3 42 -0.449613
  4 42 0.168052
  5 42 -1.06752
  6 42 -1.29736
  7 42 -2.58043
  8 42 -1.4978
  9 42 0.276478
  10 42 -0.441775
  11 42 -1.57345
  12 42 0.284854
  13 42 0.499323
  14 42 -0.537021
  15 42 1.71098
  16 42 2.35246
  17 42 0.160705
  18 42 0.678456
  19 42 0.725188
  20 42 1.77366
21800 20 840
  1 42 0.687828
  2 42 0.776619
  3 42 -2.49956
  4 42 0.204367
  5 42 0.515606
  6 42 -1.25846
  7 42 -1.00453
  8 42 -1.04458
  9 42 -0.157985
  10 42 0.0944504
  11 42 -4.16224
  12 42 -2.75684
  13 42 -2.62475
  14 42 0.556886
  15 42 0.260419
  16 42 0.352847
  17 42 -0.84593
  18 42 -0.120665
  19 42 0.979277
  20 42 1.75711
21900 20 840
  1 42 0.788038
  2 42 1.61184
  3 42 0.265328
  4 42 1.12275
  5 42 0.89647
  6 42 -0.986297
  7 42 -1.06404
  8 42 -2.97009
  9 42 -0.0472898
  10 42 0.340194
  11 42 1.88558
  12 42 -0.943901
  13 42 -0.508866
  14 42 0.61018
  15 42 1.08123
  16 42 -1.9123
  17 42 0.48854
  18 42 -0.442017
  19 42 1.14408
  20 42 -1.2844
22000 20 840
  1 42 1.33923
  2 42 -0.375082
  3 42 0.353517
  4 42 -0.0578455
  5 42 2.02146
  6 42 -1.27094
  7 42 -3.1028
  8 42 1.09034
  9 42 -2.85513
  10 42 2.18118
  11 42 0.932331
  12 42 -2.11635
  13 42 0.0553239
  14 42 1.7795
  15 42 0.716649
  16 42 -0.14497
  17 42 -0.0244958
  18 42 -1.95604
  19 42 -0.865199
  20 42 0.290946
22100 20 840
  1 42 -0.94722
  2 42 -0.513725
  3 42 0.718726
  4 42 -1.05751
  5 42 -2.04504
  6 42 0.132858
  7 42 -1.03875
  8 42 0.306959
  9 42 -0.790303
  10 42 0.561257
  11 42 1.39178
  12 42 1.3438
  13 42 0.632029
  14 42 -2.36627
  15 42 -1.02854
  16 42 1.31486
  17 42 -0.623011
  18 42 0.792062
  19 42 -1.72778
  20 42 1.9207
22200 20 840
  1 42 -1.56988
  2 42 1.97443
  3 42 0.70909
  4 42 -0.564403
  5 42 -1.34918
  6 42 0.613363
  7 42 1.21029
  8 42 -1.93305
  9 42 -0.715049
  10 42 -2.34668
  11 42 1.26576
  12 42 1.24022
  13 42 -3.62318
  14 42 -1.99858
  15 42 -0.358116
  16 42 -0.498763
  17 42 -0.224967
  18 42 1.09728
  19 42 -1.46914
  20 42 1.02096
22300 20 840
  1 42 -2.12714
  2 42 1.30859
  3 42 1.74036
  4 42 1.3742
  5 42 2.47552
  6 42 -2.17604
  7 42 -2.2303
  8 42 -0.150025
  9 42 -0.216015
  10 42 0.278207
  11 42 0.67833
  12 42 -0.243285
  13 42 -0.253297
  14 42 -1.68098
  15 42 0.51819
  16 42 -1.53768
  17 42 0.0319561
  18 42 -0.083078
  19 42 -1.10397
  20 42 1.03617
22400 20 840
  1 42 0.433753
  2 42 -0.0714581
  3 42 -0.812911
  4 42 1.39566
  5 42 2.4129
  6 42 -1.5718
  7 42 -0.0329969
  8 42 1.23587
  9 42 -0.758258
  10 42 -0.68307
  11 42 -0.829183
  12 42 -2.14493
  13 42 -0.411397
  14 42 -1.29394
  15 42 0.558501
  16 42 -1.18669
  17 42 1.59374
  18 42 -1.63076
  19 42 0.106058
  20 42 0.503241
22500 20 840
  1 42 1.79228
  2 42 -0.0296846
  3 42 -0.0986056
  4 42 -1.64341
  5 42 0.954735
  6 42 1.29222
  7 42 1.57953
  8 42 0.0815506
  9 42 -0.166282
  10 42 0.105999
  11 42 1.2311
  12 42 2.041
  13 42 0.151118
  14 42 0.469925
  15 42 -0.245273
  16 42 -3.34557
  17 42 2.26481
  18 42 -0.302875
  19 42 0.235185
  20 42 -2.41806
22600 20 840
  1 42 2.30696
  2 42 -0.667242
  3 42 -2.12875
  4 42 -1.09369
  5 42 2.44489
  6 42 -2.19671
  7 42 -0.824173
  8 42 -0.769413
  9 42 0.521127
  10 42 -0.703228
  11 42 -1.0706
  12 42 -0.235585
  13 42 -0.0965335
  14 42 -2.73867
  15 42 1.99995
  16 42 0.817281
  17 42 -0.301645
  18 42 -1.35671
  19 42 0.188506
  20 42 -0.0862429
22700 20 840
  1 42 -0.505669
  2 42 -0.797349
  3 42 2.54277
  4 42 -0.683764
  5 42 -3.31293
  6 42 -0.312775
  7 42 -1.58036
  8 42 1.30598
  9 42 -2.37638
  10 42 0.0190609
  11 42 -2.76839
  12 42 -0.224102
  13 42 -0.210022
  14 42 1.38487
  15 42 -2.00061
  16 42 1.13572
  17 42 -0.964405
  18 42 -0.331734
  19 42 0.560281
  20 42 2.17043
22800 20 840
  1 42 -1.48554
  2 42 -0.373713
  3 42 0.962266
  4 42 0.382332
  5 42 -3.16783
  6 42 2.16812
  7 42 0.872054
  8 42 0.455279
  9 42 -1.88535
  10 42 -2.61585
  11 42 1.00835
  12 42 -0.525844
  13 42 -1.93974
  14 42 3.07435
  15 42 -0.148404
  16 42 -2.18885
  17 42 -0.259012
  18 42 1.25847
  19 42 2.13411
  20 42 -0.345842
22900 20 840
  1 42 -1.26959
  2 42 -0.421975
  3 42 0.720663
  4 42 -0.12826
  5 42 0.771301
  6 42 -0.917247
  7 42 0.247765
  8 42 -0.196449
  9 42 -0.838901
  10 42 -1.61668
  11 42 -1.98963
  12 42 1.1827
  13 42 -0.971732
  14 42 -0.9007
  15 42 1.8929
  16 42 0.707513
  17 42 -0.193345
  18 42 -0.220647
  19 42 -0.86054
  20 42 1.25169
23000 20 840
  1 42 1.19109
  2 42 2.39276
  3 42 -0.67819
  4 42 -0.497931
  5 42 1.22799
  6 42 -0.0527171
  7 42 2.31137
  8 42 -1.12853
  9 42 0.711231
  10 42 -1.15035
  11 42 0.440225
  12 42 1.33736
  13 42 -1.33051
  14 42 -0.481808
  15 42 2.28676
  16 42 1.67994
  17 42 0.146167
  18 42 -0.27169
  19 42 -0.530346
  20 42 0.636966
23100 20 840
  1 42 1.04817
  2 42 -0.900109
  3 42 2.53639
  4 42 0.505125
  5 42 -0.921522
  6 42 -0.297151
  7 42 -0.791171
  8 42 0.0465247
  9 42 0.0614603
  10 42 1.85577
  11 42 3.14974
  12 42 1.40453
  13 42 -0.17021
  14 42 0.368653
  15 42 1.67541
  16 42 -0.13232
  17 42 1.44593
  18 42 1.30073
  19 42 -0.339013
  20 42 0.933495
23200 20 840
  1 42 0.619662
  2 42 -2.20527
  3 42 3.40547
  4 42 0.77822
  5 42 0.59142
  6 42 -1.40289
  7 42 -0.0798476
  8 42 2.59375
  9 42 0.166734
  10 42 -0.591555
  11 42 2.10825
  12 42 -0.763996
  13 42 -0.701381
  14 42 0.218657
  15 42 0.315103
  16 42 0.361727
  17 42 -1.06171
  18 42 -0.540286
  19 42 -0.724185
  20 42 1.20437
23300 20 840
  1 42 0.13704
  2 42 -1.64388
  3 42 -0.171636
  4 42 0.0558301
  5 42 0.698759
  6 42 -0.629274
  7 42 1.15722
  8 42 2.4923
  9 42 1.86124
  10 42 -0.0435354
  11 42 -4.42229
  12 42 -1.11163
  13 42 1.23024
  14 42 1.94666
  15 42 -1.86467
  16 42 2.06068
  17 42 -1.09328
  18 42 -0.0518459
  19 42 -1.86655
  20 42 0.394236
23400 20 840
  1 42 0.75317
  2 42 0.466804
  3 42 -3.37039
  4 42 -0.811139
  5 42 -2.47873
  6 42 -0.714114
  7 42 0.259891
  8 42 0.351659
  9 42 -1.45005
  10 42 -0.358054
  11 42 -0.614299
  12 42 1.7536
  13 42 1.10442
  14 42 0.945561
  15 42 0.522207
  16 42 0.881175
  17 42 -0.522859
  18 42 0.132551
  19 42 -0.561335
  20 42 0.103593
23500 20 840
  1 42 -0.533943
  2 42 -1.47141
  3 42 -1.34722
  4 42 0.207343
  5 42 -0.830419
  6 42 0.538124
  7 42 0.23515
  8 42 -0.00270601
  9 42 -1.01324
  10 42 -1.62812
  11 42 -1.80902
  12 42 -0.495858
  13 42 -0.978356
  14 42 -0.954683
  15 42 0.827843
  16 42 2.07746
  17 42 0.290313
  18 42 0.66862
  19 42 -2.24361
  20 42 3.00731
23600 20 840
  1 42 0.376968
  2 42 1.11097
  3 42 0.793249
  4 42 -0.936626
  5 42 0.325811
  6 42 -0.285779
  7 42 0.901323
  8 42 1.07151
  9 42 1.00615
  10 42 0.0131543
  11 42 4.31051
  12 42 -0.680283
  13 42 -0.0193028
  14 42 0.0601996
  15 42 -1.07399
  16 42 0.245027
  17 42 -1.96307
  18 42 -1.16965
  19 42 1.1081
  20 42 -0.983057
23700 20 840
  1 42 -0.97472
  2 42 1.36248
  3 42 0.336774
  4 42 -0.0564679
  5 42 2.75297
  6 42 0.885777
  7 42 2.08803
  8 42 0.20685
  9 42 1.90122
  10 42 -1.54271
  11 42 3.34537
  12 42 -1.28572
  13 42 0.932542
  14 42 -1.49821
  15 42 -2.10052
  16 42 -2.51712
  17 42 1.69957
  18 42 1.88384
  19 42 -0.216062
  20 42 -0.986537
23800 20 840
  1 42 1.34
  2 42 -2.56233
  3 42 1.84864
  4 42 1.0454
  5 42 1.24688
  6 42 -0.908918
  7 42 -0.719434
  8 42 -0.99709
  9 42 0.31305
  10 42 0.97901
  11 42 -1.27319
  12 42 -0.810202
  13 42 0.257309
  14 42 -4.28487
  15 42 -2.29648
  16 42 -1.49168
  17 42 0.0992178
  18 42 2.2703
  19 42 -1.80028
  20 42 1.17384
23900 20 840
  1 42 -1.49186
  2 42 -1.04957
  3 42 0.812777
  4 42 -1.08193
  5 42 -2.97573
  6 42 -2.31926
  7 42 0.489909
  8 42 0.322319
  9 42 -0.994275
  10 42 -0.830505
  11 42 -1.57848
  12 42 0.356324
  13 42 -0.819975
  14 42 -0.868382
  15 42 -1.64642
  16 42 -0.151582
  17 42 0.444272
  18 42 1.86843
  19 42 -0.664878
  20 42 1.82536
24000 20 840
  1 42 -0.286602
  2 42 -1.72828
  3 42 0.0578798
  4 42 -1.41287
  5 42 -1.57098
  6 42 -2.77574
  7 42 0.371721
