# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
  7 32 -0.70512
  8 32 0.945026
  9 32 0.767676
  10 32 -1.77647
  11 32 -0.756468
  12 32 -0.210722
  13 32 0.783791
  14 32 -0.340749
  15 32 -0.277303
  16 32 -0.57826
  17 32 0.432089
  18 32 0.046257
  19 32 -0.41902
  20 32 1.79172
24800 20 640
  1 32 -0.465064
  2 32 0.591935
  3 32 -0.341646
  4 32 -0.583785
  5 32 0.489269
  6 32 0.387801
  7 32 0.226177
  8 32 1.12874
  9 32 1.00309
  10 32 -2.00795
  11 32 -1.01829
  12 32 -0.57058
  13 32 1.05091
  14 32 -0.172231
  15 32 -0.0808427
  16 32 -0.692947
  17 32 -0.170715
  18 32 0.321372
  19 32 0.0165474
  20 32 2.13121
24900 20 640
  1 32 -0.7028
  2 32 0.199262
  3 32 -0.536503
  4 32 -0.658833
  5 32 0.272634
  6 32 0.288636
  7 32 1.436
  8 32 1.49833
  9 32 1.05152
  10 32 -1.75759
  11 32 -1.3536
  12 32 -0.739848
  13 32 1.4088
  14 32 0.079339
  15 32 0.098682
  16 32 -0.748923
  17 32 0.00926785
  18 32 0.405854
  19 32 0.149898
  20 32 1.94165
25000 20 640
  1 32 -0.888307
  2 32 0.0632532
  3 32 -0.675648
  4 32 -0.343036
  5 32 0.304046
  6 32 0.0827616
  7 32 2.49179
  8 32 1.36811
  9 32 0.878321
  10 32 -1.13742
  11 32 -1.28174
  12 32 -0.468196
  13 32 1.20332
  14 32 0.619384
  15 32 0.261738
  16 32 -0.406659
  17 32 -0.0194944
  18 32 0.0465155
  19 32 0.459473
  20 32 1.35663
25100 20 640
  1 32 -0.831706
  2 32 0.514813
  3 32 -0.900631
  4 32 -0.430931
  5 32 -0.0222119
  6 32 -0.192938
  7 32 2.61833
  8 32 1.07714
  9 32 0.14268
  10 32 -0.445307
  11 32 -0.783353
  12 32 0.0782393
  13 32 0.731074
  14 32 0.808802
  15 32 -0.0621208
  16 32 -0.143194
  17 32 -0.140855
  18 32 -0.0322181
  19 32 0.308286
  20 32 0.507531
25200 20 640
  1 32 -0.656746
  2 32 0.279002
  3 32 -1.41833
  4 32 -0.503961
  5 32 -0.289582
  6 32 -0.0203823
  7 32 2.22655
  8 32 0.607957
  9 32 -0.681414
  10 32 0.0173639
  11 32 -0.829239
  12 32 0.159493
  13 32 0.0900163
  14 32 1.28399
  15 32 -0.0264727
  16 32 0.57262
  17 32 -0.116827
  18 32 -0.30488
  19 32 0.457657
  20 32 -0.666764
25300 20 640
  1 32 -0.530467
  2 32 0.0126943
  3 32 -1.34495
  4 32 -0.369694
  5 32 -0.792387
  6 32 -0.586064
  7 32 1.25779
  8 32 -0.150649
  9 32 -0.875976
  10 32 1.00405
  11 32 0.308567
  12 32 0.343066
  13 32 -0.24304
  14 32 1.11277
  15 32 -0.123734
  16 32 0.96425
  17 32 0.240856
  18 32 -0.560816
  19 32 0.503727
  20 32 -1.50811
25400 20 640
  1 32 -0.603819
  2 32 0.0264336
  3 32 -1.03635
  4 32 -0.338647
  5 32 -1.01795
  6 32 -0.510924
  7 32 0.288212
  8 32 -1.03788
  9 32 -0.683044
  10 32 1.32233
  11 32 0.764488
  12 32 0.682038
  13 32 -1.00456
  14 32 0.549503
  15 32 0.487207
  16 32 1.02263
  17 32 0.58328
  18 32 -0.935567
  19 32 0.42228
  20 32 -2.2773
25500 20 640
  1 32 -0.156384
  2 32 -0.281777
  3 32 -0.674785
  4 32 -0.104816
  5 32 -0.919954
  6 32 -0.615534
  7 32 -0.914136
  8 32 -2.0291
  9 32 -0.291592
  10 32 1.50944
  11 32 1.24867
  12 32 0.994469
  13 32 -2.00877
  14 32 -0.147896
  15 32 0.707115
  16 32 0.922448
  17 32 0.695111
  18 32 -0.898457
  19 32 0.274848
  20 32 -2.37437
25600 20 640
  1 32 0.219125
  2 32 -0.47534
  3 32 0.107794
  4 32 -0.0923012
  5 32 -0.77376
  6 32 -0.566389
  7 32 -1.80873
  8 32 -2.17745
  9 32 -0.419897
  10 32 1.24551
  11 32 1.10428
  12 32 0.815856
  13 32 -1.99418
  14 32 -0.386553
  15 32 0.746986
  16 32 1.00975
  17 32 0.316066
  18 32 -0.687414
  19 32 0.274129
  20 32 -1.85966
25700 20 640
  1 32 0.489136
  2 32 -0.388127
  3 32 0.283245
  4 32 0.0541665
  5 32 -0.804712
  6 32 -0.684455
  7 32 -2.45274
  8 32 -2.08278
  9 32 -0.485408
  10 32 0.603328
  11 32 0.660723
  12 32 0.594698
  13 32 -1.47187
  14 32 -1.18185
  15 32 1.5314
  16 32 1.06855
  17 32 0.438404
  18 32 -0.595949
  19 32 0.284612
  20 32 -1.04813
25800 20 640
  1 32 0.598163
  2 32 -0.566842
  3 32 0.708748
  4 32 0.643488
  5 32 -0.142023
  6 32 -0.198658
  7 32 -2.59689
  8 32 -2.20069
  9 32 -0.548496
  10 32 0.070117
  11 32 0.651436
  12 32 0.552786
  13 32 -0.678703
  14 32 -1.27683
  15 32 1.72358
  16 32 0.729443
  17 32 0.382495
  18 32 -0.206598
  19 32 -0.27578
  20 32 -0.592256
25900 20 640
  1 32 0.378415
  2 32 -0.686048
  3 32 0.950243
  4 32 0.114442
  5 32 0.385305
  6 32 0.377654
  7 32 -1.88107
  8 32 -0.760211
  9 32 -0.119712
  10 32 -0.511064
  11 32 0.585062
  12 32 0.235779
  13 32 -0.359714
  14 32 -1.66963
  15 32 1.04509
  16 32 0.31578
  17 32 0.177157
  18 32 0.0397294
  19 32 -0.651178
  20 32 0.546979
26000 20 640
  1 32 0.553637
  2 32 0.0111525
  3 32 1.11512
  4 32 0.143259
  5 32 1.17149
  6 32 0.32893
  7 32 -0.900359
  8 32 -0.0288503
  9 32 -0.0300722
  10 32 -0.758458
  11 32 -0.437813
  12 32 -0.0139791
  13 32 0.385491
  14 32 -1.21484
  15 32 -0.00527069
  16 32 -0.27843
  17 32 -0.564389
  18 32 0.0798385
  19 32 -0.791894
  20 32 1.25106
26100 20 640
  1 32 0.639578
  2 32 -0.476921
  3 32 1.03253
  4 32 0.52919
  5 32 1.73445
  6 32 0.193457
  7 32 0.155786
  8 32 1.30907
  9 32 0.0990093
  10 32 -1.07318
  11 32 -1.17659
  12 32 -0.330339
  13 32 0.877188
  14 32 -0.842396
  15 32 -0.0994248
  16 32 -0.861148
  17 32 -0.261498
  18 32 0.122431
  19 32 -0.0888001
  20 32 1.82683
26200 20 640
  1 32 0.243946
  2 32 -0.236131
  3 32 0.645907
  4 32 0.0525251
  5 32 1.86947
  6 32 0.370022
  7 32 1.1699
  8 32 1.98043
  9 32 0.35431
  10 32 -1.14264
  11 32 -1.24159
  12 32 -0.644785
  13 32 1.08059
  14 32 -0.00483413
  15 32 -0.168308
  16 32 -1.48408
  17 32 -0.154498
  18 32 0.0282974
  19 32 0.0903001
  20 32 2.01762
26300 20 640
  1 32 -0.289498
  2 32 -0.293866
  3 32 0.437753
  4 32 -0.407935
  5 32 1.50374
  6 32 0.180439
  7 32 1.90931
  8 32 2.35495
  9 32 0.361222
  10 32 -0.827557
  11 32 -1.03016
  12 32 -1.05579
  13 32 0.962036
  14 32 0.517281
  15 32 0.557486
  16 32 -1.47889
  17 32 -0.0322167
  18 32 0.0338279
  19 32 0.302783
  20 32 1.01889
26400 20 640
  1 32 -0.095294
  2 32 -0.244773
  3 32 0.34985
  4 32 -0.687574
  5 32 0.794741
  6 32 0.0255905
  7 32 2.2581
  8 32 2.17808
  9 32 0.115318
  10 32 -0.127567
  11 32 -1.08512
  12 32 -0.842552
  13 32 0.835382
  14 32 1.16283
  15 32 1.29476
  16 32 -1.20678
  17 32 0.159023
  18 32 -0.0889516
  19 32 0.228404
  20 32 0.463292
26500 20 640
  1 32 -0.100821
  2 32 -0.184563
  3 32 0.280011
  4 32 -0.433344
  5 32 0.214128
  6 32 -0.108988
  7 32 1.73113
  8 32 1.22875
  9 32 0.375595
  10 32 0.404947
  11 32 -0.580139
  12 32 -0.658655
  13 32 0.288593
  14 32 1.49187
  15 32 1.59749
  16 32 -0.916989
  17 32 0.134404
  18 32 0.0737932
  19 32 0.0177874
  20 32 -0.110739
26600 20 640
  1 32 -0.543799
  2 32 0.0497964
  3 32 -0.149216
  4 32 0.0148637
  5 32 -0.392231
  6 32 -0.591821
  7 32 0.891691
  8 32 0.61401
  9 32 0.723855
  10 32 0.592232
  11 32 0.280709
  12 32 -0.390953
  13 32 -0.292513
  14 32 1.65836
  15 32 1.45266
  16 32 -0.42439
  17 32 -0.0512217
  18 32 0.198721
  19 32 0.473025
  20 32 -0.861224
26700 20 640
  1 32 -0.678698
  2 32 0.273937
  3 32 -0.400799
  4 32 0.280288
  5 32 -1.39012
  6 32 -0.651702
  7 32 0.0260549
  8 32 -0.128666
  9 32 0.691229
  10 32 0.994485
  11 32 0.588466
  12 32 -0.120269
  13 32 -0.221405
  14 32 1.24112
  15 32 1.14893
  16 32 -0.125808
  17 32 -0.261063
  18 32 0.219518
  19 32 0.557683
  20 32 -1.48542
26800 20 640
  1 32 -0.661451
  2 32 0.246707
  3 32 -0.398241
  4 32 0.57818
  5 32 -1.71083
  6 32 -0.728248
  7 32 -0.916188
  8 32 -0.983651
  9 32 0.0666024
  10 32 1.20994
  11 32 0.175391
  12 32 0.243646
  13 32 -0.46201
  14 32 0.631658
  15 32 0.422472
  16 32 0.1131
  17 32 -0.742433
  18 32 0.214711
  19 32 0.290865
  20 32 -1.30302
26900 20 640
  1 32 -0.537041
  2 32 0.363852
  3 32 -0.318258
  4 32 0.277774
  5 32 -1.59116
  6 32 -0.653982
  7 32 -1.61173
  8 32 -1.56646
  9 32 0.458081
  10 32 0.812322
  11 32 0.674217
  12 32 0.246896
  13 32 -1.08013
  14 32 0.0608271
  15 32 -0.977379
  16 32 0.391776
  17 32 -0.970332
  18 32 0.414495
  19 32 0.271311
  20 32 -0.763023
27000 20 640
  1 32 -0.556319
  2 32 0.444416
  3 32 -0.383028
  4 32 -0.166836
  5 32 -1.46115
  6 32 -0.417516
  7 32 -1.92748
  8 32 -1.57343
  9 32 1.29393
  10 32 0.629137
  11 32 0.548797
  12 32 0.600579
  13 32 -0.919325
  14 32 -0.699702
  15 32 -1.83208
  16 32 0.760682
  17 32 -1.21629
  18 32 0.513062
  19 32 0.48016
  20 32 -0.631648
27100 20 640
  1 32 -0.175757
  2 32 0.142913
  3 32 -0.830764
  4 32 -0.321478
  5 32 -1.19014
  6 32 -0.132429
  7 32 -1.71606
  8 32 -0.79677
  9 32 0.89253
  10 32 -0.0962075
  11 32 0.467174
  12 32 0.140605
  13 32 -0.521563
  14 32 -1.04406
  15 32 -2.15376
  16 32 0.361191
  17 32 -1.361
  18 32 0.643608
  19 32 0.17642
  20 32 -0.49569
27200 20 640
  1 32 0.0225459
  2 32 0.478394
  3 32 -1.08857
  4 32 -0.468291
  5 32 -0.558355
  6 32 -0.0786041
  7 32 -0.998537
  8 32 -0.610969
  9 32 0.0229241
  10 32 -0.384169
  11 32 0.104071
  12 32 -0.161178
  13 32 0.0498916
  14 32 -1.2999
  15 32 -2.75944
  16 32 0.314421
  17 32 -1.20642
  18 32 0.518015
  19 32 0.279768
  20 32 0.0949959
27300 20 640
  1 32 0.116932
  2 32 0.916966
  3 32 -1.13113
  4 32 -0.506696
  5 32 -0.107922
  6 32 0.477044
  7 32 -0.275885
  8 32 -0.119145
  9 32 -0.544074
  10 32 -1.00921
  11 32 -0.0319609
  12 32 -0.268569
  13 32 0.925068
  14 32 -0.761999
  15 32 -2.04121
  16 32 0.161033
  17 32 -0.508308
  18 32 0.410276
  19 32 -0.0203155
  20 32 0.699657
27400 20 640
  1 32 -0.0567171
  2 32 0.391943
  3 32 -0.933175
  4 32 -0.423887
  5 32 0.558656
  6 32 0.635445
  7 32 0.635923
  8 32 0.345549
  9 32 -0.716606
  10 32 -1.60863
  11 32 -0.418315
  12 32 -0.502042
  13 32 1.13126
  14 32 -0.700432
  15 32 -0.341956
  16 32 -0.195483
  17 32 0.216223
  18 32 0.0139617
  19 32 -0.137888
  20 32 0.87355
27500 20 640
  1 32 0.310561
  2 32 0.107673
  3 32 -0.515278
  4 32 -0.341662
  5 32 0.832128
  6 32 0.588257
  7 32 1.49278
  8 32 0.770033
  9 32 -1.27907
  10 32 -1.37505
  11 32 -0.178993
  12 32 -0.328407
  13 32 1.04963
  14 32 -0.757373
  15 32 1.03112
  16 32 -0.388553
  17 32 0.882034
  18 32 -0.238071
  19 32 -0.426949
  20 32 0.995979
27600 20 640
  1 32 0.450053
  2 32 0.0011366
  3 32 -0.174799
  4 32 0.111845
  5 32 0.347381
  6 32 0.282719
  7 32 1.89547
  8 32 1.39886
  9 32 -1.42081
  10 32 -1.06305
  11 32 -0.324645
  12 32 -0.413982
  13 32 0.76877
  14 32 -0.476429
  15 32 2.78032
  16 32 -0.212989
  17 32 1.38839
  18 32 -0.305834
  19 32 -0.634812
  20 32 0.730658
27700 20 640
  1 32 -0.103768
  2 32 -0.142552
  3 32 -0.0649739
  4 32 0.347431
  5 32 0.303206
  6 32 0.231703
  7 32 2.07702
  8 32 1.14788
  9 32 -1.2656
  10 32 -0.769464
  11 32 -0.297149
  12 32 0.0573045
  13 32 0.484402
  14 32 0.389535
  15 32 4.11093
  16 32 0.0884681
  17 32 1.71649
  18 32 -0.538591
  19 32 -0.604797
  20 32 0.668351
27800 20 640
  1 32 -0.067599
  2 32 -0.231406
  3 32 0.621134
  4 32 0.191666
  5 32 0.330996
  6 32 0.140992
  7 32 1.47221
  8 32 0.571526
  9 32 -0.486004
  10 32 -0.27213
  11 32 -0.478713
  12 32 0.175038
  13 32 -0.113768
  14 32 0.38375
  15 32 4.43343
  16 32 0.118138
  17 32 1.38997
  18 32 -0.390787
  19 32 -0.611714
  20 32 0.297894
27900 20 640
  1 32 0.199403
  2 32 -0.110719
  3 32 1.03392
  4 32 0.305824
  5 32 -0.100072
  6 32 0.213596
  7 32 0.795958
  8 32 0.344526
  9 32 0.455318
  10 32 0.296222
  11 32 -0.439113
  12 32 0.436581
  13 32 -1.17063
  14 32 0.261268
  15 32 3.54237
  16 32 0.289184
  17 32 1.14967
  18 32 -0.449897
  19 32 -0.252762
  20 32 0.233841
28000 20 640
  1 32 0.530851
  2 32 -0.586045
  3 32 1.10871
  4 32 0.465113
  5 32 -0.0225201
  6 32 0.389852
  7 32 -0.461903
  8 32 -0.965938
  9 32 0.50157
  10 32 1.10509
  11 32 -0.569344
  12 32 0.31765
  13 32 -1.91579
  14 32 0.305271
  15 32 2.19343
  16 32 0.696154
  17 32 0.57849
  18 32 -0.173958
  19 32 0.274454
  20 32 0.190579
28100 20 640
  1 32 0.438634
  2 32 -0.850382
  3 32 0.848349
  4 32 0.567294
  5 32 0.627976
  6 32 0.216189
  7 32 -1.43754
  8 32 -1.41803
  9 32 0.94324
  10 32 2.19362
  11 32 0.0809517
  12 32 0.82507
  13 32 -1.79273
  14 32 0.233139
  15 32 0.172062
  16 32 0.998229
  17 32 -0.350863
  18 32 0.00179582
  19 32 0.576108
  20 32 0.13461
28200 20 640
  1 32 0.300581
  2 32 -1.00259
  3 32 0.254347
  4 32 0.104628
  5 32 0.548448
  6 32 0.207227
  7 32 -2.02222
  8 32 -2.0015
  9 32 0.635433
  10 32 1.4019
  11 32 0.00470364
  12 32 1.22284
  13 32 -1.81574
  14 32 -0.145978
  15 32 -2.33076
  16 32 1.14809
  17 32 -0.916765
  18 32 0.0496562
  19 32 0.0102964
  20 32 0.0811037
28300 20 640
  1 32 0.449691
  2 32 -0.743227
  3 32 -0.355362
  4 32 -0.0824375
  5 32 -0.354174
  6 32 -0.0682879
  7 32 -2.14197
  8 32 -2.15181
  9 32 0.514322
  10 32 0.979042
  11 32 -0.0547532
  12 32 1.27187
  13 32 -1.26423
  14 32 -0.37702
  15 32 -4.31646
  16 32 1.20479
  17 32 -1.09817
  18 32 -0.00973443
  19 32 -0.17515
  20 32 -0.548103
28400 20 640
  1 32 0.550245
  2 32 -0.490439
  3 32 -1.20639
  4 32 -0.141494
  5 32 -0.128762
  6 32 0.172657
  7 32 -2.2723
  8 32 -1.94099
  9 32 0.219747
  10 32 0.454359
  11 32 0.037891
  12 32 0.733189
  13 32 -0.76843
  14 32 -0.540638
  15 32 -5.62295
  16 32 0.723728
  17 32 -0.914889
  18 32 -0.053419
  19 32 -0.0330058
  20 32 -0.409391
28500 20 640
  1 32 0.141673
  2 32 -0.547308
  3 32 -1.47698
  4 32 -0.569351
  5 32 0.216211
  6 32 0.355665
  7 32 -1.90294
  8 32 -1.45482
  9 32 -0.108964
  10 32 -0.0995283
  11 32 0.106168
  12 32 -0.351147
  13 32 0.299317
  14 32 -0.315016
  15 32 -5.12781
  16 32 0.0688949
  17 32 -0.707353
  18 32 -0.19164
  19 32 -0.286438
  20 32 0.00537457
28600 20 640
  1 32 0.0750315
  2 32 -0.105971
  3 32 -1.67848
  4 32 -1.02278
  5 32 0.587511
  6 32 0.133453
  7 32 -1.17348
  8 32 -0.328179
  9 32 0.0276473
  10 32 -0.918707
  11 32 0.188868
  12 32 -0.649794
  13 32 0.544486
  14 32 -0.0687749
  15 32 -3.7972
  16 32 -0.349619
  17 32 -0.354917
  18 32 -0.28847
  19 32 -0.494928
  20 32 0.0682301
28700 20 640
  1 32 -0.368293
  2 32 0.60432
  3 32 -1.41018
  4 32 -1.08847
  5 32 0.954699
  6 32 -0.039931
  7 32 -0.1249
  8 32 0.986061
  9 32 -0.112065
  10 32 -1.76841
  11 32 0.489651
  12 32 -1.10605
  13 32 1.55437
  14 32 -0.35706
  15 32 -2.01817
  16 32 -1.05869
  17 32 -0.117551
  18 32 -0.276827
  19 32 -0.423418
  20 32 0.0885743
28800 20 640
  1 32 -0.608942
  2 32 0.900719
  3 32 -0.591021
  4 32 -0.983954
  5 32 0.98888
  6 32 -0.234814
  7 32 0.911753
  8 32 1.26806
  9 32 0.293374
  10 32 -1.77556
  11 32 0.683593
  12 32 -1.02975
  13 32 1.59739
  14 32 -0.0221497
  15 32 0.157183
  16 32 -0.739435
  17 32 -0.0649227
  18 32 -0.305431
  19 32 -0.529538
  20 32 0.369117
28900 20 640
  1 32 -0.69729
  2 32 1.43903
  3 32 0.424374
  4 32 -0.254742
  5 32 1.05008
  6 32 -0.28229
  7 32 1.25249
  8 32 1.91394
  9 32 0.607098
  10 32 -1.58888
  11 32 0.560617
  12 32 -0.748946
  13 32 1.4963
  14 32 0.2856
  15 32 2.338
  16 32 -0.610133
  17 32 0.21046
  18 32 -0.271246
  19 32 -0.244399
  20 32 0.349892
29000 20 640
  1 32 -0.947298
  2 32 1.24797
  3 32 1.25634
  4 32 0.14797
  5 32 0.53595
  6 32 -0.472241
  7 32 1.6002
  8 32 2.00494
  9 32 1.02179
  10 32 -1.23972
  11 32 0.577767
  12 32 -0.935698
  13 32 0.992104
  14 32 -0.0494163
  15 32 4.05762
  16 32 -0.896595
  17 32 0.253261
  18 32 -0.0619209
  19 32 0.294429
  20 32 0.296652
29100 20 640
  1 32 -0.568258
  2 32 1.26438
  3 32 2.23369
  4 32 0.525728
  5 32 0.400725
  6 32 -0.594138
  7 32 1.5067
  8 32 2.03243
  9 32 0.667805
  10 32 -0.477041
  11 32 0.348919
  12 32 -0.191095
  13 32 0.695073
  14 32 -0.402705
  15 32 4.50235
  16 32 -0.970629
  17 32 0.110843
  18 32 -0.0942516
  19 32 0.607016
  20 32 0.170822
29200 20 640
  1 32 -0.19066
  2 32 0.796944
  3 32 2.46125
  4 32 1.02934
  5 32 -0.322963
  6 32 -0.802128
  7 32 1.19231
  8 32 0.922643
  9 32 0.0595802
  10 32 0.490222
  11 32 0.113881
  12 32 -0.302953
  13 32 -0.245563
  14 32 -0.831509
  15 32 3.86114
  16 32 -0.707416
  17 32 0.271753
  18 32 0.449774
  19 32 0.748178
  20 32 -0.12374
29300 20 640
  1 32 -0.108514
  2 32 0.178906
  3 32 2.04327
  4 32 0.994551
  5 32 -1.01154
  6 32 -0.652347
  7 32 0.850171
  8 32 0.407647
  9 32 -0.520322
  10 32 1.01855
  11 32 -0.232451
  12 32 0.0766546
  13 32 -1.50267
  14 32 -0.419202
  15 32 3.05349
  16 32 -0.220059
  17 32 -0.162712
  18 32 0.599636
  19 32 0.85847
  20 32 -0.57727
29400 20 640
  1 32 -0.246503
  2 32 -0.549364
  3 32 1.58141
  4 32 0.676031
  5 32 -1.75171
  6 32 -0.527926
  7 32 0.158299
  8 32 -0.413655
  9 32 -1.81681
  10 32 1.67521
  11 32 -1.19617
  12 32 0.480336
  13 32 -1.32372
  14 32 -0.487966
  15 32 1.40166
  16 32 -0.0281605
  17 32 -0.149474
  18 32 0.415283
  19 32 0.772569
  20 32 -0.554476
29500 20 640
  1 32 0.0339893
  2 32 -1.31724
  3 32 0.221439
  4 32 0.38089
  5 32 -2.13341
  6 32 -0.247183
  7 32 -0.563821
  8 32 -0.466535
  9 32 -2.00013
  10 32 1.28178
  11 32 -1.43859
  12 32 0.621841
  13 32 -1.64951
  14 32 -0.15592
  15 32 -1.28274
  16 32 0.395308
  17 32 -0.102391
  18 32 0.323489
  19 32 0.113866
  20 32 -0.377642
29600 20 640
  1 32 0.468512
  2 32 -2.05676
  3 32 -1.00679
  4 32 -0.0226334
  5 32 -2.3596
  6 32 0.014124
  7 32 -1.15999
  8 32 -1.01353
  9 32 -2.29303
  10 32 0.818284
  11 32 -1.54911
  12 32 0.753931
  13 32 -1.47013
  14 32 -0.300081
  15 32 -3.7296
  16 32 0.393274
  17 32 -0.552943
  18 32 0.537281
  19 32 -0.274579
  20 32 -0.126442
29700 20 640
  1 32 0.354834
  2 32 -2.0144
  3 32 -1.98708
  4 32 -0.471341
  5 32 -1.63648
  6 32 0.0477473
  7 32 -1.26108
  8 32 -1.58219
  9 32 -1.50848
  10 32 0.448032
  11 32 -1.49055
  12 32 0.243422
  13 32 -0.985782
  14 32 -0.257527
  15 32 -5.93714
  16 32 -0.0284612
  17 32 -0.905133
  18 32 0.602549
  19 32 -0.448988
  20 32 -0.421586
29800 20 640
  1 32 0.420174
  2 32 -1.75688
  3 32 -2.61433
  4 32 -0.872761
  5 32 -0.133255
  6 32 -0.136779
  7 32 -0.774234
  8 32 -0.860142
  9 32 -0.565472
  10 32 -0.248062
  11 32 -0.818894
  12 32 -0.0379989
  13 32 -0.52087
  14 32 0.20615
  15 32 -6.49294
  16 32 -0.187161
  17 32 -0.593179
  18 32 0.300417
  19 32 -1.00321
  20 32 -0.517085
29900 20 640
  1 32 0.706979
  2 32 -1.87435
  3 32 -3.03189
  4 32 -1.30376
  5 32 0.845915
  6 32 -0.0674673
  7 32 -0.961208
  8 32 -0.0292602
  9 32 0.212324
  10 32 -0.954791
  11 32 0.0394839
  12 32 -0.115054
  13 32 0.355822
  14 32 0.465986
  15 32 -6.38511
  16 32 -0.59771
  17 32 -0.460765
  18 32 0.0950644
  19 32 -1.29347
  20 32 -0.152374
30000 20 640
  1 32 0.38111
  2 32 -1.02165
  3 32 -2.51252
  4 32 -1.41554
  5 32 1.79272
  6 32 0.00454435
  7 32 -0.615694
  8 32 0.225969
  9 32 1.8293
  10 32 -1.46711
  11 32 0.395657
  12 32 -0.0929789
  13 32 0.888832
  14 32 0.690776
  15 32 -4.00887
  16 32 -0.426092
  17 32 -0.455922
  18 32 0.0595593
  19 32 -1.2763
  20 32 -0.230321
30100 20 640
  1 32 0.300931
  2 32 0.129827
  3 32 -0.936953
  4 32 -0.867194
  5 32 2.40533
  6 32 -0.1053
  7 32 -0.00631059
  8 32 0.573256
  9 32 2.37216
  10 32 -1.58901
  11 32 1.11692
  12 32 -0.328324
  13 32 1.70488
  14 32 0.699498
  15 32 -1.07441
  16 32 -0.418867
  17 32 0.207734
  18 32 -0.174487
  19 32 -1.45547
  20 32 -0.423139
30200 20 640
  1 32 0.508397
  2 32 0.931685
  3 32 -0.152638
  4 32 -0.266487
  5 32 3.02711
  6 32 -0.40847
  7 32 0.552961
  8 32 1.31992
  9 32 3.08783
  10 32 -1.46282
  11 32 1.19059
  12 32 -0.633141
  13 32 1.44807
  14 32 0.646943
  15 32 1.22502
  16 32 -0.337138
  17 32 0.619793
  18 32 -0.238751
  19 32 -0.984898
  20 32 -0.302701
30300 20 640
  1 32 0.40537
  2 32 1.38942
  3 32 1.27258
  4 32 0.273571
  5 32 1.43677
  6 32 -0.3882
  7 32 0.742741
  8 32 1.48895
  9 32 2.55526
  10 32 -0.584069
  11 32 1.20359
  12 32 -0.640965
  13 32 0.947221
  14 32 0.445231
  15 32 3.6377
  16 32 -0.0776485
  17 32 0.775083
  18 32 -0.475092
  19 32 -0.381432
  20 32 -0.0812146
30400 20 640
  1 32 -0.211176
  2 32 1.37943
  3 32 2.68094
  4 32 0.739713
  5 32 0.364134
  6 32 0.20723
  7 32 0.936365
  8 32 0.667993
  9 32 1.85444
  10 32 -0.00665317
  11 32 0.845972
  12 32 -0.261561
  13 32 0.689073
  14 32 0.464191
  15 32 4.87712
  16 32 0.561459
  17 32 0.915069
  18 32 -0.742486
  19 32 -0.0873839
  20 32 0.0314038
30500 20 640
  1 32 -0.318372
  2 32 0.670055
  3 32 2.71257
  4 32 1.08987
  5 32 -0.97819
  6 32 0.0575507
  7 32 0.867588
  8 32 0.355221
  9 32 0.442148
  10 32 0.714816
  11 32 0.367716
  12 32 -0.330412
  13 32 -0.0540362
  14 32 1.15189
  15 32 5.0907
  16 32 0.60451
  17 32 0.733116
  18 32 -0.977151
  19 32 0.672004
  20 32 0.552158
30600 20 640
  1 32 -0.445258
  2 32 0.584338
  3 32 2.45855
  4 32 0.890622
  5 32 -1.93223
  6 32 0.0603372
  7 32 0.66645
  8 32 0.0118053
  9 32 -1.03936
  10 32 1.62561
  11 32 -0.272173
  12 32 -0.0122902
  13 32 -0.789987
  14 32 0.989284
  15 32 4.5878
  16 32 0.455899
  17 32 0.503553
  18 32 -0.696848
  19 32 1.08054
  20 32 0.732632
30700 20 640
  1 32 -0.581361
  2 32 0.294471
  3 32 1.81858
  4 32 0.583939
  5 32 -2.34615
  6 32 0.680546
  7 32 0.108444
  8 32 -0.517005
  9 32 -2.17069
  10 32 1.85416
  11 32 -0.931023
  12 32 0.727708
  13 32 -1.14745
  14 32 0.37957
  15 32 2.73528
  16 32 0.202191
  17 32 0.437833
  18 32 -0.356282
  19 32 1.04036
  20 32 1.03749
30800 20 640
  1 32 -0.190261
  2 32 -0.551646
  3 32 0.521854
  4 32 0.494802
  5 32 -2.58827
  6 32 1.30626
  7 32 -0.561482
  8 32 -1.32441
  9 32 -3.08603
  10 32 1.85026
  11 32 -1.29138
  12 32 0.443479
  13 32 -1.22653
  14 32 -0.479224
  15 32 0.358296
  16 32 0.258883
  17 32 0.106634
  18 32 -0.237331
  19 32 0.699092
  20 32 0.648128
30900 20 640
  1 32 -0.119243
  2 32 -0.925809
  3 32 -0.711397
  4 32 -0.174259
  5 32 -2.09339
  6 32 1.05829
  7 32 -0.460063
  8 32 -1.64989
  9 32 -3.24147
  10 32 1.29951
  11 32 -1.3281
  12 32 0.808313
  13 32 -1.09938
  14 32 -1.56184
  15 32 -1.54145
  16 32 0.259041
  17 32 -0.169762
  18 32 -0.130882
  19 32 0.424346
  20 32 0.034924
31000 20 640
  1 32 0.183486
  2 32 -0.654101
  3 32 -1.79688
  4 32 -0.435636
  5 32 -1.61306
  6 32 0.816584
  7 32 -0.400308
  8 32 -1.59698
  9 32 -2.78033
  10 32 0.154402
  11 32 -0.900063
  12 32 0.563743
  13 32 -0.773467
  14 32 -2.18063
  15 32 -2.81961
  16 32 0.207322
  17 32 -0.25476
  18 32 0.139031
  19 32 0.183932
  20 32 0.230465
31100 20 640
  1 32 0.185343
